,Listing ID,Price,Latitude,Longitude,District,Layout,Floor Space,Fees,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Condition,Refundable security deposit,Ownership Type,Building Type,PENB,Design,Heating,Front garden,Total number of floors,Age,New building,Renovation,Developer name,Project name,Kód jednotky,Administration fee,Investment Advisor
988,529488,"CZK 11,500",50.1262383,14.4196594,"Hnězdenská, Prague - Troja",Studio,43 m²,"CZK 4,000",Furnished,6.0,Yes,No,No,No,No,No,No,12. 12. 2021,201.0,261,286,331,155,306,791,981,"1,324",433.0,,"CZK 31,000",Personal,Other,,,,,,,,,,,,,
989,695843,"CZK 12,200",50.04919,14.35058,"Ovčí hájek, Prague - Stodůlky",1 bedroom with open-plan kitchen,47 m²,"CZK 1,300",Partially furnished,4.0,No,No,No,No,No,Yes,No,01. 01. 2022,236.0,845,199,388,207,283,336,210,"1,283",257.0,Excellent,"CZK 8,000",Personal,Prefab concrete building,C,,,,,,,,,,,,
990,137365,"CZK 12,000",50.0911677,14.4292571,"Soukenická, Prague - Nové Město",Studio,30 m²,"CZK 2,500",Partially furnished,1.0,No,No,No,No,No,No,No,,93.0,358,203,178,75,256,81,141,421,332.0,,"CZK 15,000",Personal,Brick building,,Standard materials and solutions,Central heating,,Middle floor,,,,,,,,
991,186307,"CZK 16,000",50.114987,14.6262925,"Ve Žlíbku, Prague - Horní Počernice",1 bedroom with open-plan kitchen,40 m²,"CZK 4,060",Furnished,1.0,Yes,No,Yes,No,Yes,No,Yes,01. 12. 2021,80.0,"1,341",547,660,103,874,298,514,,,Excellent,,Personal,Brick building,A,Premium materials and solutions,Gas boiler,,,,,,,,,,
992,279149,"CZK 11,000",50.1314021,14.4303968,"Čimická, Prague - Bohnice",1 bedroom with open-plan kitchen,46 m²,CZK 500,Partially furnished,1.0,No,No,No,No,No,No,No,,539.0,598,515,733,478,479,657,859,908,688.0,,"CZK 11,000",Personal,Brick building,,,Central heating,,Middle floor,,,Interior,,,,,
993,695350,"CZK 16,900",50.05279,14.51427,"Kamelova, Prague - Záběhlice",1 bedroom with open-plan kitchen,48 m²,"CZK 3,300",Furnished,2.0,No,No,Yes,Yes,Yes,Yes,Yes,01. 01. 2022,377.0,341,330,289,90,337,984,"1,196",623,235.0,New build,"CZK 20,000",Personal,Brick building,G,Premium materials and solutions,District heating,,Middle floor,,Yes,,,,,,
994,466224,"CZK 12,000",50.0855445,14.3729816,"Mládeže, Prague - Břevnov",1 bedroom with open-plan kitchen,42 m²,"CZK 3,000",Partially furnished,3.0,No,No,Yes,No,No,No,No,01. 11. 2021,229.0,745,314,504,225,206,234,245,512,394.0,,"CZK 15,000",Personal,Brick building,,,,,,,,,,,,,
995,375548,"CZK 12,000",50.1031123,14.4490865,"Dělnická, Prague - Holešovice",1 bedroom with open-plan kitchen,33 m²,"CZK 2,400",Partially furnished,2.0,No,No,No,No,No,No,No,01. 11. 2021,119.0,210,62,80,36,153,312,328,465,310.0,Excellent,"CZK 24,000",Personal,Brick building,,Standard materials and solutions,District heating,,Middle floor,1 to 10 years years,,Overall,,,,,
996,673217,"CZK 13,500",50.08341,14.31238,"Stochovská, Prague - Ruzyně",Studio,35 m²,"CZK 1,400",Furnished,3.0,No,No,Yes,No,Yes,Yes,No,03. 01. 2022,21.0,"1,219",410,"1,262",410,"1,315","1,364","1,372",546,930.0,New build,"CZK 20,000",Personal,Low-energy building,B,Premium materials and solutions,Central heating,,Top floor,1 to 10 years years,Yes,,,,,,
997,507529,"CZK 13,000",50.074442313772,14.444215012195,"Moravská, Prague - Vinohrady",Studio,47 m²,"CZK 2,000",Partially furnished,4.0,Yes,No,No,No,No,No,No,,135.0,101,87,607,68,370,280,250,488,242.0,,"CZK 10,000",Personal,Brick building,,,,,,,,,,,,,
998,615536,"CZK 20,000",50.035466,14.580133,"Losenická, Prague - Uhříněves",2 bedroom with open-plan kitchen,86 m²,"CZK 5,500",Furnished,2.0,Yes,No,No,No,No,Yes,Yes,01. 02. 2022,303.0,"1,371","1,016","1,387","1,488","1,398",,,,,New build,"CZK 40,000",Personal,Brick building,A,Premium materials and solutions,District heating,,Middle floor,1 to 10 years years,,,,,,,
999,695313,"CZK 14,000",50.01333,14.62356,"Ke Zvoničce, Prague - Kolovraty",1 bedroom with open-plan kitchen,46 m²,"CZK 3,000",Partially furnished,,No,No,No,No,Yes,No,No,01. 01. 2022,148.0,542,401,264,69,289,388,533,22,,Excellent,"CZK 34,000",Cooperative,Brick building,G,,Gas boiler,76 m²,Ground floor,10 to 30 years years,,Exterior,,,,,
1000,236379,"CZK 9,000",50.1269247,14.4645973,"Kyselova, Prague - Kobylisy",Small studio,28 m²,"CZK 2,600",Partially furnished,14.0,No,No,No,No,Yes,Yes,No,01. 01. 2022,269.0,510,258,278,243,472,163,205,823,210.0,Excellent,"CZK 20,000",Personal,Prefab concrete building,,Premium materials and solutions,District heating,,Middle floor,,,Overall,,,,,
1001,297888,"CZK 25,000",50.083517,14.3681811,"Kutnauerovo náměstí, Prague - Břevnov",3 bedroom,80 m²,"CZK 3,000",Furnished,1.0,No,No,No,No,No,No,No,01. 01. 2022,226.0,463,115,154,116,293,261,414,360,477.0,Excellent,"CZK 25,000",Personal,Brick building,,Standard materials and solutions,Gas boiler,,Raised ground floor,1 to 10 years years,,Overall,,,,,
1002,95712,"CZK 14,000",50.0334356,14.5339317,"Plickova, Prague - Háje",1 bedroom with open-plan kitchen,42 m²,"CZK 5,000",Furnished,5.0,No,No,Yes,Yes,No,Yes,No,15. 01. 2022,199.0,355,171,415,137,514,413,308,486,99.0,,"CZK 20,000",Personal,Prefab concrete building,B,Premium materials and solutions,District heating,,Middle floor,10 to 30 years years,,Overall,,,,,
1003,695328,"CZK 10,200",50.072398,14.4702682,Prague - Vršovice,1 bedroom with open-plan kitchen,42 m²,"CZK 5,000",,,No,No,No,No,No,No,No,Ihned,28.0,535,105,371,256,119,453,330,662,114.0,Excellent,"CZK 30,000",Personal,Brick building,E,,,,,,,,,,,,
1004,687599,"CZK 15,500",50.10663,14.44851,"Poupětova, Prague - Holešovice",1 bedroom with open-plan kitchen,56 m²,"CZK 2,200",Partially furnished,4.0,No,No,No,No,No,Yes,No,10. 10. 2021,258.0,466,70,295,151,299,325,757,424,384.0,Excellent,"CZK 37,400",Personal,Brick building,G,,,,,,,,,,,,
1005,695294,"CZK 24,000",50.07755,14.43073,"Čelakovského sady, Prague - Vinohrady",2 bedroom with open-plan kitchen,80 m²,"CZK 3,300",Partially furnished,3.0,Yes,No,No,No,No,Yes,No,01. 01. 2022,231.0,407,203,126,70,313,504,578,223,376.0,Excellent,"CZK 27,300",Personal,Brick building,G,Premium materials and solutions,Gas boiler,,,,,,,,,,
1006,671369,"CZK 13,500",50.07878,14.41938,"Spálená, Prague - Nové Město",Studio,34 m²,"CZK 6,400",Furnished,5.0,Yes,No,No,No,No,Yes,No,28. 01. 2022,75.0,439,24,81,47,179,163,409,389,581.0,New build,"CZK 13,500",Personal,Brick building,F,,,,,,,,,,,,
1007,598970,"CZK 11,000",50.07513,14.383127,"U Pernikářky, Prague - Smíchov",Studio,23 m²,"CZK 2,700",Furnished,1.0,No,No,No,No,No,Yes,No,15. 03. 2020,533.0,"1,142",696,"1,324",746,"1,383",721,327,"1,097",363.0,Excellent,"CZK 13,000",Personal,Brick building,B,Premium materials and solutions,District heating,,Raised ground floor,1 to 10 years years,,Overall,,,,,
1008,418230,"CZK 18,000",50.088534,14.4649585,"Žerotínova, Prague - Žižkov",2 bedroom,62 m²,CZK 500,Partially furnished,5.0,No,No,No,No,No,No,No,,285.0,707,211,197,124,337,560,555,501,346.0,,"CZK 36,000",Personal,Brick building,F,,Other,,,,,,,,,,
1009,624399,"CZK 22,000",50.078052,14.406374,"V Lesíčku, Prague - Smíchov",2 bedroom with open-plan kitchen,75 m²,"CZK 5,000",Furnished,2.0,No,No,No,No,No,Yes,No,16. 12. 2021,224.0,334,283,297,38,377,333,909,729,414.0,Excellent,"CZK 27,000",Personal,Brick building,G,Standard materials and solutions,Gas boiler,,Middle floor,1 to 10 years years,,,,,,,
1010,664352,"CZK 37,000",50.07791,14.40697,"Zborovská, Prague - Smíchov",4 bedroom,110 m²,"CZK 6,000",Furnished,1.0,No,No,No,No,No,No,No,19. 06. 2021,232.0,350,216,307,105,392,257,918,738,420.0,Excellent,"CZK 35,000",Personal,Brick building,C,,,,,,,,,,,,
1011,695862,"CZK 11,000",50.0531,14.51144,"Mikanova, Prague - Záběhlice",Studio,30 m²,"CZK 3,000",Partially furnished,5.0,No,No,No,No,No,Yes,No,11. 12. 2021,145.0,793,782,741,559,789,831,838,806,269.0,Excellent,"CZK 22,000",Personal,Brick building,A,,,,,,,,,,,,
1012,642088,"CZK 13,000",50.053542,14.419334,"U Kublova, Prague - Podolí",1 bedroom with open-plan kitchen,46 m²,"CZK 1,000",Partially furnished,1.0,No,No,Yes,No,No,No,No,04. 09. 2021,198.0,758,84,580,111,777,561,"1,132",114,258.0,Excellent,"CZK 26,000",Personal,Brick building,G,Standard materials and solutions,Other,,Ground floor,1 to 10 years years,,Overall,,,,,
1013,686898,"CZK 10,500",50.0535,14.4193,"U Kublova, Prague - Podolí",Studio,27 m²,"CZK 1,000",Partially furnished,1.0,No,No,Yes,No,No,No,No,13. 12. 2021,197.0,758,83,579,111,776,561,"1,132",113,258.0,Excellent,"CZK 21,000",Personal,Brick building,G,Standard materials and solutions,Other,,Middle floor,1 to 10 years years,,Overall,,,,,
1014,695233,"CZK 18,000",50.01505,14.43294,"Seidlova, Prague - Kamýk",2 bedroom,68 m²,"CZK 4,000",Furnished,4.0,No,No,Yes,No,Yes,Yes,No,01. 01. 2022,420.0,"1,337",425,"1,329",768,416,87,521,782,252.0,Good,"CZK 54,000",Personal,Prefab concrete building,A,,,,,,,,,,,,
1015,695231,"CZK 6,500",50.06129,14.59472,"Netlucká, Prague - Dubeč",Small studio,25 m²,,Furnished,2.0,No,No,No,No,Yes,No,No,28. 01. 2022,174.0,953,256,818,584,919,"1,025",,,,Excellent,"CZK 6,500",Personal,Brick building,A,Standard materials and solutions,Central heating,,Attic,1 to 10 years years,,,,,,,
1016,695227,"CZK 12,000",50.13032,14.44608,"Havlínova, Prague - Kobylisy",2 bedroom,43 m²,"CZK 3,000",Partially furnished,2.0,No,No,Yes,No,Yes,No,No,01. 01. 2022,582.0,"1,267",494,964,613,631,705,425,967,247.0,Good,"CZK 20,000",Personal,Prefab concrete building,G,,,,,,,,,,,,
1017,517918,"CZK 13,000",50.0452897,14.4379986,Prague - Krč,1 bedroom,29 m²,"CZK 2,500",Partially furnished,2.0,No,No,No,No,No,No,No,ihned,196.0,595,187,737,450,696,230,296,300,177.0,,"CZK 26,000",Cooperative,Brick building,,,Central heating,,,,,Overall,,,,,
1018,692156,"CZK 20,000",50.07028,14.46755,"U Roháčových kasáren, Prague - Vršovice",1 bedroom with open-plan kitchen,73 m²,"CZK 4,000",Furnished,4.0,Yes,No,Yes,No,Yes,Yes,Yes,01. 01. 2022,339.0,527,275,443,202,440,218,141,888,182.0,New build,"CZK 45,000",Personal,Brick building,A,Premium materials and solutions,District heating,,Middle floor,1 to 10 years years,,,,,,,
1019,695857,"CZK 15,500",50.10336,14.51256,"Podkovářská, Prague - Vysočany",1 bedroom with open-plan kitchen,48 m²,"CZK 3,913",Partially furnished,4.0,No,No,No,No,No,Yes,No,01. 04. 2022,102.0,296,"1,266",916,410,648,"1,168",891,269,,Excellent,"CZK 30,000",Personal,Brick building,G,,,,,,,,,,,,
1020,672347,"CZK 32,178",50.07758,14.42989,"Čelakovského sady, Prague - Nové Město",1 bedroom with open-plan kitchen,51 m²,"CZK 4,200",Furnished,3.0,No,No,No,No,No,Yes,No,01. 09. 2021,282.0,471,259,176,29,334,526,604,169,397.0,Excellent,,Personal,Brick building,G,,,,,,,,,,,,
1021,688096,"CZK 22,500",50.07758,14.42989,"Čelakovského sady, Prague - Nové Město",1 bedroom with open-plan kitchen,37 m²,"CZK 4,200",Furnished,5.0,No,No,No,No,No,Yes,No,01. 11. 2021,282.0,471,259,176,29,334,526,604,169,397.0,Excellent,,Personal,Brick building,G,,,,,,,,,,,,
1022,252450,"CZK 11,000",50.0712944,14.4655148,"Dvacátého osmého pluku, Prague - Vršovice",1 bedroom,43 m²,"CZK 2,830",Partially furnished,4.0,Yes,No,No,No,No,No,No,,47.0,610,174,526,170,489,289,179,808,150.0,,"CZK 11,000",Personal,Brick building,,,District heating,,,,,,,,,,
1023,666946,"CZK 17,500",50.07529,14.48864,"Krátká, Prague - Strašnice",3 bedroom,89 m²,CZK 500,Partially furnished,2.0,Yes,No,No,No,No,No,No,16. 08. 2021,105.0,346,109,210,97,252,187,686,680,192.0,Good,"CZK 35,000",Personal,Brick building,C,Standard materials and solutions,Gas boiler,,Middle floor,,,,,,,,
1024,382177,"CZK 19,000",50.0712755,14.3463007,"Kudrnova, Prague - Motol",1 bedroom with open-plan kitchen,54 m²,CZK 1,Furnished,4.0,Yes,No,No,No,No,Yes,Yes,12. 12. 2021,246.0,96,163,219,"1,066",719,420,,,,Excellent,"CZK 30,000",Personal,Brick building,,Standard materials and solutions,Central heating,,Middle floor,,,,,,,,
1025,589941,"CZK 19,000",50.105895,14.387305,"Božkova, Prague - Dejvice",1 bedroom with open-plan kitchen,56 m²,"CZK 4,000",Partially furnished,2.0,Yes,No,Yes,No,Yes,No,No,01. 02. 2022,214.0,"1,339",217,783,140,181,244,425,797,246.0,Excellent,"CZK 30,000",Personal,Brick building,G,,Gas boiler,,,,,Interior,,,,,
1026,695845,"CZK 16,000",50.0561,14.43286,"Kischova, Prague - Nusle",1 bedroom with open-plan kitchen,56 m²,"CZK 4,000",Furnished,3.0,No,No,Yes,No,Yes,Yes,No,15. 12. 2021,144.0,"1,264",99,191,231,330,652,378,252,189.0,New build,"CZK 20,000",Personal,Prefab concrete building,G,,,,,,,,,,,,
1027,427263,"CZK 20,000",50.0809713,14.4567301,"Křišťanova, Prague - Žižkov",2 bedroom with open-plan kitchen,61 m²,"CZK 5,000",Furnished,,Yes,No,Yes,No,No,No,No,,255.0,487,198,307,182,693,288,248,576,206.0,Good,"CZK 20,000",Personal,Brick building,,,Central heating,,Raised ground floor,,,,,,,,
1028,695700,"CZK 16,000",50.01264,14.41906,"Krouzova, Prague - Modřany",3 bedroom,85 m²,"CZK 4,000",Furnished,1.0,No,No,Yes,Yes,No,Yes,No,10. 12. 2021,287.0,"1,112",228,"1,019","1,063","1,039",404,213,"1,241",327.0,Excellent,"CZK 18,000",Cooperative,Prefab concrete building,C,,,,,,,,,,,,
1029,425135,"CZK 15,000",50.0297434,14.5347531,"Hlavatého, Prague - Háje",2 bedroom with open-plan kitchen,65 m²,"CZK 4,000",Partially furnished,3.0,Yes,No,No,No,No,No,No,,261.0,403,294,300,482,578,109,456,638,305.0,Excellent,,Personal,Prefab concrete building,B,Standard materials and solutions,District heating,,Middle floor,10 to 30 years years,,Overall,,,,,
1030,654089,"CZK 17,000",50.11227,14.62069,"U jeslí, Prague - Horní Počernice",3 bedroom with open-plan kitchen,74 m²,"CZK 5,000",Partially furnished,1.0,Yes,No,Yes,No,No,No,No,01. 07. 2021,124.0,"1,092",257,599,648,369,791,464,,,Excellent,"CZK 34,000",Personal,Prefab concrete building,B,Standard materials and solutions,District heating,,,,,Overall,,,,,
1031,328770,"CZK 33,000",50.0691704,14.4336586,"U Zvonařky, Prague - Vinohrady",2 bedroom with open-plan kitchen,90 m²,"CZK 6,500",Furnished,1.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,06. 12. 2021,90.0,622,113,712,173,657,489,522,335,422.0,New build,,Personal,Brick building,,Premium materials and solutions,Gas boiler,,Middle floor,1 to 10 years years,Yes,,,,,,
1032,670314,"CZK 18,000",49.96831,14.38631,"Pelzova, Prague - Zbraslav",1 bedroom with open-plan kitchen,70 m²,"CZK 2,831",Partially furnished,1.0,No,Yes,Yes,No,No,Yes,No,01. 02. 2022,122.0,"1,089",68,"1,240",367,102,498,329,149,,Excellent,"CZK 36,000",Personal,Brick building,C,,District heating,,Middle floor,,,,,,,,
1033,695828,"CZK 11,500",50.05049,14.45963,"Pobočná, Prague - Michle",1 bedroom with open-plan kitchen,48 m²,CZK 700,Partially furnished,1.0,No,No,No,No,No,No,No,01. 02. 2022,168.0,664,95,666,94,554,571,582,571,348.0,Excellent,,Personal,Brick building,G,,,,,,,,,,,,
1034,695133,"CZK 10,000",50.10577,14.54779,"Rochovská, Prague - Hloubětín",Studio,30 m²,"CZK 3,000",Partially furnished,6.0,No,No,No,No,Yes,Yes,No,13. 12. 2021,119.0,828,283,860,470,914,291,585,962,221.0,Excellent,"CZK 20,000",Personal,Prefab concrete building,G,,District heating,,Middle floor,,,Overall,,,,,
1035,652280,"CZK 12,500",50.112559,14.514853,"Strnadových, Prague - Vysočany",Studio,37 m²,"CZK 3,056",Partially furnished,6.0,Yes,No,Yes,No,Yes,Yes,No,07. 01. 2022,274.0,370,380,"1,406","1,063","1,162",472,299,,,New build,,Personal,Low-energy building,B,,,,,,,,,,,,
1036,685902,"CZK 12,500",50.1018,14.45327,"Tusarova, Prague - Holešovice",1 bedroom with open-plan kitchen,31 m²,"CZK 3,500",Furnished,,No,Yes,No,No,No,No,No,01. 01. 2022,211.0,568,118,291,36,227,429,392,147,307.0,Excellent,"CZK 32,000",Personal,Brick building,G,,,,,,,,,,,,
1037,694152,"CZK 14,000",50.06118,14.4438,"Pod Vilami, Prague - Nusle",2 bedroom,55 m²,"CZK 1,200",Partially furnished,4.0,No,No,No,No,No,No,No,01. 12. 2021,231.0,750,108,455,243,479,514,824,449,411.0,Excellent,"CZK 14,000",Personal,Brick building,G,,,,,,,,,,,,
1038,294356,"CZK 13,900",50.1323136,14.5503791,"Žacléřská, Prague - Kbely",1 bedroom with open-plan kitchen,52 m²,"CZK 3,500",Partially furnished,2.0,Yes,No,Yes,No,No,Yes,No,01. 01. 2022,83.0,458,22,385,19,585,416,457,150,,Excellent,"CZK 20,000",Personal,Brick building,B,Standard materials and solutions,Central heating,,,1 to 10 years years,,,,,,,
1039,629967,"CZK 17,000",50.092769,14.431964,"Lannova, Prague - Nové Město",2 bedroom,63 m²,"CZK 2,000",Furnished,,No,No,No,No,No,No,No,12. 10. 2020,203.0,451,123,471,107,349,86,304,665,140.0,Excellent,"CZK 17,000",Personal,Brick building,,,,,,,,,,,,,
1040,531277,"CZK 14,800",50.1292744,14.4726543,"Taussigova, Prague - Kobylisy",1 bedroom with open-plan kitchen,46 m²,"CZK 3,318",Furnished,7.0,No,No,No,No,No,Yes,No,01. 02. 2022,320.0,289,243,418,312,332,205,558,"1,348",230.0,Excellent,"CZK 17,800",Cooperative,Prefab concrete building,C,,District heating,,Middle floor,,,Interior,,,,,
1041,571789,"CZK 12,500",50.0713444,14.3926417,"Duškova, Prague - Smíchov",1 bedroom,33 m²,"CZK 2,300",Furnished,2.0,No,No,No,No,No,Yes,No,20. 01. 2022,230.0,886,247,645,316,795,410,"1,225",891,219.0,Excellent,"CZK 14,800",Personal,Brick building,C,Standard materials and solutions,Gas boiler,,,,,Overall,,,,,
1042,695104,"CZK 16,000",50.11106,14.38008,"Na Kodymce, Prague - Dejvice",2 bedroom,54 m²,,Partially furnished,1.0,No,No,No,No,No,No,No,05. 12. 2021,134.0,195,260,995,650,215,789,756,,,Excellent,"CZK 16,000",Personal,Brick building,G,,,,,,,,,,,,
1043,695162,"CZK 16,500",50.1171069,14.5111561,"Klíčovská, Prague - Vysočany",1 bedroom with open-plan kitchen,57 m²,"CZK 3,750",Partially furnished,2.0,Yes,No,Yes,No,No,No,Yes,01. 01. 1970,285.0,"1,424",638,945,336,914,"1,127",115,"1,065",250.0,Excellent,"CZK 33,000",Personal,Prefab concrete building,C,,,,,,,,,,,,
1044,524714,"CZK 22,000",50.0817465,14.4271892,"Václavské náměstí, Prague - Nové Město",Studio,80 m²,"CZK 3,000",Furnished,2.0,No,No,No,No,No,Yes,No,04. 05. 2020,159.0,379,137,87,20,155,398,847,114,372.0,,"CZK 25,000",Other,Brick building,,,,,,,,,,,,,
1045,506568,"CZK 16,900",50.0692665,14.3734225,"Pod Kavalírkou, Prague - Košíře",1 bedroom with open-plan kitchen,55 m²,"CZK 4,000",Furnished,3.0,Yes,Yes,Yes,No,Yes,Yes,No,19. 12. 2020,203.0,249,242,217,279,325,480,962,832,165.0,New build,"CZK 50,000",Personal,Brick building,B,Premium materials and solutions,Central heating,50 m²,Middle floor,1 to 10 years years,Yes,,,,,,
1046,695013,"CZK 14,000",50.0244532,14.5164525,"Ke Škole, Prague - Chodov",2 bedroom with open-plan kitchen,64 m²,"CZK 4,455",Unfurnished,3.0,No,No,Yes,Yes,No,Yes,No,01. 01. 2022,131.0,"1,004",113,"1,294",342,324,288,559,"1,390",177.0,Excellent,"CZK 28,000",Personal,Prefab concrete building,C,,,,,,,,,,,,
1047,301241,"CZK 15,500",50.103911,14.5090345,"Pod Harfou, Prague - Vysočany",1 bedroom with open-plan kitchen,56 m²,"CZK 4,000",Partially furnished,2.0,Yes,No,No,No,No,Yes,No,01. 01. 1970,436.0,110,"1,214",708,"1,038","1,351","1,074",138,,,Excellent,"CZK 20,000",Personal,Brick building,,Standard materials and solutions,District heating,,Middle floor,1 to 10 years years,,,,,,,
1048,695778,"CZK 13,500",50.0485,14.47797,"Púchovská, Prague - Záběhlice",3 bedroom,65 m²,"CZK 4,000",Unfurnished,1.0,Yes,No,No,No,No,No,No,01. 01. 2022,257.0,866,274,320,434,"1,282",655,737,756,259.0,Good,"CZK 27,000",Personal,Brick building,G,,,,,,,,,,,,
1049,695765,"CZK 14,000",50.07953,14.42595,"Štěpánská, Prague - Nové Město",1 bedroom with open-plan kitchen,60 m²,"CZK 1,000",Partially furnished,3.0,No,No,No,No,No,No,No,15. 12. 2021,269.0,669,210,220,44,232,121,544,357,476.0,Good,,Personal,Brick building,G,,,,,,,,,,,,
1050,686913,"CZK 22,000",50.0687949,14.4017066,"Ostrovského, Prague - Smíchov",3 bedroom,115 m²,CZK 420,Partially furnished,1.0,No,No,Yes,No,No,No,No,11. 10. 2021,84.0,188,119,236,25,89,391,648,897,206.0,Excellent,"CZK 44,000",Personal,Brick building,G,,,,,,,,,,,,
1051,658069,"CZK 5,200",50.10753,14.44881,"Ortenovo náměstí, Prague - Holešovice",Small studio,18 m²,"CZK 1,800",Partially furnished,3.0,No,No,No,No,No,Yes,No,09. 04. 2021,29.0,550,11,362,146,183,179,825,333,256.0,Excellent,"CZK 5,200",Personal,Brick building,A,,,,,,,,,,,,
1052,686118,"CZK 12,999",50.06899,14.36317,"Nepomucká, Prague - Košíře",3 bedroom,63 m²,"CZK 1,500",Partially furnished,12.0,Yes,No,No,Yes,No,Yes,No,01. 12. 2021,190.0,965,424,621,452,514,299,"1,083",476,677.0,Good,"CZK 16,000",Cooperative,Prefab concrete building,G,,,,,,,,,,,,
1053,604395,"CZK 11,000",50.135112,14.510303,"Třinecká, Prague - Letňany",1 bedroom with open-plan kitchen,40 m²,"CZK 3,500",Unfurnished,1.0,No,No,No,No,No,No,No,01. 02. 2022,204.0,800,371,649,336,280,357,767,410,508.0,Excellent,"CZK 14,500",Personal,Prefab concrete building,C,Standard materials and solutions,District heating,,,,,,,,,,
1054,33586,"CZK 13,500",50.0654473,14.4318451,"Spytihněvova, Prague - Nusle",2 bedroom,45 m²,"CZK 2,500",Furnished,2.0,No,No,No,No,No,No,No,10. 10. 2021,152.0,614,58,697,85,204,381,435,210,306.0,,"CZK 16,000",Personal,Brick building,,Standard materials and solutions,Electric boiler,,Middle floor,,,Interior,,,,,
1055,587134,"CZK 19,000",50.071571,14.476267,"Bajkalská, Prague - Vršovice",1 bedroom with open-plan kitchen,57 m²,"CZK 4,000",Furnished,6.0,Yes,No,No,No,No,Yes,No,01. 02. 2022,179.0,66,183,342,66,156,204,285,442,287.0,Excellent,"CZK 20,000",Personal,Brick building,C,Standard materials and solutions,Gas boiler,,Top floor,1 to 10 years years,,Overall,,,,,
1056,519773,"CZK 18,900",50.0726517,14.4624685,"Ruská, Prague - Vršovice",3 bedroom,66 m²,"CZK 1,000",Partially furnished,1.0,No,No,No,No,No,No,No,01. 12. 2021,162.0,811,306,687,231,685,627,365,538,147.0,Excellent,,Personal,Brick building,G,,,,,,,,,,,,
1057,695750,"CZK 22,000",50.0725506,14.4303474,"Legerova, Prague - Nové Město",2 bedroom,72 m²,"CZK 3,000",Unfurnished,4.0,Yes,No,No,No,No,No,No,13. 12. 2021,204.0,550,113,218,140,255,300,480,641,638.0,Excellent,"CZK 25,000",Personal,Brick building,B,,,,,,,,,,,,
1058,594069,"CZK 17,000",50.071416,14.457949,"Žitomírská, Prague - Vršovice",1 bedroom with open-plan kitchen,58 m²,"CZK 2,000",Partially furnished,2.0,Yes,No,Yes,No,No,No,No,01. 02. 2022,61.0,532,18,309,47,307,121,251,607,326.0,Excellent,"CZK 17,000",Personal,Brick building,D,,Electric boiler,,Middle floor,,,Overall,,,,,
1059,695739,"CZK 18,000",50.07607,14.45749,"Libická, Prague - Vinohrady",1 bedroom with open-plan kitchen,42 m²,"CZK 3,054",Furnished,5.0,No,No,No,No,No,Yes,No,03. 01. 2022,166.0,557,75,173,150,479,397,366,803,345.0,Excellent,"CZK 36,000",Personal,Brick building,G,Premium materials and solutions,District heating,,,,,Overall,,,,,
1060,131392,"CZK 12,000",50.045298,14.4380967,"Stallichova, Prague - Krč",1 bedroom,30 m²,"CZK 2,500",Furnished,2.0,No,No,No,No,No,No,No,03. 01. 2022,196.0,594,187,736,449,695,231,296,301,178.0,,,Cooperative,Brick building,,,District heating,,Middle floor,,,,,,,,
1061,695046,"CZK 16,500",50.10268,14.43277,"Dukelských hrdinů, Prague - Holešovice",2 bedroom,72 m²,"CZK 3,500",Partially furnished,4.0,No,No,No,No,No,No,No,01. 01. 2022,102.0,689,87,213,5,85,520,444,845,,Good,"CZK 33,000",Personal,Brick building,F,,,,,,,,,,,,
1062,267731,"CZK 15,000",50.0804855,14.4598679,Prague - Žižkov,1 bedroom with open-plan kitchen,40 m²,"CZK 3,500",Furnished,1.0,No,No,Yes,No,No,No,No,01. 02. 2022,234.0,520,337,360,137,338,470,347,512,149.0,Excellent,"CZK 15,000",Personal,Brick building,,,District heating,,,,,,,,,,
1063,695722,"CZK 10,600",50.0608,14.43211,"5. května, Prague - Nusle",1 bedroom,41 m²,"CZK 4,000",Partially furnished,2.0,No,No,Yes,No,No,No,No,17. 12. 2021,314.0,"1,044",204,516,79,465,381,644,588,615.0,Excellent,"CZK 20,000",Cooperative,Brick building,G,,,,,,,,,,,,
1064,694567,"CZK 14,900",50.10124,14.42167,Prague - Bubeneč,Studio,33 m²,"CZK 1,500",Partially furnished,,No,Yes,No,No,No,Yes,No,13. 12. 2021,264.0,265,178,204,47,349,215,488,411,,New build,"CZK 15,000",Personal,Brick building,C,Premium materials and solutions,Electric boiler,40 m²,Ground floor,1 to 10 years years,,Overall,,,,,
1065,695721,"CZK 23,990",50.14053583333,14.44820861111,"K Beranovu, Prague - Dolní Chabry",2 bedroom with open-plan kitchen,80 m²,,Partially furnished,4.0,No,No,Yes,No,Yes,Yes,No,,344.0,987,181,716,563,995,328,,,,New build,"CZK 28,082",Personal,Other,B,,,,,,Yes,,,,,"CZK 28,082

                                
                                
                
i",
