,Listing ID,Price,Latitude,Longitude,District,Layout,Floor Space,Fees,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Condition,Refundable security deposit,Ownership Type,Building Type,PENB,Design,Heating,Front garden,Total number of floors,Age,New building,Renovation,Developer name,Project name,Kód jednotky,Administration fee,Investment Advisor
20567,699816,"CZK 12,000",50.06199,14.43511,"Žateckých, Prague - Nusle",1 bedroom,48 m²,CZK 775,Unfurnished,2.0,Yes,No,No,No,No,Yes,No,17. 01. 2022,257.0,685,185,607,42,529,57,376,490,350,Good,"CZK 20,000",Personal,Brick building,G,,,,,,,,,,,,
20568,91505,"CZK 13,000",50.0708166,14.5025459,"Žinkovská, Prague - Strašnice",1 bedroom with open-plan kitchen,50 m²,"CZK 3,000",Furnished,6.0,No,Yes,No,No,No,No,No,17. 05. 2020,322.0,"1,286",329,"1,074",534,630,308,417,937,61,,"CZK 32,000",,Brick building,,,,,,,,,,,,,
20569,671225,"CZK 15,000",50.0426307,14.4396098,Prague - Krč,2 bedroom,56 m²,CZK 500,Partially furnished,,No,No,Yes,No,No,No,No,01. 02. 2022,103.0,348,127,349,47,376,665,295,497,238,Excellent,"CZK 20,000",Personal,Brick building,G,,,,Ground floor,,,,,,,,
20572,600630,"CZK 21,500",50.07691,14.461512,"Slezská, Prague - Vinohrady",3 bedroom,118 m²,"CZK 4,000",Unfurnished,4.0,Yes,No,Yes,No,No,No,No,01. 03. 2022,161.0,157,63,134,7,121,400,347,445,134,Excellent,"CZK 21,500",Personal,Brick building,F,Standard materials and solutions,Gas boiler,,Middle floor,,,,,,,,
20573,629131,"CZK 15,000",50.047792,14.344104,"Suchý Vršek, Prague - Stodůlky",3 bedroom,78 m²,"CZK 4,000",Partially furnished,6.0,Yes,No,Yes,No,No,Yes,No,31. 01. 2022,401.0,427,92,411,106,334,296,533,"1,098",222,Excellent,"CZK 30,000",Cooperative,Prefab concrete building,G,,,,,,,,,,,,
20594,540434,"CZK 12,500",50.0564863,14.4456659,"U Družstva Ideál, Prague - Nusle",1 bedroom with open-plan kitchen,42 m²,"CZK 3,500",Furnished,3.0,Yes,No,No,No,No,No,No,17. 01. 2022,354.0,"1,016",62,527,269,953,342,258,922,326,,"CZK 20,000",Personal,Brick building,,,,,,,,,,,,,
20595,699798,"CZK 10,400",50.05479,14.4346,"Děkanská vinice Ⅱ, Prague - Nusle",1 bedroom,39 m²,"CZK 2,600",Furnished,3.0,No,No,Yes,Yes,Yes,No,No,01. 02. 2022,104.0,"1,024",201,274,194,211,484,210,296,142,Excellent,"CZK 26,000",Cooperative,Prefab concrete building,G,,,,,,,,,,,,
20596,168222,"CZK 7,000",50.0450408,14.4739278,"Severní IX, Prague - Záběhlice",Small studio,27 m²,"CZK 1,900",Furnished,1.0,Yes,No,No,No,No,No,No,,259.0,"1,134",267,221,370,"1,458",782,669,216,270,,"CZK 9,000",Personal,Brick building,,,,,,,,,,,,,
20597,588869,"CZK 18,500",50.070487,14.475522,"Karpatská, Prague - Vršovice",2 bedroom,65 m²,"CZK 3,500",Partially furnished,6.0,Yes,No,No,No,No,Yes,No,01. 04. 2022,86.0,199,94,318,76,246,266,159,251,96,Excellent,"CZK 20,000",Personal,Brick building,C,,District heating,,,,,,,,,,
20600,699792,"CZK 15,000",50.05421,14.35415,"Za Zámečkem, Prague - Jinonice",1 bedroom with open-plan kitchen,71 m²,"CZK 1,800",Partially furnished,1.0,Yes,No,No,No,Yes,No,No,11. 02. 2022,465.0,795,85,866,331,659,293,855,"1,201",599,Excellent,"CZK 15,000",Personal,Brick building,G,,District heating,,Raised ground floor,10 to 30 years years,,,,,,,
20601,699791,"CZK 16,500",50.13412,14.46727,"Formánkova, Prague - Kobylisy",3 bedroom,68 m²,"CZK 5,500",Partially furnished,4.0,No,No,Yes,No,No,Yes,No,24. 01. 2022,376.0,813,299,835,420,713,325,317,433,,Excellent,"CZK 19,000",Personal,Prefab concrete building,B,,,,,,,,,,,,
20603,699787,"CZK 20,000",50.03658,14.37323,"Lamačova, Prague - Hlubočepy",4 bedroom,90 m²,"CZK 5,000",Partially furnished,6.0,Yes,No,No,No,No,Yes,No,01. 02. 2022,318.0,419,229,400,350,463,520,313,941,225,Excellent,"CZK 20,000",Personal,Prefab concrete building,D,,Central heating,,Middle floor,,,Bathroom unit,,,,,
20604,656987,"CZK 15,000",50.08321,14.37903,"Za Strahovem, Prague - Břevnov",2 bedroom,56 m²,CZK 725,Partially furnished,4.0,No,No,Yes,Yes,Yes,No,No,15. 03. 2022,288.0,991,342,850,172,655,575,552,354,244,Good,"CZK 12,500",Personal,Brick building,D,,Gas boiler,,Middle floor,,,,,,,,
20607,500196,"CZK 12,000",50.0726461,14.3900917,"Holečkova, Prague - Smíchov",1 bedroom,32 m²,"CZK 3,000",Partially furnished,4.0,No,No,No,No,No,No,No,01. 02. 2022,292.0,"1,329",205,888,144,"1,019",378,777,"1,205",135,,"CZK 12,000",Personal,Brick building,C,,,,,,,,,,,,
20613,694462,"CZK 36,000",50.10432,14.44973,"Komunardů, Prague - Holešovice",2 bedroom with open-plan kitchen,106 m²,"CZK 6,110",Furnished,2.0,No,Yes,No,No,Yes,Yes,No,01. 01. 2022,51.0,136,81,98,51,102,448,410,288,391,New build,"CZK 84,220",Personal,Other,B,,,,,,,,,,,,
20621,418892,"CZK 12,990",50.0784586,14.5041464,"Kounická, Prague - Strašnice",1 bedroom with open-plan kitchen,47 m²,"CZK 1,800",Partially furnished,2.0,No,No,Yes,No,Yes,No,No,01. 02. 2022,164.0,703,461,564,34,440,681,630,"1,424",469,Excellent,"CZK 20,000",Cooperative,Brick building,B,Premium materials and solutions,,50 m²,Middle floor,,,Overall,,,,,
20622,596906,"CZK 24,200",50.054838,14.399466,"U Dívčích Hradů, Prague - Smíchov",2 bedroom with open-plan kitchen,64 m²,"CZK 3,300",Partially furnished,1.0,Yes,Yes,Yes,No,Yes,Yes,Yes,01. 04. 2022,136.0,"1,107",533,"1,024",522,"1,094",614,608,557,,New build,"CZK 24,200",Personal,Other,B,Premium materials and solutions,,28 m²,,1 to 10 years years,Yes,,,,,,
20625,699762,"CZK 16,500",50.1069,14.3954,"Zelená, Prague - Bubeneč",1 bedroom with open-plan kitchen,47 m²,"CZK 3,500",Partially furnished,1.0,No,No,Yes,No,No,Yes,No,17. 01. 2022,8.0,"1,015",67,401,50,260,193,434,690,224,Excellent,"CZK 20,000",Personal,Brick building,G,,,,,,,,,,,,
20626,699759,"CZK 14,000",50.08598,14.38322,"Bělohorská, Prague - Střešovice",1 bedroom with open-plan kitchen,44 m²,"CZK 1,400",Partially furnished,,No,No,No,No,No,No,No,03. 04. 2022,68.0,541,65,914,36,678,447,437,334,161,Excellent,"CZK 14,000",Personal,Brick building,G,,,,,,,,,,,,
20627,699757,"CZK 13,000",50.10427,14.45193,"Přístavní, Prague - Holešovice",1 bedroom,49 m²,"CZK 2,000",Partially furnished,1.0,No,No,Yes,No,No,No,No,01. 02. 2022,157.0,286,82,186,49,224,585,547,289,362,Excellent,"CZK 15,000",Personal,Brick building,B,,,,,,,,,,,,
20630,536967,"CZK 9,900",50.0433857,14.4559712,"Počátecká, Prague - Michle",1 bedroom,35 m²,"CZK 2,000",Unfurnished,-1.0,No,No,No,No,No,No,No,01. 02. 2022,168.0,776,471,472,171,230,275,601,688,150,Excellent,"CZK 13,000",Personal,Brick building,G,Standard materials and solutions,Gas boiler,,Ground floor,over 50 years years,,Interior,,,,,
20634,699751,"CZK 11,400",50.04146,14.56731,"Hornoměcholupská, Prague - Horní Měcholupy",Studio,36 m²,"CZK 3,600",Furnished,2.0,Yes,No,Yes,No,Yes,Yes,No,17. 01. 2022,36.0,766,373,578,497,281,428,437,"1,161",364,New build,"CZK 15,000",Personal,Brick building,B,Premium materials and solutions,District heating,,Middle floor,1 to 10 years years,Yes,,,,,,
20639,397422,"CZK 11,500",50.1269831,14.418043,"Hnězdenská, Prague - Troja",Studio,38 m²,"CZK 2,500",Furnished,9.0,Yes,No,No,No,No,No,No,,161.0,211,205,146,146,232,577,767,"1,385",273,,,Personal,Brick building,,,,,,,,,,,,,
20642,699742,"CZK 16,900",50.09231,14.43551,"Půtova, Prague - Nové Město",2 bedroom,68 m²,"CZK 1,850",Partially furnished,2.0,No,No,Yes,No,No,Yes,No,19. 01. 2022,141.0,495,228,269,111,154,308,396,513,444,Excellent,"CZK 16,000",Personal,Brick building,G,,,,,,,,,,,,
20643,699741,"CZK 12,000",50.05545,14.44182,"Nad Studánkou, Prague - Nusle",Studio,30 m²,"CZK 3,500",Partially furnished,4.0,No,Yes,No,No,No,No,No,01. 02. 2022,116.0,"1,070",190,506,154,583,329,304,"1,023",238,Excellent,"CZK 12,000",Personal,Brick building,G,,,,,,,,,,,,
20644,699739,"CZK 12,500",50.01605,14.43874,"Olbramovická, Prague - Kamýk",1 bedroom with open-plan kitchen,36 m²,"CZK 3,500",Furnished,2.0,No,No,Yes,No,No,No,No,01. 02. 2022,190.0,"1,088",43,"1,195",725,294,470,559,740,396,Good,"CZK 20,000",Personal,Prefab concrete building,G,,,,,,,,,,,,
20645,654988,"CZK 9,900",50.12673,14.46452,"Kyselova, Prague - Kobylisy",Small studio,23 m²,"CZK 4,300",Furnished,10.0,No,No,No,No,No,Yes,No,01. 03. 2022,111.0,469,271,278,256,314,0,249,665,211,Excellent,"CZK 15,000",Personal,Prefab concrete building,D,Standard materials and solutions,District heating,,Middle floor,30 to 50 years years,,Overall,,,,,
20648,699734,"CZK 9,600",50.07008535,14.48545745384,Prague - Strašnice,Studio,43 m²,"CZK 4,220",Unfurnished,5.0,No,No,No,No,No,No,No,21. 01. 2022,202.0,779,460,531,125,281,513,635,489,409,Excellent,"CZK 14,400",Personal,Brick building,G,,,,,,,,,,,,
20649,699732,"CZK 11,500",50.02501,14.49116,"Jarníkova, Prague - Chodov",1 bedroom with open-plan kitchen,45 m²,"CZK 3,500",Unfurnished,10.0,No,No,Yes,No,No,No,No,01. 02. 2022,341.0,419,159,512,288,392,546,241,148,203,Good,"CZK 11,500",Personal,Prefab concrete building,E,,,,,,,,,,,,
20653,269665,"CZK 20,000",50.1313143,14.5503712,Prague - Kbely,2 bedroom with open-plan kitchen,80 m²,"CZK 6,000",Partially furnished,2.0,Yes,No,Yes,No,Yes,Yes,No,,143.0,648,130,324,145,774,533,646,256,,,"CZK 30,000",Personal,Brick building,,,District heating,,,,,,,,,,
20655,492084,"CZK 21,000",50.0595869,14.4470936,"Horní, Prague - Nusle",2 bedroom with open-plan kitchen,60 m²,"CZK 1,500",Unfurnished,5.0,Yes,Yes,No,No,No,No,No,03. 02. 2020,257.0,924,38,375,215,689,457,623,821,194,Excellent,"CZK 40,000",Personal,Brick building,B,Standard materials and solutions,Gas boiler,,Top floor,1 to 10 years years,,Overall,,,,,
20657,699716,"CZK 14,000",50.06175,14.38201,"Mikšovského, Prague - Košíře",2 bedroom,60 m²,"CZK 4,100",Unfurnished,2.0,Yes,No,Yes,No,No,No,No,17. 01. 2022,191.0,963,339,750,290,"1,269","1,071",226,946,431,Excellent,,Personal,Brick building,G,,,,,,,,,,,,
20660,280059,"CZK 11,000",50.0154788,14.4595401,"Lukešova, Prague - Krč",Small studio,30 m²,"CZK 2,500",Partially furnished,1.0,No,No,Yes,No,No,No,No,01. 02. 2022,321.0,770,724,291,856,"1,230","1,462",973,,,,"CZK 10,000",Personal,Brick building,B,Premium materials and solutions,,,,30 to 50 years years,,Overall,,,,,
20661,699715,"CZK 17,925",50.0643299,14.4102127,"Strakonická, Prague - Smíchov",Studio,30 m²,"CZK 5,975",Furnished,3.0,No,No,No,No,No,Yes,No,19. 01. 2022,211.0,382,250,989,170,745,812,"1,050",387,543,,,,,,,,,,,,,,,,,
20664,699709,"CZK 21,000",50.08153,14.41342,"Národní, Prague - Staré Město",1 bedroom with open-plan kitchen,60 m²,"CZK 2,000",Partially furnished,4.0,No,No,No,No,No,Yes,No,18. 01. 2022,48.0,685,237,149,38,171,250,294,366,337,Excellent,"CZK 18,000",Other,Brick building,G,,,,,,,,,,,,
20665,699707,"CZK 16,000",50.01355,14.43575,"Vnoučkova, Prague - Kamýk",2 bedroom,68 m²,"CZK 4,103",Partially furnished,4.0,Yes,No,Yes,No,Yes,Yes,No,01. 03. 2022,457.0,387,940,378,339,598,747,403,,,Excellent,"CZK 30,000",Personal,Prefab concrete building,G,,,,,,,,,,,,
20666,699703,"CZK 13,000",50.08934,14.47485,"Jeseniova, Prague - Žižkov",1 bedroom with open-plan kitchen,56 m²,"CZK 3,000",Unfurnished,2.0,No,No,No,No,No,No,No,17. 01. 2022,350.0,934,276,331,158,258,301,254,430,306,Good,"CZK 13,000",Personal,Brick building,G,,,,,,,,,,,,
20667,699270,"CZK 13,200",50.13893,14.50983,"Místecká, Prague - Letňany",1 bedroom with open-plan kitchen,45 m²,"CZK 2,500",Unfurnished,5.0,No,No,No,No,No,Yes,No,13. 01. 2022,129.0,537,244,853,65,324,314,553,598,106,Excellent,"CZK 16,000",Personal,Brick building,G,,,,,,,,,,,,
20668,625412,"CZK 9,000",50.088522,14.469536,"Jeseniova, Prague - Žižkov",2 bedroom,60 m²,"CZK 4,000",,1.0,No,No,No,No,No,No,No,09. 09. 2020,72.0,618,71,71,42,160,177,285,323,440,Excellent,"CZK 14,800",Personal,Brick building,B,,,,,,,,,,,,
20669,699698,"CZK 40,000",50.08274,14.4226,"Jungmannova, Prague - Nové Město",3 bedroom,133 m²,"CZK 5,000",Partially furnished,2.0,Yes,No,No,No,No,Yes,No,24. 01. 2022,244.0,749,191,92,50,195,281,667,395,142,Excellent,"CZK 40,000",Other,Brick building,G,,,,,,,,,,,,
20673,699695,"CZK 14,000",50.14276,14.5262,"Kadečkové, Prague - Letňany",1 bedroom with open-plan kitchen,42 m²,"CZK 2,000",Unfurnished,2.0,Yes,No,Yes,No,Yes,Yes,Yes,01. 03. 2022,814.0,"1,169","1,498",373,"1,293","1,416",726,490,,,New build,"CZK 28,000",Personal,Brick building,B,,,,,,,,,,,,
20675,699694,"CZK 12,000",50.09687,14.40382,"Milady Horákové, Prague - Hradčany",Studio,35 m²,"CZK 1,600",Partially furnished,5.0,No,No,Yes,No,No,Yes,No,01. 02. 2022,43.0,792,148,52,29,132,103,"1,133",176,409,Excellent,"CZK 13,000",Personal,Brick building,A,,,,,,,,,,,,
20683,658032,"CZK 19,900",50.0568,14.37815,"Kačirkova, Prague - Jinonice",1 bedroom with open-plan kitchen,57 m²,"CZK 3,000",Furnished,4.0,Yes,No,Yes,No,No,Yes,Yes,01. 04. 2022,425.0,383,567,433,477,975,428,"1,467",364,,New build,"CZK 22,900",Personal,Brick building,A,Standard materials and solutions,Central heating,,Middle floor,1 to 10 years years,,,,,,,
20686,699582,"CZK 12,600",50.10933,14.55766,"Lipnická, Prague - Kyje",Studio,40 m²,"CZK 2,800",Furnished,4.0,Yes,No,No,No,No,Yes,No,20. 01. 2022,150.0,915,98,150,869,424,"1,279",392,,,Excellent,"CZK 25,200",Personal,Brick building,C,Standard materials and solutions,Gas boiler,,Middle floor,,,,,,,,
20687,699689,"CZK 33,000",50.0626569,14.3913498,"Xaveriova, Prague - Smíchov",4 bedroom,102 m²,"CZK 11,000",Furnished,2.0,Yes,No,No,No,No,No,No,19. 01. 2022,188.0,955,416,742,203,"1,118",820,240,504,294,,,,,,,,,,,,,,,,,
20690,699668,"CZK 16,000",50.04835,14.48431,"Hrusická, Prague - Záběhlice",3 bedroom with open-plan kitchen,72 m²,"CZK 5,000",Partially furnished,8.0,No,No,No,Yes,Yes,Yes,No,18. 01. 2022,113.0,411,289,353,296,"1,418",198,293,"1,075",244,Excellent,"CZK 30,000",Personal,Brick building,G,,,,,,,,,,,,
20691,699667,"CZK 34,500",50.08581,14.46733,"Pitterova, Prague - Žižkov",1 bedroom with open-plan kitchen,106 m²,"CZK 7,500",Furnished,13.0,No,Yes,No,No,Yes,Yes,No,01. 03. 2022,414.0,428,459,605,193,334,656,302,197,59,New build,"CZK 35,000",Personal,Other,C,,,,,,,,,,,,
20701,699663,"CZK 16,000",50.1292479,14.4169614,"Řešovská, Prague - Bohnice",3 bedroom,65 m²,,Unfurnished,5.0,No,No,Yes,Yes,No,Yes,No,01. 02. 2022,149.0,291,280,220,220,327,533,680,"1,312",130,Excellent,"CZK 20,000",Personal,Prefab concrete building,G,,,,,,,,,,,,
20702,699664,"CZK 22,500",50.03939,14.3161,"Radouňova, Prague - Stodůlky",2 bedroom with open-plan kitchen,84 m²,"CZK 4,000",Unfurnished,1.0,No,No,No,Yes,No,Yes,No,17. 01. 2022,280.0,"1,022",674,978,668,686,679,"1,036","1,068",102,Excellent,"CZK 22,500",Personal,Brick building,A,,,,,,,,,,,,
20703,699662,"CZK 16,900",50.00845,14.42093,"Pejevové, Prague - Modřany",3 bedroom,73 m²,"CZK 3,500",Partially furnished,7.0,No,No,Yes,Yes,No,Yes,No,20. 01. 2022,465.0,576,428,438,506,463,224,"1,014",959,620,Excellent,"CZK 25,000",Cooperative,Prefab concrete building,C,Standard materials and solutions,District heating,,Middle floor,,,Overall,,,,,
20706,699655,"CZK 19,000",50.0721,14.47159,"Bělocerkevská, Prague - Vršovice",3 bedroom,65 m²,"CZK 4,000",Partially furnished,4.0,Yes,No,Yes,No,No,Yes,No,17. 01. 2022,123.0,489,113,398,315,4,495,383,602,229,Excellent,"CZK 19,000",Personal,Prefab concrete building,G,,,,,,,,,,,,
20707,642732,"CZK 12,700",50.063131,14.310727,"Makovského, Prague - Řepy",1 bedroom with open-plan kitchen,47 m²,"CZK 2,500",Partially furnished,8.0,No,No,Yes,Yes,No,Yes,No,01. 04. 2022,293.0,434,435,484,593,590,716,838,660,,Excellent,"CZK 15,200",Personal,Prefab concrete building,D,Standard materials and solutions,District heating,,,,,Overall,,,,,
20708,699544,"CZK 21,500",50.06794,14.40795,"Pivovarská, Prague - Smíchov",1 bedroom,50 m²,"CZK 1,700",Furnished,1.0,No,No,Yes,No,No,Yes,No,17. 01. 2022,93.0,561,287,532,144,457,910,"1,116",654,402,New build,"CZK 40,000",Personal,Brick building,G,Premium materials and solutions,Electric boiler,,Middle floor,1 to 10 years years,,Overall,,,,,
20713,270611,"CZK 14,500",50.0677215,14.4602985,"Vršovická, Prague - Vršovice",1 bedroom with open-plan kitchen,60 m²,"CZK 2,500",Furnished,5.0,No,No,No,No,No,No,No,17. 01. 2022,83.0,623,116,228,57,382,473,344,339,240,,"CZK 17,000",Personal,Brick building,,Standard materials and solutions,Gas boiler,,Attic,,,Interior,,,,,
20716,699636,"CZK 15,000",50.12694,14.41888,"Hnězdenská, Prague - Troja",1 bedroom with open-plan kitchen,53 m²,"CZK 3,000",Unfurnished,6.0,No,No,Yes,Yes,No,Yes,No,01. 02. 2022,355.0,262,265,205,155,306,637,827,"1,325",333,Excellent,"CZK 15,000",Personal,Brick building,D,Premium materials and solutions,District heating,,Middle floor,10 to 30 years years,Yes,,,,,,
20717,699635,"CZK 14,400",50.05254,14.54536,"Horolezecká, Prague - Hostivař",2 bedroom,65 m²,"CZK 3,800",Unfurnished,4.0,Yes,No,Yes,No,No,Yes,No,16. 01. 2022,448.0,501,373,416,513,920,240,406,195,,Excellent,"CZK 14,400",Personal,Prefab concrete building,G,,,,,,,,,,,,
20721,699634,"CZK 15,000",50.03822,14.331,"Jaroslava Foglara, Prague - Stodůlky",1 bedroom with open-plan kitchen,42 m²,"CZK 2,500",Partially furnished,1.0,No,No,No,No,Yes,No,No,18. 01. 2022,467.0,"1,010",500,980,436,619,740,896,516,304,Excellent,"CZK 15,000",Cooperative,Brick building,C,,,,,,,,,,,,
20722,403285,"CZK 12,000",50.0417757,14.3954505,"Hlubočepská, Prague - Hlubočepy",1 bedroom,42 m²,"CZK 3,400",Partially furnished,2.0,No,No,Yes,No,No,Yes,Yes,,20.0,131,179,675,271,337,277,,,,New build,"CZK 12,000",Personal,Brick building,,,Central heating,,Middle floor,,,Overall,,,,,
20728,699631,"CZK 11,500",50.02174,14.41324,"Pod Lysinami, Prague - Hodkovičky",Studio,30 m²,,Partially furnished,4.0,No,No,No,No,No,Yes,No,01. 02. 2022,173.0,"1,332","1,197","1,291",409,"1,488","1,248",103,,,Good,"CZK 16,000",Personal,Prefab concrete building,G,,,,,,,,,,,,
20732,699218,"CZK 14,000",50.13144,14.36808,"K Horoměřicům, Prague - Suchdol",1 bedroom with open-plan kitchen,74 m²,"CZK 4,200",Partially furnished,3.0,Yes,No,Yes,No,No,No,No,01. 02. 2022,152.0,"1,160",661,794,692,"1,141","1,004","1,150","1,176",67,Excellent,"CZK 15,000",Personal,Brick building,G,,,,,,,,,,,,
20734,699629,"CZK 12,000",50.1072,14.43865,"Za Papírnou, Prague - Holešovice",Studio,34 m²,"CZK 2,000",Partially furnished,5.0,No,No,Yes,No,No,No,No,01. 02. 2022,199.0,"1,081",449,"1,119",289,398,231,"1,289",452,383,Excellent,"CZK 12,000",Personal,Brick building,G,,,,,,,,,,,,
20735,699626,"CZK 16,500",50.08294,14.50018,"Káranská, Prague - Malešice",3 bedroom,74 m²,"CZK 1,500",Unfurnished,1.0,No,No,Yes,Yes,No,No,No,17. 01. 2022,238.0,148,208,195,298,388,254,385,785,285,Excellent,"CZK 16,500",Personal,Prefab concrete building,G,,,,,,,,,,,,
20740,513927,"CZK 17,500",50.0323297,14.5638535,Prague - Petrovice,2 bedroom with open-plan kitchen,72 m²,"CZK 5,500",Partially furnished,5.0,No,No,Yes,Yes,No,Yes,No,01. 02. 2022,292.0,"1,235",407,"1,160",303,"1,140",589,383,802,173,,"CZK 20,000",Personal,Prefab concrete building,B,,District heating,,Middle floor,,,,,,,,
20741,699622,"CZK 22,000",50.06523,14.37678,"Pod Šmukýřkou, Prague - Košíře",1 bedroom with open-plan kitchen,62 m²,"CZK 1,100",Furnished,1.0,No,Yes,No,No,No,Yes,Yes,19. 02. 2022,648.0,650,545,669,693,750,397,"1,053",914,382,New build,"CZK 44,000",Personal,Other,B,,,,,,,,,,,,
20742,699623,"CZK 11,800",50.05946,14.28389,"Milotická, Prague - Zličín",Studio,35 m²,"CZK 3,200",Partially furnished,2.0,Yes,No,No,Yes,No,Yes,Yes,16. 01. 2022,492.0,698,937,867,652,992,262,964,118,,Excellent,"CZK 17,000",Personal,Brick building,G,,District heating,,,1 to 10 years years,,,,,,,
20747,699608,"CZK 15,500",50.08062,14.45315,"Velehradská, Prague - Vinohrady",1 bedroom with open-plan kitchen,47 m²,"CZK 3,300",Unfurnished,4.0,No,No,Yes,No,No,No,No,24. 01. 2022,392.0,227,185,383,136,523,425,474,737,243,Excellent,"CZK 18,800",Personal,Brick building,G,Standard materials and solutions,Gas boiler,,Middle floor,over 50 years years,,Interior,,,,,
20754,612797,"CZK 15,500",50.044426,14.488095,"Obrovského, Prague - Chodov",Studio,43 m²,"CZK 2,350",Partially furnished,1.0,No,Yes,Yes,No,Yes,No,No,01. 03. 2022,195.0,489,565,502,489,403,785,"1,135",430,,New build,"CZK 31,000",Personal,Brick building,A,Standard materials and solutions,Gas boiler,110 m²,Ground floor,1 to 10 years years,Yes,Overall,,,,,
20755,539736,"CZK 15,000",50.1019537,14.5635291,"Cukrova, Prague - Černý Most",1 bedroom with open-plan kitchen,51 m²,"CZK 3,800",Partially furnished,1.0,No,Yes,No,Yes,Yes,No,No,01. 03. 2022,158.0,657,410,942,722,616,300,875,86,,New build,"CZK 30,000",Personal,Brick building,B,Standard materials and solutions,District heating,38 m²,,,Yes,,,,,,
20756,644500,"CZK 9,500",50.0463113,14.4596703,"Hodonínská, Prague - Michle",1 bedroom,39 m²,"CZK 3,500",Furnished,,No,No,No,No,No,No,No,01. 01. 2021,171.0,528,96,620,163,600,402,240,193,117,Good,CZK 14,Personal,Brick building,D,,,,,,,,,,,,
20761,699605,"CZK 17,700",50.04828,14.30227,"Svitákova, Prague - Stodůlky",1 bedroom with open-plan kitchen,62 m²,"CZK 4,300",Partially furnished,5.0,Yes,No,Yes,No,No,Yes,Yes,01. 02. 2022,419.0,363,210,351,"1,148","1,116",743,904,84,,Excellent,"CZK 18,000",Personal,Low-energy building,G,,,,,,,,,,,,
20766,429072,"CZK 11,800",50.0721195,14.4055053,"Lidická, Prague - Smíchov",1 bedroom,31 m²,CZK 800,Partially furnished,2.0,No,No,No,No,No,No,No,20. 01. 2022,137.0,484,128,84,86,369,577,"1,058","1,252",720,,"CZK 12,600",Personal,Brick building,G,Standard materials and solutions,Other,,Middle floor,,,Interior,,,,,
20770,337678,"CZK 15,500",50.1108959,14.4470802,Prague - Holešovice,1 bedroom with open-plan kitchen,47 m²,"CZK 1,220",Furnished,4.0,No,No,No,No,No,No,No,06. 03. 2022,72.0,898,292,831,445,529,271,"1,259",760,193,,"CZK 16,720",Cooperative,Brick building,,Standard materials and solutions,Other,,Middle floor,,,Interior,,,,,
20771,699596,"CZK 25,000",50.05929,14.42296,"Ve Svahu, Prague - Podolí",2 bedroom,62 m²,"CZK 3,000",Partially furnished,1.0,Yes,No,Yes,No,Yes,No,No,01. 03. 2022,258.0,281,219,271,164,259,298,366,309,265,Excellent,"CZK 50,000",Personal,Brick building,E,,,,,,,,,,,,
20776,574058,"CZK 9,000",50.1055853,14.5791418,Prague - Černý Most,Small studio,24 m²,"CZK 2,500",Partially furnished,3.0,No,No,No,No,No,No,No,10. 01. 2022,327.0,731,178,282,110,362,859,193,562,,,"CZK 10,000",Personal,Prefab concrete building,,,,,,,,,,,,,
20779,699590,"CZK 20,400",50.0928722,14.4500782,"Křižíkova a, Prague - Karlín",2 bedroom with open-plan kitchen,95 m²,"CZK 6,800",Furnished,3.0,No,Yes,No,No,No,Yes,Yes,01. 03. 2022,123.0,293,167,222,66,246,411,"1,258",283,254,,,,,,,,,,,,,,,,,
20780,544059,"CZK 12,500",50.04312070835,14.313493220129,"Jeremiášova, Prague - Stodůlky",Studio,33 m²,"CZK 2,500",Partially furnished,,No,Yes,No,No,No,No,No,01. 02. 2022,261.0,489,234,803,824,432,782,562,"1,035",586,,"CZK 20,000",Personal,Brick building,A,,,,,,Yes,,,,,,
20781,456696,"CZK 12,000",50.0709195,14.3828702,"Plzeňská, Prague - Košíře",1 bedroom with open-plan kitchen,45 m²,"CZK 3,500",Furnished,3.0,No,No,No,No,No,No,No,,207.0,738,198,"1,113",254,"1,221",111,541,"1,137",491,Excellent,"CZK 20,000",Personal,Brick building,,,Electric boiler,,Middle floor,,,Overall,,,,,
20786,699584,"CZK 15,000",50.0945763,14.4951344,"U Kněžské louky, Prague - Žižkov",1 bedroom with open-plan kitchen,50 m²,"CZK 5,000",Furnished,4.0,Yes,No,No,No,No,No,No,22. 01. 2022,131.0,383,269,715,80,405,303,544,447,208,,,,,,,,,,,,,,,,,
20787,644052,"CZK 9,900",50.053709,14.285039,"U Zličína, Prague - Třebonice",Studio,39 m²,"CZK 2,500",Partially furnished,4.0,Yes,No,No,No,Yes,Yes,No,01. 02. 2022,433.0,41,272,"1,133",602,874,"1,164",771,,,Excellent,"CZK 16,000",Personal,Brick building,G,,,,,,,,,,,,
20788,684726,"CZK 13,400",50.1067272,14.4497053,"Poupětova, Prague - Holešovice",1 bedroom,52 m²,"CZK 4,600",Furnished,5.0,No,No,No,No,No,Yes,No,01. 02. 2022,167.0,403,15,216,71,219,234,678,332,293,Excellent,"CZK 26,800",Personal,Brick building,G,,,,,,,,,,,,
