Price,Fees,Listing ID,Layout,Avaliable from,Floor space,Fully furnished,Floor,Lift,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Balcony,Terrace,Garage,Refundable security deposit,EPC,Condition,Building type,Reconstruction,Balkón 2 m²,Parking,Sklep 2 m²,Domácí mazlíčci vítáni,Heating,Designe,Age,Balkón 13 m²,Sklep 7 m²,Ownership,Balkón 3 m²,Sklep 1 m²,Lodžie 6 m²,Terasa 5 m²,Administrative fee,Balkón 33 m²,Cellar,Sklep 3 m²,Sklep 4 m²,Balkón 15 m²,Balkón 4 m²,Sklep 6 m²,Terasa 29 m²,Balkón 5 m²,Terasa 50 m²,Balkón 10 m²,Terasa 8 m²,New-build,Enclosed balcony,Balkón 6 m²,Lodžie 4 m²,Lodžie 5 m²,Balkón 9 m²,Lodžie 3 m²,Balkón 8 m²,Terasa 20 m²,Sklep 10 m²,Lodžie 8 m²,Sklep 1.5 m²,Lodžie 7 m²,Terasa 30 m²,Terasa 10 m²,Sklep 5 m²,Terasa 7 m²,Terasa 45 m²,Balkón 7 m²,Terasa 6 m²,Sklep 12 m²,Terasa 15 m²,Balkón 6.1 m²,Sklep 4.1 m²,Terasa 10.1 m²,Terasa 83 m²,Terasa 12 m²,Balkón 11 m²,Balkón 28 m²,Balkón 32 m²,Terasa 32 m²,Sklep 6.4 m²,Balkón 96 m²,Terasa 27.6 m²,Balkón 2.29 m²,Balkón 12 m²,Lodžie 12 m²,Terasa 16.1 m²,Sklep 3.1 m²,Balkón 1 m²,Lodžie 9 m²,Sklep 8 m²,Sklep 1.2 m²,Lodžie 2.7 m²,Lodžie 13 m²,Terasa 19 m²,Sklep 20 m²,Lodžie 10 m²,Terasa 14 m²,Terasa 14.1 m²,Terasa 40 m²,Balkón 35 m²,Balkón 70 m²,Plot space,Sklep 44 m²,Sklep 15 m²
"CZK 27,600","CZK 9,200",745022,Studio,12/12/2022,35 m²,Fully furnished,1,1.0,237.21,722.71,270.23,1114.48,162.06,485.4,549.42,612.82,571.2,287.12,"U Nikolajky, Prague - Smíchov",50.0656652,14.3917771,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,000","CZK 2,523",471504,Studio,12/1/2022,34 m²,Partly,2,,205.76,1151.67,496.99,3761.55,186.62,473.71,891.0,3184.2,1049.62,248.14,Prague - Dolní Měcholupy,50.0671011,14.5518474,,,,"CZK 20,000",,,Brick,,,,,,,,,,,Personal,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 23,000","CZK 3,000",586897,2 bedroom,12/1/2022,65 m²,Partly,2,,314.59,438.63,213.56,333.02,191.17,290.08,265.12,461.03,725.05,219.96,"Herálecká I, Prague - Krč",50.045743,14.44413,,,,"CZK 46,000",,Very good,Brick,Complete,,1.0,,,Central,,,,,Personal,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 24,500","CZK 3,000",745209,3+kk,1/1/2023,58 m²,Fully furnished,3,1.0,123.93,1019.24,125.91,504.12,326.9,146.6,363.86,919.31,224.05,242.87,Prague - Libeň,50.11009,14.47243,,,,"CZK 45,000",G,Very good,Brick,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,000","CZK 6,000",656583,2+kk,11/1/2022,55 m²,Fully furnished,2,,192.6,733.92,53.28,438.57,40.26,457.21,180.39,746.79,813.02,451.73,"Plzeňská, Prague - Smíchov",50.07247,14.39535,,,,CZK 25,A,Very good,Other,,,,,,,,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 23,250","CZK 7,750",745101,1 bedroom,10/19/2022,47 m²,Fully furnished,4,1.0,221.85,688.71,100.73,284.48,6.38,262.8,199.69,287.83,377.81,430.7,"V Jirchářích, Prague - Nové Město",50.080113730356,14.416184905557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 3,000",743958,Studio,10/4/2022,35 m²,Partly,2,1.0,249.44,775.46,296.54,454.56,346.44,471.4,754.24,623.73,388.52,189.67,"Počernická, Prague - Strašnice",50.07918,14.48536,1.0,1.0,1.0,"CZK 35,000",B,New-build,Low-energy,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,000","CZK 4,000",742291,1 bedroom,9/28/2022,44 m²,Fully furnished,1,,163.95,1722.02,170.35,1636.19,14.5,1666.87,744.08,505.76,301.26,241.95,Prague - Hlubočepy,50.04089,14.39207,,,,"CZK 15,000",G,Very good,Brick,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 39,000","CZK 4,000",745205,5+1,10/24/2022,133 m²,Partly,3,1.0,82.77,526.39,40.08,236.08,22.64,168.91,620.99,581.12,566.57,532.49,Prague - Smíchov,50.0697,14.40529,,,,"CZK 41,000",C,Very good,Brick,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 1,500",744935,2 bedroom,11/1/2022,52 m²,Fully furnished,1,,435.24,565.8,292.66,547.35,412.6,396.18,442.24,161.45,587.49,220.13,"Zelenečská, Prague - Hloubětín",50.1084,14.53416,,,,"CZK 20,000",C,Very good,Brick,,,1.0,,,Central,Standard,,,,Personal,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 22,000","CZK 2,598",744528,5+kk,10/9/2022,129 m²,Partly,5,,366.99,1311.97,89.88,1542.43,384.36,198.29,388.67,997.74,2315.86,124.16,"Rohožnická, Prague - Újezd nad Lesy",50.07071,14.67748,,,1.0,"CZK 24,598",C,Very good,Brick,,,1.0,,,,Standard,10 to 30 years,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 28,493","CZK 9,497",742401,2+kk,10/31/2022,53 m²,Fully furnished,3,1.0,202.93,1083.69,84.41,522.08,140.61,459.37,143.09,392.14,304.14,134.72,"Drahobejlova, Prague - Libeň",50.1057951,14.4902938,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,900","CZK 3,900",530507,2+kk,10/16/2022,59 m²,Fully furnished,3,1.0,151.24,621.32,71.83,397.98,85.53,396.32,175.59,342.46,672.63,333.2,Prague - Vršovice,50.0715994,14.4577766,,,,"CZK 25,000",B,Very good,Brick,Complete,,,,,Central,Standard,Up to 10 years,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 30,000","CZK 10,000",718922,Studio,10/19/2022,45 m²,Fully furnished,5,1.0,241.61,542.2,98.71,270.79,176.01,313.55,455.64,821.55,633.96,593.3,"Mečislavova, Prague - Nusle",50.0633237,14.4440058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,990","CZK 1,338",745196,2+kk,10/17/2022,50 m²,Unfurnished,4,,161.74,886.21,70.29,233.21,24.36,206.26,288.11,242.58,561.86,473.24,"Biskupcova, Prague - Žižkov",50.08975722222,14.47122972222,,,,"CZK 21,328",G,Very good,Brick,,,,,,,,,,,Personal,,,,,"CZK 21,328",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,000","CZK 4,500",745193,2+kk,12/1/2022,59 m²,Partly,1,1.0,181.84,271.59,65.24,146.03,134.72,180.18,306.17,594.3,353.1,492.87,"Dobrovského, Prague - Holešovice",50.09897,14.42431,,,,"CZK 19,000",G,Very good,Brick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,000","CZK 3,500",563640,Studio,11/1/2022,25 m²,Fully furnished,2,1.0,286.81,574.89,38.48,341.92,12.17,299.81,391.88,282.98,620.19,292.25,"Sudoměřská, Prague - Žižkov",50.0799478,14.458484,,,,"CZK 26,000",,Very good,Brick,Complete,,,,,Other,Standard,,,,Personal,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 25,000","CZK 3,000",745188,2 bedroom,10/14/2022,87 m²,Partly,1,,408.04,444.74,55.68,471.68,144.85,224.98,459.95,556.21,604.36,651.52,Prague - Žižkov,50.08238,14.44813,,,,"CZK 50,000",G,Very good,Brick,,,1.0,,,,,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 25,000","CZK 7,500",745187,3+kk,11/14/2022,84 m²,Partly,7,1.0,358.11,1274.59,648.44,1061.38,636.12,1151.2,941.1,351.64,1295.74,639.6,"Černochova, Prague - Košíře",50.063,14.37985,,,1.0,"CZK 40,000",G,New-build,Other,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 10,500","CZK 4,000",744933,Studio,12/1/2022,30 m²,Unfurnished,5,1.0,178.3,209.53,124.15,85.49,1.79,247.89,87.16,106.83,895.52,318.46,Prague - Vinohrady,50.07674,14.45376,,,,"CZK 14,500",D,Good,Brick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,000","CZK 2,400",744507,Studio,11/1/2022,52 m²,Fully furnished,1,,90.73,429.66,101.97,68.33,114.69,18.17,349.61,424.14,381.64,451.08,Prague - Vinohrady,50.07556,14.43135,,,,"CZK 17,000",G,Very good,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,000","CZK 3,500",745185,Studio,10/14/2022,34 m²,Fully furnished,2,1.0,276.63,664.41,559.68,728.22,768.26,804.69,356.08,483.36,1132.77,185.38,"Nevanova, Prague - Řepy",50.06566,14.31544,,,,"CZK 15,500",G,Good,Prefab concrete,,,,,,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 48,435","CZK 16,145",730649,3+1,10/20/2022,108 m²,Fully furnished,3,1.0,170.36,424.31,260.04,428.7,73.65,305.75,38.65,29.43,439.38,720.46,"Balbínova, Prague - Vinohrady",50.0795643,14.4361068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 38,250","CZK 12,750",733049,3+kk,11/11/2022,78 m²,Fully furnished,5,1.0,122.69,292.83,150.02,222.27,31.53,246.25,406.08,512.95,283.22,254.06,"Křižíkova a, Prague - Karlín",50.0928722,14.4500782,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 35,175","CZK 11,725",728156,2+kk,12/12/2022,50 m²,Fully furnished,3,1.0,75.01,890.63,40.68,622.44,47.2,145.83,371.43,242.4,512.42,352.71,"Kubelíkova, Prague - Žižkov",50.0815843,14.4461973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,000","CZK 3,000",680619,2+kk,9/10/2022,42 m²,Fully furnished,4,1.0,366.0,749.46,232.71,850.17,282.07,440.67,709.99,695.67,470.69,307.11,"U Hranic, Prague - Strašnice",50.06921075,14.484043897371,1.0,,,"CZK 20,000",G,New-build,Brick,,,,,,Central,,Up to 10 years,,,Personal,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 3,000",575329,2+kk,11/1/2022,55 m²,Fully furnished,2,,151.26,810.17,31.92,789.54,794.23,814.21,982.67,922.44,923.03,93.88,"Na Groši, Prague - Hostivař",50.0579743,14.5194548,,,,"CZK 35,000",G,Very good,Brick,,,1.0,,,,Standard,10 to 30 years,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,000","CZK 5,600",743404,2+kk,12/1/2022,41 m²,Fully furnished,1,1.0,185.4,1147.42,553.91,1089.01,228.24,1180.13,934.98,744.87,369.73,188.5,Prague - Záběhlice,50.05411,14.48379,,,,"CZK 20,000",G,Very good,Brick,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 3,000",745184,Studio,10/14/2022,41 m²,Partly,3,1.0,163.17,1207.7,144.94,1028.4,589.6,806.96,441.09,141.66,920.22,151.7,"Štěchovická, Prague - Strašnice",50.07241,14.50343,,,,"CZK 16,000",B,New-build,Brick,,,,,1.0,,,,,,Personal,1.0,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 28,500","CZK 5,900",742196,3+kk,9/25/2022,63 m²,Partly,4,1.0,549.23,662.36,441.09,761.17,468.73,740,498.65,448.69,636.62,748.27,Prague - Vinohrady,50.06851,14.43809,,,,"CZK 50,000",B,New-build,Brick,Complete,,1.0,,1.0,Electric boiler,Luxurious,Up to 10 years,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 7,500","CZK 3,500",745177,Small studio,10/14/2022,19 m²,Fully furnished,1,,391.04,721.52,424.07,578.95,460.79,710.82,519.5,879.61,24.76,430.59,"Pod Klaudiánkou, Prague - Podolí",50.05462,14.42221,,,,"CZK 7,500",G,Good,Brick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,000","CZK 3,000",382611,2+kk,2/1/2023,42 m²,Partly,4,,45.17,440.51,90.3,2177.66,73.74,714.59,331.66,479.49,1376.27,374.32,"Branická, Prague - Braník",50.0401361,14.4106121,,,,"CZK 25,000",,Very good,Brick,,,,,,,,,,,Personal,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 59,250","CZK 19,750",717599,4+kk,10/19/2022,90 m²,Fully furnished,2,1.0,140.09,527.92,223.64,125.85,37.89,66.77,510.79,1001.31,1180.94,559.23,"Stroupežnického, Prague - Smíchov",50.0710929,14.4032595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 39,000","CZK 13,000",728062,2 bedroom,12/7/2022,92 m²,Fully furnished,7,1.0,73.01,281.28,58.33,478.54,20.37,379.07,102.37,138.49,668.56,481.36,"Francouzská, Prague - Vinohrady",50.0739894,14.440101,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 32,085","CZK 10,695",730431,3+1,11/1/2022,111 m²,Fully furnished,1,,208.61,131.46,936.81,2564.81,336.74,613.32,243.84,2102.93,1889.94,338.05,"K Zámku, Prague - Dolní Počernice",50.0890765,14.5799076,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,990","CZK 2,638",745179,2+kk,10/18/2022,42 m²,Partly,2,1.0,360.83,441.85,225.64,259.56,223.73,307.61,120.64,293.95,1131.2,146.07,"Suchý vršek, Prague - Stodůlky",50.04878972222,14.34552777777,,,,"CZK 16,628",G,Very good,Prefab concrete,,,,,,,,,,,Personal,,,,,"CZK 16,628",,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,000","CZK 3,500",744514,Small studio,10/9/2022,27 m²,Fully furnished,,,213.18,717.24,50.02,421.89,23.7,522.02,163.83,743.53,809.76,397.87,Prague - Smíchov,50.07254,14.39604,,,,"CZK 24,000",G,Very good,Brick,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,490","CZK 1,815",745178,3+kk,10/18/2022,86 m²,Partly,5,1.0,155.99,862.16,27.77,1996.22,115.38,816,519.57,1065.47,876.43,376.14,"Lipnická, Prague - Kyje",50.10929722222,14.55766916666,1.0,,,"CZK 22,305",C,Very good,Brick,,,1.0,,,,,,,,Personal,,,,,"CZK 22,305",,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 31,500",CZK 133,745175,3+kk,12/16/2022,69 m²,Fully furnished,12,1.0,,,,,,,,,,,"Mukařovského, Prague - Stodůlky",50.04595,14.32223,,,1.0,"CZK 63,000",A,Very good,Other,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 44,500",CZK 133,744375,4+kk,11/1/2022,112 m²,Fully furnished,15,1.0,,,,,,,,,,,"Mukařovského, Prague - Stodůlky",50.04595,14.32223,,,1.0,"CZK 89,000",A,Very good,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 41,625","CZK 13,875",720848,4+kk,10/19/2022,112 m²,Fully furnished,4,1.0,168.35,737.87,30.76,217.13,7.9,216.51,106.1,336.15,114.49,565.37,"Ostrovní, Prague - Nové Město",50.0806286,14.4175374,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 29,925","CZK 9,975",731240,1 bedroom,10/30/2022,30 m²,Fully furnished,2,1.0,22.29,481.37,107.82,95.32,6.34,158.39,351.4,425.94,380.79,468.94,"Legerova, Prague - Vinohrady",50.0749602,14.4305105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 28,000","CZK 4,400",744505,3+kk,10/9/2022,94 m²,Partly,2,1.0,47.68,1264.71,656.97,1387.9,395.53,505.14,642.58,613.1,398.54,396.34,"K Vystrkovu, Prague - Modřany",49.99955,14.40699,,,1.0,"CZK 42,000",B,Very good,Low-energy,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 9,000","CZK 2,900",367555,Studio,11/1/2022,35 m²,Fully furnished,4,,183.69,888.99,221.45,1412.77,913.01,797.1,427.84,293.79,1131.2,212.89,"Doležalova, Prague - Černý Most",50.1023394,14.5661014,,,,"CZK 13,500",,,Prefab concrete,Complete,,,,,Distance,Standard,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 24,000","CZK 3,000",745172,4+kk,10/14/2022,100 m²,Partly,4,1.0,41.14,225.84,61.56,214.97,51.82,406.76,157.65,238.7,534.55,761.94,Prague - Vinohrady,50.07813,14.43571,,,1.0,"CZK 26,000",E,Very good,Brick,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 32,000","CZK 5,000",745170,3+kk,11/1/2022,79 m²,Partly,1,,175.04,155.88,199.58,596.5,254.15,235.44,857.52,472.57,771.66,537.67,"Ke Stírce, Prague - Kobylisy",50.12049,14.46131,,,1.0,"CZK 60,000",E,Very good,Brick,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,000","CZK 5,000",745065,2 bedroom,11/1/2022,54 m²,Fully furnished,1,1.0,147.74,337.52,62.09,149.9,21.37,153.45,326.66,608.86,322.9,397.57,"U Měšťanského pivovaru, Prague - Holešovice",50.10604,14.44953,,,,"CZK 30,000",G,Very good,Brick,Interior,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 27,000","CZK 9,000",732124,1 bedroom,11/1/2022,36 m²,Fully furnished,1,,241.61,1008.07,337.84,676.78,180.71,627.3,876.02,1008.48,488.31,192.83,"Sanderova, Prague - Holešovice",50.104936,14.458846,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 30,000","CZK 10,000",734260,2+kk,11/6/2022,41 m²,Fully furnished,5,,394.46,497.82,253.13,432.3,279.54,389.35,316.56,724.72,695.79,345.02,"Krchlebská, Prague - Krč",50.0471114,14.4429584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 63,000","CZK 21,000",735517,3+kk,11/7/2022,110 m²,Fully furnished,6,1.0,30.08,409.78,41.21,139.22,4.79,323.92,155.78,264.84,623.64,381.72,"Myslíkova, Prague - Nové Město",50.0781479,14.4179311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 39,600","CZK 13,200",717648,2+kk,11/15/2022,46 m²,Fully furnished,2,,249.05,258.88,108.69,237.41,65.07,536.83,294.74,273.73,806.33,231.2,"Míšeňská, Prague - Malá Strana",50.0876118,14.4080467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 23,000","CZK 4,000",240526,2+kk,9/1/2022,62 m²,,7,1.0,275.03,629.24,55.34,441.72,67.99,393.86,323.27,897.37,163.39,111.95,"U Uranie, Prague - Holešovice",50.1067006,14.4519976,1.0,,1.0,"CZK 27,000",,,Brick,,,,,,Central,Luxurious,Up to 10 years,,,Personal,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 5,000",532801,2+kk,10/15/2022,52 m²,Partly,2,1.0,93.2,1171.4,127.12,1109.78,645.62,770.51,235.85,289.29,470.72,138.0,"Litoměřická, Prague - Prosek",50.1202262,14.4854965,,,1.0,"CZK 46,000",G,,Brick,Bathroom unit,,1.0,,,Central,Standard,10 to 30 years,,,Personal,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,000","CZK 6,000",744501,2+kk,12/1/2022,45 m²,Unfurnished,6,1.0,96.06,1703.37,234.3,1375.7,273.11,214.33,591.15,237.64,742.6,189.12,"Rembrandtova, Prague - Strašnice",50.06755,14.51236,,,,"CZK 14,000",G,Very good,Prefab concrete,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 25,500","CZK 4,500",616122,2+kk,10/15/2022,45 m²,Fully furnished,1,1.0,105.48,447.32,55.57,107.43,120.62,417.1,299.1,75.78,745.25,298.76,"Libická, Prague - Vinohrady",50.076751,14.457554,,,,"CZK 30,000",G,Very good,Brick,Interior,,,,,Electric boiler,Standard,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,500","CZK 3,900",745166,2+kk,12/1/2022,57 m²,Partly,2,1.0,219.33,344.26,333.98,328.72,114.56,340.22,868.07,877.6,693.31,266.48,"Mikanova, Prague - Záběhlice",50.05348,14.51329,,,1.0,"CZK 40,000",C,New-build,Brick,,,1.0,,,Central,Luxurious,10 to 30 years,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,000","CZK 4,500",634083,1 bedroom,11/1/2022,35 m²,Unfurnished,4,,85.61,218.94,23.75,72.42,79.73,113.55,227.25,279.42,538.77,366.16,Prague - Smíchov,50.076804,14.404503,,,,"CZK 15,000",G,Very good,Brick,Interior,,,,,Gas boiler,Standard,Over 50 years,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
