Listing ID,Price,Latitude,Longitude,Layout,Condition,Floor Space,Fees,Refundable security deposit,Ownership Type,Building Type,New building,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,Design,Heating,Total number of floors,PENB,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Renovation,Age,Front garden,Developer name,Project name,Kód jednotky,Administration fee
695000,"CZK 8,900",50.0557,14.48176,1 bedroom,Excellent,45 m²,"CZK 3,000","CZK 12,000",Personal,Brick building,,Unfurnished,3,No,No,No,No,No,No,No,05. 12. 2021,Standard materials and solutions,Gas boiler,Top floor,G,149,"1,394",438,"1,407",523,858,"1,163","1,052",488,483,,,,,,,
686402,"CZK 15,000",50.03625,14.59283,2 bedroom with open-plan kitchen,Excellent,56 m²,"CZK 3,300","CZK 30,000",Personal,Brick building,,Partially furnished,1,No,No,Yes,No,Yes,No,No,01. 12. 2021,,Gas boiler,Middle floor,G,168,953,305,756,647,742,386,269,"1,149",51,,1 to 10 years years,,,,,
694462,"CZK 36,000",50.10432,14.44973,2 bedroom with open-plan kitchen,New build,106 m²,"CZK 6,110","CZK 84,220",Personal,Other,,Furnished,2,No,Yes,No,No,Yes,Yes,No,01. 01. 2022,,,,B,51,136,81,98,51,102,448,410,288,391,,,,,,,
667783,"CZK 16,000",50.07054,14.48633,2 bedroom,Excellent,55 m²,"CZK 4,500","CZK 35,000",Personal,Brick building,,Furnished,3,No,No,No,No,No,Yes,No,01. 05. 2022,Standard materials and solutions,District heating,Middle floor,G,185,789,470,541,137,264,430,645,406,326,Overall,,,,,,
228175,"CZK 12,500",50.09002,14.44917,Small studio,Excellent,24 m²,"CZK 1,500","CZK 14,000",Personal,Brick building,,Partially furnished,4,No,No,No,No,No,No,No,15. 12. 2021,,,,,446,384,153,561,269,584,91,"1,152",660,332,,,,,,,
31263,CZK 1,50.1115724,14.4775255,3 bedroom,Good,70 m²,CZK 1,"CZK 14,996",Personal,Brick building,,Furnished,,No,No,No,No,No,No,No,26. 02. 2021,Standard materials and solutions,Gas boiler,Ground floor,,207,"1,286",438,977,150,622,756,"1,018",699,41,,,,,,,
691268,"CZK 11,000",50.0602,14.49465,1 bedroom,Excellent,60 m²,"CZK 3,000","CZK 22,000",Personal,Brick building,,Furnished,2,No,No,No,No,No,No,No,08. 11. 2021,,,,G,152,883,299,872,682,549,679,904,443,395,,,,,,,
694455,"CZK 17,000",50.0878053,14.4620541,2 bedroom,Excellent,55 m²,"CZK 1,000","CZK 17,000",Personal,Brick building,,,,Yes,No,No,No,No,No,No,Ihned,,,,,173,487,173,365,98,458,476,634,377,270,,,,,,,
591600,"CZK 14,000",50.035578,14.410744,1 bedroom with open-plan kitchen,Excellent,42 m²,"CZK 2,500",,Personal,Brick building,,Partially furnished,2,No,No,No,No,No,No,No,01. 02. 2020,Premium materials and solutions,Other,Middle floor,E,183,357,225,246,209,387,265,"1,108",138,,Interior,1 to 10 years years,,,,,
691147,"CZK 16,000",50.0674745,14.5500657,1 bedroom with open-plan kitchen,New build,64 m²,"CZK 5,000","CZK 35,000",Personal,Brick building,,Unfurnished,2,No,Yes,No,No,Yes,No,No,20. 12. 2021,,,,G,477,"1,008",236,154,249,751,919,49,,,,,,,,,
691657,"CZK 20,000",49.99873,14.41009,1 bedroom with open-plan kitchen,New build,62 m²,"CZK 4,000","CZK 40,000",Personal,Low-energy building,,Furnished,4,No,No,No,No,No,Yes,No,01. 12. 2021,,,,A,140,"1,087",979,"1,182",346,827,965,837,410,189,,,,,,,
683748,"CZK 13,800",50.03499,14.48703,1 bedroom with open-plan kitchen,Excellent,52 m²,"CZK 3,500","CZK 15,000",Personal,Prefab concrete building,,Partially furnished,3,No,No,Yes,No,No,Yes,No,03. 01. 2022,,District heating,Middle floor,B,301,848,228,682,195,647,626,"1,043",538,253,Overall,,,,,,
695101,"CZK 16,500",50.0672845,14.399704,2 bedroom with open-plan kitchen,Excellent,74 m²,CZK 600,"CZK 33,600",Personal,Brick building,,Partially furnished,4,No,No,No,No,No,No,No,01. 01. 2022,,,,G,76,191,4,501,153,253,165,367,629,137,,,,,,,
693776,"CZK 16,500",50.09875,14.40266,1 bedroom with open-plan kitchen,Excellent,45 m²,"CZK 2,800","CZK 54,000",Personal,Brick building,,Furnished,1,No,No,Yes,No,No,No,No,01. 01. 2022,Premium materials and solutions,Gas boiler,,G,267,569,132,253,20,111,166,850,234,159,Interior,1 to 10 years years,,,,,
623687,"CZK 9,300",50.033736,14.416191,Studio,Excellent,25 m²,"CZK 1,700","CZK 13,000",Personal,Brick building,,,,No,No,No,No,No,No,No,01. 09. 2020,,,,C,146,647,220,157,192,520,382,"1,345",184,,,,,,,,
695080,"CZK 14,000",50.07384,14.38133,Studio,New build,44 m²,"CZK 4,000","CZK 28,000",Personal,Brick building,,Furnished,1,No,Yes,Yes,No,Yes,Yes,No,01. 01. 2022,Premium materials and solutions,,Raised ground floor,G,381,764,575,"1,062",468,"1,121",598,210,977,208,,1 to 10 years years,,,,,
598471,"CZK 15,000",50.125822,14.447416,2 bedroom,Excellent,60 m²,"CZK 2,500","CZK 15,000",Personal,Brick building,,Partially furnished,2,No,No,No,No,No,No,No,01. 01. 2022,Standard materials and solutions,Gas boiler,Middle floor,F,219,"1,330",265,485,208,272,551,268,894,284,Interior,,90 m²,,,,
181566,"CZK 11,000",50.0387943,14.3290217,Studio,New build,39 m²,"CZK 3,000","CZK 14,000",Personal,Brick building,,Partially furnished,2,No,No,No,No,No,Yes,No,05. 12. 2021,Premium materials and solutions,Central heating,Middle floor,,85,814,691,784,80,749,669,962,211,253,,10 to 30 years years,,,,,
695071,"CZK 11,000",50.0970474,14.4035244,Small studio,Excellent,34 m²,"CZK 3,000","CZK 14,000",Personal,Brick building,,Partially furnished,5,No,No,No,No,No,Yes,No,01. 01. 2022,,Central heating,Top floor,G,48,797,172,77,53,137,101,"1,138",174,436,Interior,,,,,,
400345,"CZK 13,500",50.1194442,14.4815146,2 bedroom,Excellent,64 m²,"CZK 2,000","CZK 28,000",Personal,Brick building,,Partially furnished,3,No,Yes,No,No,No,No,No,06. 12. 2021,,Gas boiler,Attic,,268,"1,472",400,"1,410",77,"1,088",538,562,634,262,,,120 m²,,,,
682310,"CZK 12,500",50.10752,14.54325,2 bedroom,Good,54 m²,"CZK 3,500","CZK 25,000",Personal,Brick building,,Partially furnished,2,No,No,Yes,No,No,Yes,No,15. 09. 2021,,,,D,144,540,180,558,145,451,248,62,775,345,,,,,,,
694304,"CZK 14,500",50.10616,14.55335,2 bedroom,Good,50 m²,"CZK 3,030","CZK 25,000",Personal,Prefab concrete building,,Furnished,3,No,No,No,Yes,No,No,No,01. 12. 2021,,,,G,61,527,496,"1,248",173,481,274,973,"1,016",227,,,,,,,
686572,"CZK 28,000",50.08294,14.4439,1 bedroom with open-plan kitchen,Excellent,82 m²,"CZK 2,000","CZK 28,000",Personal,Brick building,,Furnished,1,No,No,No,No,No,Yes,No,06. 10. 2021,,,,G,310,517,418,403,183,453,300,306,676,106,,,,,,,
489984,"CZK 18,500",50.0100765,14.4069395,1 bedroom with open-plan kitchen,New build,65 m²,"CZK 3,691","CZK 37,000",Personal,Other,Yes,Furnished,2,Yes,No,Yes,No,No,Yes,Yes,,,,,,172,"1,159",679,"1,062",435,922,403,887,404,,,,,,,,
600846,"CZK 26,000",50.088113,14.422633,3 bedroom,Excellent,110 m²,"CZK 3,000","CZK 26,000",Personal,Brick building,,Furnished,3,Yes,No,No,No,No,No,No,03. 12. 2021,,,,C,184,379,117,210,8,102,238,259,127,267,,,,,,,
247885,"CZK 14,000",50.0631825,14.3918029,2 bedroom,,54 m²,"CZK 3,000",,Personal,Brick building,,Partially furnished,2,No,No,No,No,No,No,No,,,,,,242,"1,009",466,796,257,"1,111",767,294,497,347,,,,,,,
681700,"CZK 18,500",50.05386,14.36825,1 bedroom with open-plan kitchen,Excellent,80 m²,"CZK 3,000","CZK 21,500",Personal,Brick building,,Partially furnished,3,No,No,No,No,Yes,Yes,Yes,01. 09. 2021,,,,D,226,327,360,325,431,135,793,742,231,,,,,,,,
30826,"CZK 12,700",50.0562157532,14.5220911503,2 bedroom,Excellent,63 m²,"CZK 5,300","CZK 12,000",Personal,Prefab concrete building,,Furnished,3,Yes,No,No,No,No,Yes,No,01. 12. 2021,Standard materials and solutions,District heating,Middle floor,G,198,690,414,653,675,694,"1,120",923,679,93,Overall,10 to 30 years years,,,,,
694260,"CZK 16,500",50.09601,14.36147,1 bedroom with open-plan kitchen,Excellent,53 m²,"CZK 4,300","CZK 33,000",Personal,Brick building,,Furnished,1,No,No,Yes,No,No,No,No,01. 12. 2021,,,,G,378,192,95,368,136,165,312,578,"1,179",383,,,,,,,
601979,"CZK 28,000",50.066707,14.420018,2 bedroom with open-plan kitchen,Good,79 m²,"CZK 3,000","CZK 60,000",Cooperative,Brick building,,,4,No,No,No,No,No,Yes,No,19. 12. 2021,,Central heating,,B,220,"1,173",188,214,98,251,182,487,414,184,,,,,,,
694239,"CZK 12,800",50.03334,14.58822,1 bedroom with open-plan kitchen,New build,57 m²,"CZK 4,000","CZK 25,000",Personal,Prefab concrete building,,Furnished,2,Yes,No,Yes,No,No,No,No,01. 12. 2021,,,,G,464,925,776,"1,016",844,877,"1,010",775,832,,,,,,,,
685883,"CZK 11,999",50.06043,14.40088,Studio,Excellent,50 m²,CZK 700,"CZK 12,000",Personal,Brick building,,Partially furnished,4,No,Yes,No,No,Yes,No,No,15. 10. 2021,,,,G,178,855,221,"1,109",165,358,785,906,846,724,,,,,,,
182593,"CZK 9,000",50.0752276,14.4909889,1 bedroom,,35 m²,,"CZK 10,000",Personal,Brick building,,Furnished,1,No,No,No,No,No,No,No,20. 09. 2021,,,,,143,222,79,215,74,191,155,502,670,204,,,,,,,
230298,"CZK 21,000",50.1180194,14.4973165,2 bedroom with open-plan kitchen,Excellent,136 m²,"CZK 5,000","CZK 40,000",Personal,Brick building,,Partially furnished,5,No,Yes,Yes,No,No,Yes,Yes,ihned,,,Top floor,,47,800,267,224,87,293,435,381,991,230,,,,,,,
694821,"CZK 12,000",50.06219,14.28686,1 bedroom,Excellent,36 m²,"CZK 1,000","CZK 12,000",Personal,Brick building,,Furnished,1,No,No,No,No,No,No,No,02. 12. 2021,,,,G,77,200,"1,284","1,227",722,"1,338",537,999,212,,,,,,,,
388077,"CZK 15,000",50.0896211,14.4685599,1 bedroom with open-plan kitchen,,47 m²,"CZK 2,500","CZK 20,000",Personal,Brick building,,,3,No,No,No,No,No,No,No,01. 07. 2019,,,Middle floor,G,61,723,76,68,38,9,345,453,426,316,Overall,,,,,,
694179,"CZK 14,500",50.1224,14.49779,2 bedroom,Excellent,56 m²,"CZK 3,500",,Personal,Prefab concrete building,,Furnished,5,Yes,No,Yes,No,No,Yes,No,29. 11. 2021,,,,G,348,191,177,197,116,477,384,379,"1,135",121,,,,,,,
694159,"CZK 25,500",50.07249,14.40939,1 bedroom,Excellent,74 m²,CZK 750,"CZK 38,250",Personal,Brick building,,Partially furnished,4,No,No,Yes,No,No,Yes,No,01. 02. 2022,,,,F,99,534,87,145,53,449,563,777,975,534,,,,,,,
694939,"CZK 12,000",50.12621,14.49452,Studio,Excellent,26 m²,"CZK 1,500","CZK 10,000",Personal,Prefab concrete building,,Partially furnished,3,No,No,No,No,No,No,No,10. 01. 2022,,,,C,383,493,105,392,173,150,348,201,936,157,,,,,,,
450921,"CZK 12,500",50.040963728546,14.426696690876,1 bedroom with open-plan kitchen,,50 m²,"CZK 2,400","CZK 15,000",Personal,Prefab concrete building,,Furnished,1,No,No,Yes,No,Yes,Yes,No,01. 01. 2022,Standard materials and solutions,Central heating,Middle floor,,172,"1,328",480,"1,193",238,"1,348","1,081",657,813,276,Overall,,,,,,
581420,"CZK 12,000",50.052491,14.512779,Studio,Excellent,32 m²,"CZK 2,500","CZK 24,000",Personal,Other,,Furnished,1,No,No,No,No,Yes,No,No,01. 01. 2022,,,,G,306,458,448,406,207,454,897,993,693,398,,,,,,,
654818,"CZK 17,500",50.04719,14.30285,1 bedroom with open-plan kitchen,New build,65 m²,"CZK 3,300","CZK 17,500",Cooperative,Brick building,Yes,Partially furnished,7,No,Yes,No,No,No,Yes,No,04. 12. 2021,Premium materials and solutions,,Top floor,G,285,195,44,232,"1,059","1,027",654,815,110,,,1 to 10 years years,,,,,
694141,"CZK 16,000",50.06689,14.55286,1 bedroom with open-plan kitchen,Excellent,54 m²,"CZK 5,000","CZK 32,000",Personal,Low-energy building,,Furnished,7,Yes,No,No,No,No,Yes,Yes,01. 01. 2022,,,,B,464,"1,158",378,297,557,"1,059","1,229",312,,,,,,,,,
694185,"CZK 16,000",50.04957,14.34645,1 bedroom with open-plan kitchen,Excellent,52 m²,"CZK 3,500","CZK 32,000",Personal,Prefab concrete building,,Furnished,7,No,No,Yes,No,No,Yes,No,01. 03. 2022,Standard materials and solutions,District heating,Middle floor,C,248,491,135,161,72,293,99,189,"1,277",52,Overall,10 to 30 years years,,,,,
693667,"CZK 17,000",50.0570566,14.4699828,1 bedroom with open-plan kitchen,New build,50 m²,"CZK 3,000","CZK 17,000",Personal,Low-energy building,,Unfurnished,7,No,Yes,Yes,No,No,Yes,Yes,15. 12. 2021,Premium materials and solutions,Central heating,Middle floor,B,64,"1,194",128,"1,372",546,132,778,"1,098",106,,,,,,,,
694131,"CZK 11,000",50.06006,14.4963,1 bedroom,Excellent,36 m²,"CZK 3,500","CZK 22,000",Personal,Prefab concrete building,,Partially furnished,5,No,No,Yes,Yes,No,Yes,No,03. 01. 2022,Standard materials and solutions,District heating,Middle floor,G,280,766,381,756,750,536,665,778,499,344,Bathroom unit,,,,,,
541068,"CZK 12,000",50.0415596,14.320145,Studio,,28 m²,"CZK 1,700","CZK 15,000",Personal,Brick building,Yes,Furnished,6,Yes,No,Yes,No,No,Yes,No,01. 01. 2022,,District heating,,C,165,"1,134",520,589,878,653,290,712,645,175,,1 to 10 years years,,,,,
441589,"CZK 17,000",50.0354774,14.3300493,1 bedroom with open-plan kitchen,New build,60 m²,"CZK 4,500","CZK 34,000",Personal,Low-energy building,,Furnished,2,Yes,No,No,No,No,No,Yes,01. 01. 2022,Premium materials and solutions,,,C,510,913,595,"1,268",372,989,608,764,769,95,,1 to 10 years years,,,,,
694904,"CZK 17,500",50.02305,14.42609,1 bedroom with open-plan kitchen,New build,45 m²,CZK 1,"CZK 17,500",Personal,Brick building,,Partially furnished,2,Yes,No,Yes,No,Yes,Yes,Yes,03. 12. 2021,,,,G,271,686,207,679,246,360,270,476,948,156,,,,,,,
694901,"CZK 13,600",50.02618,14.61244,1 bedroom with open-plan kitchen,New build,51 m²,"CZK 3,000","CZK 17,000",Personal,Other,,Partially furnished,1,No,No,No,Yes,No,No,No,01. 01. 2022,,,,B,433,"1,223",759,"1,219",953,966,"1,038",,,,,,,,,,
686139,"CZK 16,700",50.12973,14.4333,3 bedroom,Excellent,75 m²,"CZK 5,300","CZK 25,000",Personal,Prefab concrete building,,Furnished,3,No,No,No,Yes,Yes,Yes,No,01. 11. 2021,,,,A,319,192,454,"1,262",189,941,514,170,369,112,,,,,,,
277546,"CZK 24,999",50.073377,14.443233,1 bedroom with open-plan kitchen,Excellent,76 m²,"CZK 4,500","CZK 59,000",Personal,Brick building,,Furnished,2,No,No,No,No,No,No,No,04. 12. 2021,Premium materials and solutions,Gas boiler,Middle floor,F,184,362,68,779,132,669,370,549,491,244,Interior,10 to 30 years years,,,,,
602230,"CZK 20,000",50.072932,14.441235,3 bedroom,New build,75 m²,"CZK 4,000","CZK 30,000",Personal,Brick building,,,4,Yes,No,No,No,No,No,No,03. 12. 2021,,,,G,42,256,34,612,68,568,247,441,558,371,,,,,,,
156160,"CZK 9,000",50.0995482,14.3468771,Studio,,22 m²,"CZK 2,000","CZK 18,000",Personal,Prefab concrete building,,Unfurnished,4,Yes,No,Yes,No,No,No,No,01. 05. 2021,Standard materials and solutions,District heating,,,213,"1,322",225,"1,109",229,509,411,350,209,270,Interior,30 to 50 years years,,,,,
455891,"CZK 16,000",50.1148427,14.4750191,1 bedroom with open-plan kitchen,Good,46 m²,"CZK 2,500","CZK 16,000",Personal,Brick building,,Furnished,2,No,No,No,No,No,No,No,04. 12. 2021,Standard materials and solutions,Other,Middle floor,C,188,"1,403",485,"1,260",182,737,559,"1,425",906,405,Interior,1 to 10 years years,,,,,
693954,"CZK 8,990",50.0240425,14.43058888888,Studio,Excellent,25 m²,,"CZK 11,215",Personal,Prefab concrete building,,Partially furnished,1,No,No,Yes,No,No,Yes,No,,,,,C,304,348,253,340,323,321,379,379,662,192,,,,,,,"CZK 11,215

                                
                                
                
i"
693945,"CZK 13,990",50.05684472222,14.44468666666,1 bedroom with open-plan kitchen,Excellent,54 m²,,"CZK 16,793",Personal,Brick building,,Partially furnished,1,No,No,Yes,No,No,No,No,,,,,G,218,"1,092",50,603,222,830,317,289,953,168,,,,,,,"CZK 16,793

                                
                                
                
i"
694005,"CZK 22,990",50.02248611111,14.52516833333,3 bedroom with open-plan kitchen,Excellent,118 m²,,"CZK 27,462",Personal,Prefab concrete building,,Furnished,1,Yes,No,No,No,No,Yes,No,,,,,C,674,771,"1,439",244,"1,050",625,"1,220",237,,,,,,,,,"CZK 27,462

                                
                                
                
i"
693950,"CZK 9,490",50.07155027777,14.38474666666,Studio,Good,20 m²,,"CZK 12,421",Personal,Brick building,,Partially furnished,1,No,No,No,No,No,No,No,,,,,G,238,861,225,"1,090",285,"1,213",327,438,"1,226",507,,,,,,,"CZK 12,421

                                
                                
                
i"
694439,"CZK 16,990",50.10103722222,14.36631833333,2 bedroom,Good,70 m²,,"CZK 20,176",Personal,Brick building,,Unfurnished,1,Yes,No,Yes,No,No,No,No,,,,,G,393,800,766,436,474,647,928,726,"1,084",151,,,,,,,"CZK 20,176

                                
                                
                
i"
693942,"CZK 11,990",50.043475,14.4556943,Studio,Excellent,29 m²,,"CZK 14,578",Personal,Brick building,,Furnished,3,No,No,No,No,No,No,No,,,,,G,176,768,479,480,179,238,283,593,680,158,,,,,,,"CZK 14,578

                                
                                
                
i"
694814,"CZK 16,500",50.10108,14.44575,1 bedroom,Good,45 m²,"CZK 1,500","CZK 16,500",Cooperative,Brick building,,Furnished,3,No,No,Yes,No,No,Yes,No,09. 12. 2021,,,,G,388,365,178,548,168,272,262,414,716,231,,,,,,,
645719,"CZK 19,900",50.121214,14.457813,3 bedroom with open-plan kitchen,Excellent,80 m²,"CZK 3,000","CZK 30,000",Personal,Brick building,Yes,Furnished,1,No,Yes,Yes,No,Yes,Yes,Yes,01. 02. 2022,Premium materials and solutions,Gas boiler,Ground floor,B,334,341,258,319,193,222,498,250,764,322,,1 to 10 years years,80 m²,,,,
347196,"CZK 16,500",50.1132709,14.3906142,1 bedroom with open-plan kitchen,,50 m²,"CZK 4,400","CZK 33,000",Personal,Brick building,,Furnished,1,Yes,No,Yes,No,Yes,Yes,Yes,01. 01. 2022,,District heating,Middle floor,,467,274,"1,403",273,"1,038",927,427,195,754,,,10 to 30 years years,,,,,
245672,"CZK 11,000",50.008187,14.426937,1 bedroom with open-plan kitchen,,47 m²,"CZK 5,500",,Personal,Prefab concrete building,,Furnished,1,Yes,No,Yes,No,No,No,No,,,,,,395,793,123,727,95,886,447,565,487,262,,,,,,,
694775,"CZK 15,000",50.0306965,14.5348784,2 bedroom with open-plan kitchen,Excellent,64 m²,"CZK 4,000","CZK 20,000",Personal,Prefab concrete building,,Partially furnished,7,No,No,Yes,Yes,No,Yes,No,01. 02. 2022,,Central heating,,G,148,304,194,240,383,575,258,277,648,277,Overall,,,,,,
694774,"CZK 20,900",50.1027288,14.4368562,2 bedroom with open-plan kitchen,Excellent,77 m²,"CZK 2,500","CZK 20,000",Personal,Brick building,,Partially furnished,3,No,No,No,No,No,Yes,No,01. 02. 2022,,,,G,281,904,117,416,57,309,518,375,875,,,,,,,,
216865,"CZK 15,000",50.136703,14.5147525,3 bedroom,,68 m²,"CZK 2,136",,Personal,Prefab concrete building,,Unfurnished,4,Yes,No,Yes,No,No,No,No,15. 12. 2021,Standard materials and solutions,District heating,Middle floor,,159,149,727,468,158,119,409,990,560,319,Interior,,,,,,
631120,"CZK 14,000",50.07126,14.342405,1 bedroom with open-plan kitchen,New build,51 m²,"CZK 2,800","CZK 16,800",Personal,Brick building,,Unfurnished,1,No,No,No,No,No,No,No,01. 01. 2022,,,,G,115,372,438,191,"1,403","1,056",372,,,,,1 to 10 years years,,,,,
694042,"CZK 12,500",50.0790505,14.456129,1 bedroom with open-plan kitchen,Good,43 m²,,"CZK 20,000",Personal,Brick building,,,,Yes,No,No,No,No,No,No,Ihned,,,,G,216,412,88,235,81,432,516,486,828,125,,,,,,,
515590,"CZK 11,000",50.0311026,14.3694303,1 bedroom with open-plan kitchen,Good,45 m²,"CZK 3,000","CZK 14,000",Cooperative,Prefab concrete building,,Partially furnished,4,Yes,No,Yes,No,No,Yes,No,01. 02. 2022,Standard materials and solutions,District heating,Middle floor,,114,685,180,665,217,738,457,203,672,217,Exterior,10 to 30 years years,,,,,
694709,"CZK 25,000",50.10226,14.37509,3 bedroom,New build,86 m²,"CZK 3,800","CZK 40,000",Personal,Brick building,,Partially furnished,1,No,No,Yes,No,Yes,No,No,06. 12. 2021,,,,C,239,"1,290",427,926,426,395,529,662,561,514,,,50 m²,,,,
694705,"CZK 32,000",50.02917,14.36234,3 bedroom with open-plan kitchen,New build,110 m²,"CZK 6,000","CZK 50,000",Cooperative,Other,,Partially furnished,3,Yes,No,No,No,No,Yes,No,06. 12. 2021,,,,B,420,"1,302",543,"1,282",284,"1,320",513,753,837,526,,1 to 10 years years,,,,,
683223,"CZK 20,000",50.09002,14.49355,4 bedroom,Excellent,86 m²,"CZK 2,000","CZK 20,000",Personal,Prefab concrete building,,Furnished,6,No,No,No,Yes,No,No,No,01. 11. 2021,Premium materials and solutions,District heating,,G,547,797,803,"1,010",514,802,930,653,660,536,Overall,,,,,,
536913,"CZK 13,500",50.0848545,14.483906,Studio,,52 m²,"CZK 4,000","CZK 19,000",Personal,Brick building,Yes,Furnished,2,Yes,No,No,No,Yes,Yes,Yes,ihned,Premium materials and solutions,,Middle floor,,167,"1,302",579,"1,188",705,920,"1,055",176,690,361,,1 to 10 years years,,,,,
641729,"CZK 12,500",50.098799,14.481534,Studio,New build,27 m²,"CZK 2,559","CZK 15,059",Personal,Low-energy building,Yes,Furnished,1,No,No,Yes,No,No,Yes,No,03. 12. 2020,Standard materials and solutions,,Ground floor,B,62,"1,492",591,"1,153",512,"1,255",701,694,828,422,,1 to 10 years years,117 m²,,,,
694652,"CZK 23,500",50.0974067,14.4674057,1 bedroom with open-plan kitchen,New build,66 m²,"CZK 4,837","CZK 23,500",Personal,Brick building,,Furnished,6,Yes,No,Yes,No,No,Yes,No,19. 12. 2021,,,,B,222,"1,006",219,952,244,740,612,478,711,160,,,,,,,
405191,"CZK 10,800",50.0551291,14.486511,1 bedroom,,28 m²,"CZK 2,200","CZK 15,000",Personal,Brick building,,Furnished,3,No,No,Yes,No,No,No,No,01. 01. 2022,,Other,Middle floor,F,171,"1,304",152,"1,274",325,777,735,"1,090",228,364,Overall,1 to 10 years years,,,,,
694632,"CZK 11,910",50.0755,14.45149,Studio,Good,36 m²,"CZK 2,090","CZK 11,910",Cooperative,Brick building,,Furnished,4,No,No,No,No,No,Yes,No,01. 12. 2021,,,,G,108,352,89,273,64,81,339,345,578,287,,,,,,,
694010,"CZK 9,900",50.16282,14.52233,Studio,Excellent,40 m²,"CZK 3,000","CZK 12,900",Personal,Prefab concrete building,,Furnished,4,No,No,No,No,No,No,No,26. 11. 2021,,,,G,211,"1,179","1,270",252,457,,,,,,,,,,,,
693517,"CZK 18,000",50.05883,14.51943,3 bedroom,Excellent,79 m²,"CZK 4,500","CZK 22,500",Personal,Prefab concrete building,,Partially furnished,2,No,No,Yes,Yes,Yes,No,No,29. 11. 2021,,,,C,151,895,273,857,879,899,835,"1,091","1,049",316,,,,,,,
653456,"CZK 9,000",50.089380899353,14.306680597365,1 bedroom,,41 m²,"CZK 4,000","CZK 15,000",Personal,Prefab concrete building,,,,No,No,Yes,No,No,Yes,No,,,,,B,165,285,244,231,295,288,355,"1,445","1,263",96,,,,,,,
358400,"CZK 15,000",50.1194475,14.4611054,2 bedroom,,37 m²,"CZK 3,000","CZK 30,000",Personal,Brick building,,Furnished,2,No,No,No,No,No,No,No,,,Central heating,Middle floor,,112,132,147,581,244,183,822,501,"1,009",567,Overall,1 to 10 years years,,,,,
576482,"CZK 15,900",50.070173,14.4169234,1 bedroom with open-plan kitchen,Excellent,57 m²,"CZK 3,000","CZK 31,800",Personal,Brick building,,Unfurnished,4,No,No,No,No,No,Yes,No,04. 01. 2022,,Gas boiler,Middle floor,G,238,743,155,212,146,182,238,79,292,261,,,,,,,
606219,"CZK 17,000",50.093971,14.456847,1 bedroom with open-plan kitchen,Excellent,40 m²,"CZK 2,500","CZK 34,000",Personal,Brick building,,Furnished,4,No,No,No,No,No,Yes,No,01. 06. 2020,,Central heating,Middle floor,D,209,735,77,363,54,226,160,"1,278",276,274,,,,,,,
693896,"CZK 16,500",50.1093705,14.3992883,3 bedroom,Excellent,76 m²,CZK 500,"CZK 16,500",Personal,Brick building,,Partially furnished,1,No,No,No,No,No,No,No,01. 12. 2021,,,,B,284,266,876,305,668,493,353,762,221,,,,,,,,
552074,"CZK 10,000",50.0828798,14.357959,Studio,Excellent,30 m²,CZK 800,"CZK 30,000",Personal,Brick building,,Partially furnished,2,No,No,No,No,No,No,No,07. 11. 2021,,Other,Middle floor,G,62,557,404,380,0,447,617,"1,101",517,532,Overall,1 to 10 years years,,,,,
690989,"CZK 14,080",50.10098,14.42605,1 bedroom with open-plan kitchen,Good,44 m²,CZK 971,"CZK 15,051",Personal,Brick building,,Unfurnished,2,No,No,No,No,No,No,No,04. 11. 2021,,,,G,239,292,136,205,89,33,319,132,480,,,,,,,,
694045,"CZK 15,000",50.07608,14.46828,1 bedroom with open-plan kitchen,Good,47 m²,CZK 650,"CZK 30,000",Cooperative,Brick building,,Partially furnished,5,No,No,Yes,No,No,Yes,No,01. 01. 2022,,,,G,256,606,177,409,53,389,90,716,75,228,,,,,,,
694548,"CZK 9,000",50.03367,14.38565,1 bedroom,Good,33 m²,"CZK 2,500","CZK 11,500",Personal,Prefab concrete building,,Furnished,3,No,No,Yes,No,No,Yes,No,05. 12. 2021,,,,G,50,885,270,793,108,851,"1,017","1,003",971,485,,,,,,,
528527,"CZK 21,000",50.1005731,14.3900914,2 bedroom with open-plan kitchen,,75 m²,"CZK 3,000","CZK 21,000",Personal,Brick building,,Partially furnished,3,No,No,Yes,No,Yes,Yes,No,01. 09. 2019,,Gas boiler,Middle floor,,22,596,99,156,97,530,698,298,603,163,,,,,,,
610980,"CZK 12,000",50.046302,14.417319,Small studio,Excellent,27 m²,"CZK 2,000","CZK 24,000",Personal,Brick building,,Partially furnished,3,Yes,No,No,No,No,No,No,01. 06. 2020,,,,E,123,193,"1,422",94,"1,188","1,292",638,809,,,,,,,,,
562412,"CZK 12,900",50.053939,14.4220743,2 bedroom,,55 m²,"CZK 4,200","CZK 10,000",Personal,Brick building,,Unfurnished,1,No,No,No,No,No,No,No,06. 12. 2021,,Other,Ground floor,D,437,766,373,565,411,763,536,948,37,381,,,100 m²,,,,
265022,"CZK 12,700",50.0372661,14.5076689,Studio,Excellent,30 m²,"CZK 1,900","CZK 20,000",Personal,Prefab concrete building,,Partially furnished,8,No,No,Yes,No,No,Yes,No,01. 02. 2022,Standard materials and solutions,District heating,Middle floor,B,91,842,182,263,421,425,414,258,142,,Overall,,,,,,
