Listing ID,Price,Latitude,Longitude,Layout,Condition,Floor Space,Fees,Refundable security deposit,Ownership Type,Building Type,New building,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,Design,Heating,Total number of floors,PENB,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Renovation,Age,Front garden,Developer name,Project name,Kód jednotky,Administration fee
695790,"CZK 18,375",50.0643299,14.4102127,Studio,,30 m²,"CZK 6,125",,,,,Furnished,3,No,No,No,No,No,Yes,No,31. 12. 2021,,,,,211,382,250,989,170,745,812,"1,050",387,543,,,,,,,
688966,"CZK 18,900",50.0723321,14.4399493,1 bedroom,,49 m²,"CZK 6,300",,,,,Furnished,3,No,No,No,No,No,Yes,No,04. 01. 2022,,,,,155,369,147,651,45,545,205,328,671,484,,,,,,,
697148,"CZK 14,500",50.02415,14.52312,2 bedroom with open-plan kitchen,Excellent,64 m²,"CZK 3,500","CZK 14,500",Cooperative,Prefab concrete building,,Furnished,5,No,No,Yes,Yes,No,Yes,No,03. 01. 2022,,,,C,318,"1,105",304,"1,035",296,586,247,708,"1,131",210,,,,,,,
694515,"CZK 10,000",50.07075,14.36128,Studio,Excellent,22 m²,"CZK 1,500","CZK 11,500",Personal,Brick building,,Furnished,2,Yes,No,No,No,No,No,No,01. 12. 2021,,,,A,13,"1,118",639,820,556,713,932,"1,187",378,632,,,,,,,
697146,"CZK 9,000",50.07847,14.44563,1 bedroom with open-plan kitchen,Good,55 m²,CZK 800,"CZK 9,000",Personal,Brick building,,Partially furnished,-1,No,No,No,No,No,No,No,01. 01. 2022,,,,G,391,639,26,496,37,339,315,78,245,393,,,,,,,
680048,"CZK 39,750",50.079465,14.4353199,1 bedroom with open-plan kitchen,,75 m²,"CZK 13,250",,,,,Furnished,4,No,No,No,No,No,Yes,No,31. 12. 2021,,,,,156,408,244,342,59,242,281,281,533,788,,,,,,,
695866,"CZK 21,750",50.073014,14.4308483,1 bedroom with open-plan kitchen,,35 m²,"CZK 7,250",,,,,Furnished,4,No,No,No,No,No,Yes,No,31. 12. 2021,,,,,182,528,118,213,29,198,369,452,636,686,,,,,,,
680006,"CZK 60,000",50.0822886,14.4155231,2 bedroom with open-plan kitchen,,90 m²,"CZK 20,000",,,,,Furnished,3,No,No,No,No,No,Yes,No,31. 12. 2021,,,,,462,817,70,468,89,510,489,683,411,400,,,,,,,
430821,"CZK 11,700",50.0597161,14.4474739,1 bedroom with open-plan kitchen,Excellent,34 m²,"CZK 1,500","CZK 15,000",Personal,Brick building,,Partially furnished,2,No,No,No,No,No,No,No,01. 03. 2022,,Gas boiler,,C,243,917,44,368,208,695,451,616,828,187,Overall,,,,,,
680209,"CZK 14,990",50.08346,14.36276,2 bedroom,Excellent,65 m²,"CZK 2,250","CZK 14,990",Personal,Brick building,,Unfurnished,2,No,No,No,No,No,No,No,01. 01. 2022,,,,G,27,210,57,32,79,99,270,753,170,343,,,,,,,
696886,"CZK 9,000",50.068811,14.4347,Small studio,Excellent,28 m²,"CZK 4,500","CZK 13,500",Personal,Brick building,,Furnished,1,No,No,Yes,No,No,Yes,No,01. 02. 2022,,,,G,155,681,172,702,139,721,603,599,399,486,,,,,,,
624907,"CZK 13,000",50.079292,14.43417,Studio,Excellent,27 m²,"CZK 2,000","CZK 13,000",Personal,Brick building,,Furnished,2,No,No,No,No,No,No,No,27. 12. 2021,,,,D,149,453,187,403,165,154,377,377,597,750,Overall,,,,,,
154247,"CZK 12,000",50.070853,14.4482889,1 bedroom,,30 m²,"CZK 2,000","CZK 12,000",Personal,Brick building,,Partially furnished,2,No,No,No,No,No,No,No,30. 12. 2021,Standard materials and solutions,Other,Middle floor,,207,732,202,383,89,573,358,592,362,360,Overall,1 to 10 years years,,,,,
680051,"CZK 36,000",50.079465,14.4353199,Studio,,45 m²,"CZK 12,000",,,,,Furnished,4,No,No,No,No,No,Yes,No,31. 12. 2021,,,,,156,408,244,342,59,242,281,281,533,788,,,,,,,
331786,"CZK 21,750",50.0552656,14.4371473,3 bedroom,,64 m²,"CZK 3,200","CZK 45,000",Personal,Brick building,,Furnished,5,Yes,No,No,No,No,Yes,No,22. 11. 2021,Premium materials and solutions,Central heating,Middle floor,,189,"1,044",251,378,213,230,728,29,361,339,Overall,,,,,,
639682,"CZK 8,500",50.114484,14.479922,Small studio,Excellent,22 m²,"CZK 1,200","CZK 15,000",Personal,Brick building,,Partially furnished,2,No,No,No,No,No,No,No,30. 01. 2022,,Gas boiler,Middle floor,C,250,114,"1,401",395,"1,034","1,070","1,286","1,027",252,,Overall,1 to 10 years years,,,,,
697135,"CZK 13,000",50.0723,14.47152,2 bedroom,Excellent,54 m²,"CZK 4,000","CZK 26,000",Personal,Brick building,,Partially furnished,5,Yes,No,Yes,No,No,Yes,No,27. 12. 2021,,,,D,118,490,84,442,310,26,495,384,603,224,,,,,,,
241625,"CZK 10,900",50.1138957,14.4798538,1 bedroom,,34 m²,"CZK 1,900","CZK 15,000",Personal,Brick building,,Partially furnished,4,No,No,No,No,No,No,No,27. 12. 2021,Premium materials and solutions,Gas boiler,Middle floor,,186,177,"1,337",331,980,"1,134","1,350",939,316,,Overall,10 to 30 years years,,,,,
688160,"CZK 7,900",50.11391,14.47995,Small studio,Excellent,22 m²,"CZK 1,900","CZK 15,000",Personal,Brick building,,Partially furnished,1,No,No,No,No,No,No,No,01. 01. 2022,,,Middle floor,G,186,177,"1,338",332,980,"1,133","1,350",939,315,,Overall,,,,,,
639060,"CZK 22,000",50.08376,14.455893,1 bedroom with open-plan kitchen,New build,50 m²,"CZK 2,550","CZK 44,000",Personal,Brick building,,Furnished,8,No,No,No,No,No,Yes,No,01. 02. 2022,,,,A,207,451,138,317,99,309,112,228,402,163,,,,,,,
694889,"CZK 12,000",50.0204964,14.4029624,Studio,New build,30 m²,"CZK 2,500","CZK 29,000",Personal,Brick building,,Partially furnished,5,No,No,Yes,No,No,Yes,No,04. 12. 2021,Premium materials and solutions,Central heating,Top floor,A,456,622,"1,217",407,"1,143",,,,,,,1 to 10 years years,,,,,
680059,"CZK 60,289",50.0821872,14.4175604,2 bedroom,,,"CZK 20,096",,,,,Furnished,1,No,No,No,No,No,No,No,31. 12. 2021,,,,,198,801,15,163,39,141,121,304,55,465,,,,,,,
680050,"CZK 39,750",50.079465,14.4353199,1 bedroom with open-plan kitchen,,75 m²,"CZK 13,250",,,,,Furnished,2,No,No,No,No,No,Yes,No,31. 12. 2021,,,,,156,408,244,342,59,242,281,281,533,788,,,,,,,
694718,"CZK 18,600",50.0799163,14.4476377,Studio,,29 m²,"CZK 6,200",,,,,Furnished,5,No,Yes,No,No,No,Yes,No,01. 02. 2022,,,,,472,536,115,535,55,394,404,513,675,431,,,,,,,
604268,"CZK 16,000",50.090546,14.424117,1 bedroom with open-plan kitchen,Excellent,60 m²,"CZK 2,000","CZK 18,000",Personal,Brick building,,,2,No,No,No,No,No,No,No,13. 12. 2021,,,,C,46,369,51,149,35,141,315,297,169,171,,,,,,,
605618,"CZK 14,950",50.071305,14.474587,2 bedroom,Excellent,59 m²,"CZK 3,300","CZK 18,250",Personal,Brick building,,Partially furnished,1,No,No,No,No,No,Yes,No,01. 01. 2022,Standard materials and solutions,Central heating,Middle floor,B,233,195,241,464,195,285,321,306,398,242,Overall,1 to 10 years years,,,,,
446081,"CZK 14,990",50.0675396,14.3964309,Studio,,42 m²,"CZK 3,000","CZK 30,000",Personal,Brick building,,Furnished,1,Yes,No,No,No,No,Yes,No,16. 01. 2022,,,,,315,260,253,649,55,347,405,617,470,409,,,,,,,
680073,"CZK 30,000",50.0372353,14.482405,1 bedroom with open-plan kitchen,,55 m²,"CZK 10,000",,,,,Furnished,3,No,No,No,No,No,No,No,31. 12. 2021,,,,,469,"1,480",408,"1,340",370,"1,305",889,"1,194",334,309,,,,,,,
693586,"CZK 24,750",50.0712441,14.3959213,Studio,,30 m²,"CZK 8,250",,,,,Furnished,3,Yes,No,No,No,No,Yes,Yes,31. 12. 2021,,,,,349,602,192,405,216,577,318,"1,072",539,303,,,,,,,
680054,"CZK 36,000",50.079465,14.4353199,Studio,,45 m²,"CZK 12,000",,,,,Furnished,1,No,No,No,No,No,Yes,No,31. 12. 2021,,,,,156,408,244,342,59,242,281,281,533,788,,,,,,,
695225,"CZK 18,169",50.0739772,14.4306534,Studio,,33 m²,"CZK 6,056",,,,,Furnished,2,No,No,No,No,No,Yes,No,31. 12. 2021,,,,,132,574,130,206,94,143,358,427,494,560,,,,,,,
697128,"CZK 9,000",50.04686,14.46257,1 bedroom with open-plan kitchen,Excellent,42 m²,"CZK 4,000","CZK 13,000",Personal,Prefab concrete building,,Partially furnished,3,No,No,Yes,No,No,Yes,No,01. 01. 2022,,,,G,246,696,147,758,204,688,224,258,418,317,,,,,,,
697008,"CZK 17,500",50.0983305,14.5134504,2 bedroom,Excellent,54 m²,"CZK 3,900","CZK 20,000",Personal,Brick building,,Unfurnished,2,No,Yes,No,No,Yes,No,Yes,01. 02. 2022,Premium materials and solutions,Central heating,Middle floor,G,141,"1,115","1,080","1,052","1,157","1,223","1,333",356,,,Interior,10 to 30 years years,,,,,
607363,"CZK 11,500",50.133324,14.455523,Small studio,Excellent,30 m²,,"CZK 14,000",Other,Prefab concrete building,,Partially furnished,9,Yes,No,No,No,No,Yes,No,01. 01. 2022,,District heating,,C,65,"1,391",325,"1,290",303,995,"1,006",865,"1,478",521,,,,,,,
690503,"CZK 26,400",50.0779159,14.4375296,1 bedroom with open-plan kitchen,,40 m²,"CZK 8,800",,,,,Furnished,7,No,No,No,No,No,Yes,No,01. 01. 2022,,,,,75,316,151,67,35,51,260,350,400,731,,,,,,,
695769,"CZK 36,000",50.0888937,14.4651461,3 bedroom,,80 m²,"CZK 12,000",,,,,Furnished,6,No,No,No,No,No,Yes,No,01. 02. 2022,,,,,233,699,160,106,32,310,575,570,516,255,,,,,,,
696583,"CZK 15,480",50.0236328,14.420109,1 bedroom,,50 m²,"CZK 5,160",,,,,Furnished,1,No,No,No,No,No,No,No,01. 02. 2022,,,,,205,"1,125",579,"1,118",554,629,856,827,"1,391",591,,,,,,,
693764,"CZK 14,000",50.07587,14.4085,1 bedroom with open-plan kitchen,Excellent,49 m²,"CZK 1,500","CZK 15,000",Personal,Brick building,,Furnished,2,Yes,No,No,No,No,Yes,No,25. 11. 2021,,,,C,258,244,365,361,47,397,172,860,"1,038",288,,,,,,,
695122,"CZK 13,500",50.14774165,14.4489425,2 bedroom,Excellent,63 m²,"CZK 3,480","CZK 18,000",Cooperative,Brick building,,Unfurnished,2,No,No,Yes,No,Yes,No,No,06. 12. 2021,,,,G,139,190,252,205,229,886,821,417,,,,,,,,,
652153,"CZK 8,400",50.071528,14.430216,Studio,Excellent,25 m²,"CZK 4,100","CZK 3,000",Personal,Brick building,,Furnished,3,No,No,No,No,Yes,Yes,Yes,11. 12. 2021,Premium materials and solutions,Central heating,Middle floor,C,210,499,175,346,159,239,220,429,661,519,Overall,1 to 10 years years,,,,,
680081,"CZK 33,750",50.0800377,14.4184609,1 bedroom,,,"CZK 11,250",,,,,Furnished,3,No,No,No,No,No,No,No,31. 12. 2021,,,,,208,625,166,256,8,279,151,489,199,646,,,,,,,
680053,"CZK 36,000",50.079465,14.4353199,Studio,,45 m²,"CZK 12,000",,,,,Furnished,2,No,No,No,No,No,Yes,No,31. 12. 2021,,,,,156,408,244,342,59,242,281,281,533,788,,,,,,,
679998,"CZK 37,500",50.0932606,14.457484,1 bedroom,,46 m²,"CZK 12,500",,,,,Furnished,3,No,No,No,No,No,Yes,No,31. 12. 2021,,,,,254,835,179,436,125,299,66,"1,356",350,193,,,,,,,
679995,"CZK 28,500",50.0643299,14.4102127,1 bedroom,,43 m²,"CZK 9,500",,,,,Furnished,7,No,No,No,No,No,Yes,No,31. 12. 2021,,,,,211,382,250,989,170,745,812,"1,050",387,543,,,,,,,
361571,"CZK 16,000",50.0409166,14.435996,1 bedroom with open-plan kitchen,New build,84 m²,"CZK 4,800",,Personal,Brick building,,Furnished,10,Yes,Yes,No,No,Yes,Yes,Yes,03. 02. 2022,Premium materials and solutions,District heating,Top floor,C,144,633,105,343,111,535,830,268,502,87,,1 to 10 years years,,,,,
695903,"CZK 14,000",50.05967,14.28446,1 bedroom with open-plan kitchen,Excellent,49 m²,"CZK 2,000","CZK 16,000",Personal,Prefab concrete building,,Partially furnished,2,Yes,No,No,No,Yes,Yes,Yes,03. 01. 2022,,,Middle floor,C,525,707,890,819,604,944,214,916,70,,Overall,,,,,,
264227,"CZK 14,500",50.036686941,14.3459946397,1 bedroom with open-plan kitchen,New build,75 m²,"CZK 3,000","CZK 25,000",Personal,Brick building,,Furnished,1,No,Yes,No,No,No,No,No,,,District heating,,,697,395,689,773,435,344,416,842,456,,,1 to 10 years years,,,,,
644544,"CZK 12,400",50.073347,14.429008,1 bedroom with open-plan kitchen,Excellent,52 m²,"CZK 5,100","CZK 5,000",Personal,Brick building,,Furnished,3,No,No,No,No,No,Yes,No,30. 12. 2021,Premium materials and solutions,District heating,Middle floor,C,165,741,184,331,26,278,415,490,473,523,Overall,1 to 10 years years,,,,,
547598,"CZK 24,000",50.0888403,14.4215983,1 bedroom with open-plan kitchen,,62 m²,"CZK 3,500","CZK 24,000",Personal,Brick building,,Furnished,5,Yes,No,No,No,No,No,No,14. 01. 2022,,Electric boiler,Top floor,,113,354,15,135,47,54,151,240,248,323,,,,,,,
686234,"CZK 16,000",50.0052932,14.4150978,1 bedroom with open-plan kitchen,New build,61 m²,"CZK 3,500","CZK 30,000",Personal,Low-energy building,,Furnished,4,No,Yes,No,No,Yes,Yes,Yes,01. 01. 2022,,,,G,226,277,399,359,425,101,679,679,878,107,,1 to 10 years years,,,,,
696792,"CZK 20,500",50.05889,14.42858,1 bedroom with open-plan kitchen,Excellent,53 m²,"CZK 4,600","CZK 41,000",Personal,Brick building,,Partially furnished,6,No,Yes,No,No,No,No,Yes,24. 01. 2022,,,,C,341,772,319,428,192,295,664,351,371,284,,,,,,,
680093,"CZK 32,400",50.091319,14.4234523,2 bedroom,,62 m²,"CZK 10,800",,,,,Furnished,2,No,No,No,No,No,Yes,No,31. 12. 2021,,,,,116,432,102,253,102,270,297,393,201,165,,,,,,,
690184,"CZK 60,000",50.0757302,14.4269087,1 bedroom with open-plan kitchen,,,"CZK 20,000",,,,,Furnished,3,No,No,No,No,No,No,No,01. 01. 2022,,,,,177,647,182,40,38,122,28,102,350,194,,,,,,,
696924,"CZK 31,706",50.0183023,14.5625656,4 bedroom with open-plan kitchen,,180 m²,"CZK 10,569",,,,,Furnished,1,Yes,Yes,No,No,No,No,Yes,31. 12. 2021,,,,,695,843,921,,,,,,,,,,,,,,
686085,"CZK 27,000",50.0723321,14.4399493,2 bedroom,,82 m²,"CZK 9,000",,,,,Furnished,3,No,No,No,No,No,Yes,No,01. 01. 2022,,,,,155,369,147,651,45,545,205,328,671,484,,,,,,,
690882,"CZK 14,100",50.076102,14.4425261,Studio,,20 m²,"CZK 4,700",,,,,Furnished,2,No,No,No,No,No,Yes,Yes,03. 01. 2022,,,,,165,288,158,295,2,226,409,117,337,449,,,,,,,
690487,"CZK 15,334",50.0839446,14.4142188,1 bedroom,,29 m²,"CZK 5,111",,,,,Furnished,2,No,No,No,No,No,No,No,01. 01. 2022,,,,,121,731,23,390,14,376,531,533,489,221,,,,,,,
686749,"CZK 34,200",50.0865843,14.4323212,1 bedroom with open-plan kitchen,,64 m²,"CZK 11,400",,,,,Furnished,3,Yes,Yes,No,No,No,Yes,No,31. 12. 2021,,,,,110,274,157,129,77,143,300,496,282,367,,,,,,,
628248,"CZK 10,000",50.040586,14.568464,Studio,New build,33 m²,"CZK 2,200","CZK 12,200",Personal,Brick building,,,3,Yes,No,No,No,No,Yes,No,01. 10. 2020,,,,B,255,901,508,713,633,416,497,572,"1,297",406,,,,,,,
695067,"CZK 19,000",50.101887608886,14.45268887592,1 bedroom with open-plan kitchen,New build,47 m²,"CZK 3,500","CZK 19,000",Personal,Brick building,,Furnished,3,No,No,No,No,No,Yes,No,01. 01. 2022,,,,B,181,539,89,261,7,198,400,363,176,277,,,,,,,
694990,"CZK 26,000",50.101638767123,14.452644197097,2 bedroom with open-plan kitchen,New build,67 m²,"CZK 4,000","CZK 26,000",Personal,Brick building,,Furnished,2,No,No,No,No,No,Yes,No,01. 01. 2022,,,,B,185,542,92,265,22,202,404,366,110,249,,,,,,,
694998,"CZK 19,000",50.101655482973,14.452764628089,1 bedroom with open-plan kitchen,New build,47 m²,"CZK 3,500","CZK 19,000",Personal,Brick building,,Furnished,2,No,No,No,No,No,Yes,No,01. 01. 2022,,,,B,181,539,89,261,7,198,400,363,176,277,,,,,,,
695001,"CZK 17,000",50.101841946188,14.452939237593,1 bedroom with open-plan kitchen,New build,45 m²,"CZK 2,500","CZK 17,000",Personal,Brick building,,Furnished,2,No,No,No,No,No,Yes,No,01. 01. 2022,,,,B,181,539,89,261,7,198,400,363,176,277,,,,,,,
695004,"CZK 19,000",50.101747049945,14.452762640491,1 bedroom with open-plan kitchen,New build,47 m²,"CZK 3,500","CZK 19,000",Personal,Brick building,,Furnished,5,Yes,Yes,No,No,No,Yes,No,01. 01. 2022,,,,B,182,539,89,262,19,199,401,363,107,252,,,,,,,
697090,"CZK 19,000",50.03557,14.48806,1 bedroom with open-plan kitchen,Good,82 m²,"CZK 4,900","CZK 19,000",Personal,Brick building,,Partially furnished,4,Yes,Yes,No,Yes,Yes,Yes,No,03. 01. 2022,Standard materials and solutions,Gas boiler,Top floor,C,466,767,175,601,371,567,857,962,704,346,Overall,10 to 30 years years,,,,,
696767,"CZK 32,000",50.03539,14.38817,3 bedroom with open-plan kitchen,New build,124 m²,"CZK 3,500",,Personal,Low-energy building,,Partially furnished,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10. 01. 2022,,,,A,94,"1,187",573,"1,095",546,"1,153","1,165","1,164","1,097",171,,,,,,,
696573,"CZK 15,500",50.13497,14.47644,2 bedroom,Excellent,50 m²,"CZK 2,500","CZK 20,000",Personal,Brick building,,Partially furnished,3,Yes,No,No,No,No,No,No,01. 01. 2022,,,,G,284,"1,179",547,"1,276",130,949,513,562,"1,066",471,,,,,,,
690884,"CZK 73,500",50.0805317,14.4221981,3 bedroom with open-plan kitchen,,150 m²,"CZK 24,500",,,,,Furnished,7,No,Yes,No,No,No,Yes,No,03. 01. 2022,,,,,169,732,178,131,123,203,271,773,414,383,,,,,,,
697101,"CZK 18,675",50.0667869,14.4553047,1 bedroom with open-plan kitchen,,45 m²,"CZK 6,225",,,,,Furnished,2,No,Yes,No,No,No,No,No,10. 01. 2022,,,,,79,38,77,287,79,287,384,531,326,376,,,,,,,
465579,"CZK 19,000",50.0887865,14.4671627,2 bedroom,Excellent,70 m²,CZK 550,"CZK 30,000",Personal,Brick building,,Furnished,2,Yes,No,No,No,No,Yes,No,01. 01. 2022,,Other,,B,165,729,52,150,161,178,401,424,370,262,Overall,,,,,,
697096,"CZK 11,500",50.0554,14.45155,Studio,New build,28 m²,"CZK 1,500","CZK 19,000",Personal,Brick building,,Furnished,3,Yes,No,No,No,No,Yes,No,01. 01. 2022,,,,G,186,252,115,322,129,"1,128",433,733,699,490,,,,,,,
696914,"CZK 9,000",50.02244,14.4279,Studio,Excellent,28 m²,"CZK 2,500","CZK 10,000",Personal,Prefab concrete building,,Furnished,3,No,No,No,No,No,Yes,No,01. 01. 2022,,,,D,110,596,246,589,393,353,100,471,776,133,,,,,,,
690504,"CZK 19,425",50.084008861001,14.414631128311,Studio,,25 m²,"CZK 6,475",,,,,Furnished,2,No,No,No,No,No,No,No,01. 01. 2022,,,,,151,761,53,417,7,404,559,561,517,251,,,,,,,
679948,"CZK 18,428",50.0830187,14.4654473,Studio,,30 m²,"CZK 6,142",,,,,Furnished,3,No,No,No,No,No,No,Yes,11. 01. 2022,,,,,99,368,492,556,426,352,496,585,430,491,,,,,,,
697091,"CZK 21,500",50.0834958,14.4520146,1 bedroom with open-plan kitchen,New build,63 m²,"CZK 3,500","CZK 21,500",Personal,Brick building,,Partially furnished,6,No,No,Yes,No,No,Yes,No,01. 01. 2022,Premium materials and solutions,,Top floor,C,149,185,155,167,78,206,312,425,468,452,Overall,,,,,,
670897,"CZK 13,500",50.06129,14.43673,Studio,Excellent,40 m²,"CZK 3,500","CZK 13,500",Personal,Brick building,,Furnished,3,No,No,No,No,No,No,No,01. 12. 2021,,,,D,13,703,5,541,14,462,303,601,245,182,,,,,,,
599085,"CZK 17,000",50.073142,14.317896,3 bedroom,Excellent,61 m²,"CZK 3,500","CZK 30,000",Personal,Brick building,,Partially furnished,2,No,No,Yes,No,No,No,No,01. 03. 2022,Standard materials and solutions,District heating,Middle floor,,321,"1,410",537,"1,477",394,"1,224","1,044",99,272,88,Interior,30 to 50 years years,2000 m²,,,,
656975,"CZK 14,757",50.10809,14.43722,Studio,New build,26 m²,"CZK 4,610","CZK 19,367",Other,Other,Yes,Furnished,3,No,No,No,No,No,Yes,No,01. 02. 2022,,,,G,203,"1,202",318,"1,023",78,445,306,355,606,,,1 to 10 years years,,,,,
620718,"CZK 18,500",50.091259,14.443862,2 bedroom with open-plan kitchen,Excellent,84 m²,CZK 500,"CZK 39,000",Personal,Brick building,,Partially furnished,2,No,No,Yes,No,No,No,No,01. 01. 2022,Standard materials and solutions,Gas boiler,Middle floor,G,178,465,14,403,33,378,166,"1,070",489,252,Interior,,,,,,
497115,"CZK 10,000",50.1450753,14.4498921,1 bedroom,Good,29 m²,"CZK 1,000","CZK 12,000",Personal,Brick building,,Furnished,-1,No,No,No,No,No,No,No,01. 01. 2022,Standard materials and solutions,Central heating,,C,191,274,226,123,203,"1,035",970,340,,,Interior,1 to 10 years years,300 m²,,,,
492407,"CZK 22,000",50.0860068,14.4516417,3 bedroom,,98 m²,"CZK 5,000","CZK 20,000",Cooperative,Brick building,,Partially furnished,4,Yes,No,No,No,No,No,No,05/2019,,,,C,75,238,77,209,21,258,237,477,237,551,,,,,,,
601634,"CZK 14,000",50.127342,14.502952,1 bedroom with open-plan kitchen,New build,55 m²,"CZK 3,400","CZK 20,000",Personal,Brick building,,,2,Yes,No,No,No,No,Yes,No,01. 01. 2022,,,,C,229,845,111,874,564,811,344,568,252,,,,,,,,
691910,"CZK 18,188",50.0717643,14.4385436,1 bedroom,,43 m²,"CZK 6,062",,,,,Furnished,3,No,No,No,No,No,Yes,No,31. 12. 2021,,,,,272,322,70,607,60,509,83,250,792,565,,,,,,,
679970,"CZK 24,225",50.0876118,14.4080467,Studio,,35 m²,"CZK 8,075",,,,,Furnished,2,No,No,No,No,No,No,No,15. 02. 2022,,,,,249,259,109,237,65,537,295,274,806,231,,,,,,,
570411,"CZK 13,000",50.117378704321,14.509146350386,1 bedroom,New build,32 m²,"CZK 2,500","CZK 39,000",Personal,Brick building,,Partially furnished,1,No,No,No,No,No,No,No,01. 11. 2021,Standard materials and solutions,Central heating,Middle floor,,136,"1,279",507,795,187,765,986,268,942,403,Overall,1 to 10 years years,,,,,
644228,"CZK 17,000",50.100287,14.429562,1 bedroom with open-plan kitchen,Excellent,57 m²,"CZK 2,400","CZK 16,999",Personal,Brick building,,Partially furnished,3,No,No,No,Yes,No,Yes,No,01. 01. 2022,Standard materials and solutions,District heating,Middle floor,G,185,556,117,223,75,167,284,151,548,,Interior,,,,,,
696730,"CZK 9,500",50.08835,14.46802,1 bedroom with open-plan kitchen,Good,45 m²,"CZK 1,000","CZK 15,000",Personal,Brick building,,Unfurnished,,No,No,No,No,No,No,No,01. 02. 2022,,,,G,76,619,108,45,88,198,291,365,311,372,,,,,,,
530111,"CZK 15,000",50.0069043,14.4296917,3 bedroom,,75 m²,"CZK 3,500","CZK 30,000",Personal,Prefab concrete building,,Partially furnished,5,No,No,Yes,Yes,Yes,Yes,No,31. 10. 2021,,District heating,,D,82,973,349,962,210,"1,046",512,194,478,87,,,,,,,
577002,"CZK 17,000",50.118464,14.422005,1 bedroom with open-plan kitchen,,43 m²,"CZK 3,500","CZK 51,000",Personal,Brick building,,Unfurnished,1,No,No,No,No,No,No,No,01. 01. 2022,,,,C,399,778,398,794,980,582,"1,071",806,,,,,,,,,
608887,"CZK 13,500",50.070302,14.457132,1 bedroom,Excellent,48 m²,CZK 500,"CZK 27,000",Personal,Brick building,,,,No,No,No,No,No,Yes,No,17. 11. 2021,,,,,125,399,45,176,111,174,135,118,474,193,,,,,,,
690722,"CZK 65,475",50.0817698,14.4068623,2 bedroom with open-plan kitchen,,77 m²,"CZK 21,825",,,,,Furnished,2,Yes,No,No,No,No,Yes,Yes,02. 01. 2022,,,,,127,322,219,536,76,333,171,448,336,251,,,,,,,
545400,"CZK 7,000",50.036559,14.4172471,Small studio,,25 m²,"CZK 2,000","CZK 3,000",Other,Brick building,,Furnished,,No,No,No,No,No,No,No,25. 11. 2021,,,,,514,627,473,447,573,399,312,784,,,,,,,,,
571370,"CZK 11,000",50.0620946,14.4431171,Studio,,25 m²,"CZK 2,500","CZK 22,000",Personal,Brick building,,Furnished,3,No,No,No,No,No,No,No,01. 01. 2022,,Electric boiler,Top floor,,180,595,197,300,242,323,444,827,379,341,,,,,,,
680038,"CZK 22,838",50.0687245,14.3688309,2 bedroom with open-plan kitchen,,65 m²,"CZK 7,612",,,,,Furnished,2,No,No,No,No,No,Yes,No,31. 12. 2021,,,,,257,773,307,429,264,322,165,"1,090",462,415,,,,,,,
690719,"CZK 47,235",50.0824664,14.4140344,4 bedroom,,110 m²,"CZK 15,745",,,,,Furnished,7,No,Yes,No,No,No,Yes,No,03. 01. 2022,,,,,260,938,207,294,98,143,489,445,401,362,,,,,,,
249017,"CZK 10,500",50.0886376054,14.4097052903,Small studio,Excellent,19 m²,"CZK 2,500","CZK 13,000",Personal,Brick building,,Unfurnished,4,No,Yes,No,No,No,No,No,01. 01. 2022,Premium materials and solutions,Electric boiler,Top floor,,297,440,112,418,0,718,476,322,958,176,Overall,1 to 10 years years,10 m²,,,,
694841,"CZK 26,078",50.0940007,14.4535929,Studio,,34 m²,"CZK 8,693",,,,,Furnished,6,Yes,No,No,No,No,Yes,Yes,01. 02. 2022,,,,,109,421,13,160,21,228,518,"1,364",384,467,,,,,,,
614648,"CZK 40,000",50.086026,14.450557,2 bedroom with open-plan kitchen,Excellent,81 m²,"CZK 5,000","CZK 80,000",Personal,Brick building,,Furnished,6,No,Yes,No,No,No,Yes,No,01. 03. 2022,Premium materials and solutions,,Top floor,B,149,310,156,317,114,277,13,366,14,659,Overall,,,,,,
694846,"CZK 59,738",50.0902503,14.4293691,2 bedroom with open-plan kitchen,,186 m²,"CZK 19,912",,,,,Furnished,3,No,No,No,No,No,Yes,No,01. 02. 2022,,,,,176,468,153,183,95,334,340,266,546,580,,,,,,,
692179,"CZK 30,000",50.1037235,14.4466105,2 bedroom with open-plan kitchen,,100 m²,"CZK 10,000",,,,,Furnished,5,Yes,No,No,No,No,No,No,02. 01. 2022,,,,,42,109,4,254,30,85,248,400,407,295,,,,,,,
696416,"CZK 36,000",50.0740202,14.4399148,2 bedroom with open-plan kitchen,,87 m²,"CZK 12,000",,,,,Furnished,7,No,Yes,No,No,No,Yes,No,15. 02. 2022,,,,,154,287,73,428,33,408,72,565,703,470,,,,,,,
694964,"CZK 19,740",50.0732067,14.4301679,1 bedroom with open-plan kitchen,,55 m²,"CZK 6,580",,,,,Furnished,-1,No,No,No,No,No,No,No,02. 02. 2022,,,,,130,623,39,144,67,181,352,471,568,617,,,,,,,
