Price,Fees,Refundable security deposit,Listing ID,Layout,Avaliable from,Floor,Building type,Age,Designe,Floor space,Fully furnished,Condition,Ownership,EPC,Heating,Balcony,Sklep 5 m²,Lift,New-build,Lodžie 4 m²,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Balkón 3 m²,Sklep 4 m²,Parking,Garage,Reconstruction,Sklep 6 m²,Lodžie 3 m²,Balkón 2.6 m²,Sklep 2 m²,Sklep 3 m²,Balkón 5 m²,Cellar,Sklep 58 m²,Balkón 6 m²,Balkón 6.4 m²,Sklep 1.3 m²,Domácí mazlíčci vítáni,Balkón 2.5 m²,Sklep 7 m²,Terasa 5 m²,Terrace,Terasa 14 m²,Lodžie 8 m²,Terasa 8 m²,Lodžie 6 m²,Terasa 4 m²,Terasa 9 m²,Balkón 4 m²,Balkón 12 m²,Lodžie 12 m²,Balkón 2 m²,Lodžie 6.1 m²,Terasa 12 m²,Sklep 17 m²,Balkón 40 m²,Terasa 50 m²,Terasa 10 m²,Sklep 1.2 m²,Balkón 8 m²,Sklep 8.1 m²,Terasa 40 m²,Lodžie 10 m²,Sklep 1 m²,Lodžie 7 m²,Terasa 32 m²,Terasa 70 m²,Balkón 6.1 m²,Sklep 4.1 m²,Terasa 10.1 m²,Terasa 20 m²,Lodžie 5 m²,Balkón 7 m²,Terasa 25 m²,Balkón 10 m²,Balkón 50 m²,Lodžie 50 m²,Terasa 24 m²,Balkón 5.7 m²,Sklep 12 m²,Lodžie 3.2 m²,Sklep 8 m²,Sklep 15 m²,Balkón 18 m²,Administrative fee,Lodžie 5.1 m²,Terasa 21 m²,Balkón 28 m²,Balkón 1.5 m²,Terasa 11 m²,Sklep 10 m²,Terasa 6 m²,Terasa 17 m²,Balkón 14 m²,Balkón 1 m²,Sklep 2.4 m²,Enclosed balcony,Terasa 200 m²,Terasa 78 m²,Lodžie 9 m²,Lodžie 1 m²,Balkón 9 m²,Balkón 15 m²,Lodžie 14.6 m²,Terasa 1 m²,Terasa 37 m²,Terasa 13 m²,Balkón 8.73 m²,Terasa 2.67 m²,Sklep 28 m²,Lodžie 15 m²,Terasa 18 m²,Terasa 350 m²,Balkón 11 m²,Terasa 15 m²,Balkón 2.29 m²,Terasa 16.1 m²,Sklep 3.1 m²,Balkón 13 m²,Balkón 33 m²,Terasa 29 m²,Terasa 100 m²,Terasa 30 m²,Terasa 7 m²,Terasa 83 m²,Sklep 6.4 m²,Balkón 96 m²,Terasa 27.6 m²,Lodžie 2.7 m²,Lodžie 13 m²,Terasa 19 m²,Sklep 20 m²,Terasa 14.1 m²,Balkón 70 m²,Terasa 3 m²,Plot space
"CZK 15,000","CZK 5,500","CZK 20,000",748276,3+kk,10/30/2022,5,Prefab concrete,,,78 m²,Partly,Very good,,G,,,,1.0,,,391.78,531.58,616.98,2761.38,253.09,549.24,662.36,609.04,1611.1,228.97,"Žalovská, Prague - Čimice",50.14206,14.43429,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,000","CZK 5,000","CZK 38,000",748273,2+kk,11/1/2022,3,Brick,,,55 m²,Fully furnished,New-build,,B,,,,1.0,1.0,,458.42,1360.19,749.66,4002.64,439.29,726.37,1083.88,3425.29,1173.24,431.54,"Honzíkova, Prague - Dolní Měcholupy",50.06755,14.55466,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 3,200","CZK 18,000",748274,2+kk,11/1/2022,1,Brick,,,46 m²,Unfurnished,Very good,,G,,,,,,,185.23,683.53,147.26,255.34,148.94,536.76,874.45,455.63,776.61,344.37,"Dolnokrčská, Prague - Krč",50.03931,14.43834,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,000","CZK 2,276","CZK 24,000",748270,Studio,12/1/2022,5,Prefab concrete,,,29 m²,Partly,New-build,,G,,,,1.0,,,245.32,2061.6,453.09,463.51,602.43,548.04,570.16,1837.33,783.97,211.44,"Do Zahrádek I, Prague - Třebonice",50.05616,14.29224,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,000",CZK 600,"CZK 13,000",748271,Studio,11/1/2022,3,Brick,,,29 m²,Unfurnished,Very good,,G,,,,,,,177.41,711.95,539.64,2155.07,567.0,828.71,465.2,539.45,1610.39,120.21,"Jasná Ⅰ, Prague - Braník",50.04003,14.41522,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 4,500","CZK 25,000",377400,3+kk,10/30/2022,2,Brick,,,67 m²,Partly,Very good,Personal,C,,,,,,,238.29,858.63,251.3,920.46,309.17,710.81,385.25,441.16,547.58,316.35,"Na záhonech, Prague - Michle",50.0444887,14.464066,,1.0,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,000","CZK 3,500","CZK 20,000",748266,Studio,10/30/2022,1,Brick,,,28 m²,Partly,New-build,,B,,,,,,,102.26,185.29,326.12,1244.63,191.42,627.85,942.68,712.41,1113.03,367.92,"Durychova, Prague - Lhotka",50.01797,14.44983,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,700","CZK 2,000",CZK 0,449448,2+kk,11/1/2022,3,Brick,,,40 m²,Partly,,,,Other,,,,,,132.76,1092.55,575.49,1037.61,555.06,1185.38,272.0,277.77,846.34,307.3,"Mezipolí, Prague - Michle",50.0480382,14.4667896,,,,,Complete,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,500","CZK 5,500","CZK 5,000",746266,2+kk,12/1/2022,2,Brick,,,48 m²,Partly,Good,Personal,,,,,,,,52.86,1172.55,942.08,1062.97,780.53,1093.65,1023.34,1020.89,955.8,684.62,Prague - Hlubočepy,50.03816,14.38894,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,500",CZK 700,"CZK 16,500",747992,3+kk,10/27/2022,1,Brick,,,72 m²,Partly,Good,,G,,,,,,,163.96,817.18,33.85,446.28,133.92,263.57,527.22,624.56,538.64,305.26,"Jaromírova, Prague - Nusle",50.06492,14.42755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 3,500","CZK 23,000",747550,2+kk,10/25/2022,8,Brick,,,60 m²,Partly,New-build,,B,,,,1.0,1.0,,242.34,1352.77,303.49,1027.31,364.56,863.04,303.66,1008.3,1292.55,839.42,"Čerpadlová, Prague - Vysočany",50.10109,14.5057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 21,000","CZK 1,000","CZK 42,000",748261,2+kk,10/30/2022,1,Other,,,60 m²,Partly,New-build,,B,,,,1.0,1.0,,249.44,775.46,296.54,454.56,346.44,471.4,754.24,623.73,388.52,189.67,"Počernická, Prague - Strašnice",50.07918,14.48536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,500",CZK 700,"CZK 16,500",747990,3+1,10/27/2022,2,Brick,,,72 m²,Partly,Very good,,G,,,,,,,163.96,817.18,33.85,446.28,133.92,263.57,527.22,624.56,538.64,305.26,"Jaromírova, Prague - Nusle",50.06492,14.42755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 32,925","CZK 10,975",,745540,2 bedroom,11/1/2022,-1,,,,50 m²,Fully furnished,,,,,,,,,,210.86,390.29,319.5,985.86,301.65,338.01,858.33,290.45,385.77,539.9,"Strakonická, Prague - Smíchov",50.0643299,14.4102127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,000","CZK 3,800","CZK 16,000",233213,Studio,11/17/2022,12,Brick,10 to 30 years,Standard,41 m²,Fully furnished,Very good,Personal,,Distance,,,1.0,,,106.86,565.99,55.53,214.3,106.18,543.2,527.27,681.33,608.44,125.82,"Vinohradská, Prague - Strašnice",50.0777866,14.4864844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 22,000","CZK 3,000","CZK 22,000",571485,2+kk,12/1/2022,1,Brick,10 to 30 years,Standard,53 m²,Fully furnished,New-build,Personal,C,Central,,,1.0,1.0,,531.55,1607.91,1167.97,1558.18,884.33,1116.63,717.08,637.7,418.19,132.51,"Na Císařce, Prague - Smíchov",50.0751643,14.3607314,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 4,500","CZK 40,000",747519,2+kk,11/1/2022,4,Brick,,Standard,49 m²,Fully furnished,Very good,,F,,,,1.0,,,221.85,1019.03,171.68,296.26,80.2,154.07,341.19,294.83,395.14,403.78,"Viklefova, Prague - Žižkov",50.08998,14.47396,,,,,Complete,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 4,000","CZK 15,000",746247,1 bedroom,11/1/2022,1,Brick,,,45 m²,Partly,Good,,G,,,,1.0,,,7.86,758.59,156.4,454.01,26.06,422.54,691.8,859.05,241.9,404.26,Prague - Holešovice,50.10481,14.45562,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,000","CZK 4,500","CZK 19,000",290875,2+kk,12/1/2022,4,Brick,,,53 m²,Fully furnished,,Personal,,Gas boiler,,,,,,117.04,1231.73,131.94,1203.73,193.25,521.92,383.57,418.41,484.02,324.14,"Na Dědince, Prague - Libeň",50.1151763,14.472269,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,200","CZK 6,800","CZK 23,000",748253,3+1,11/1/2022,2,Prefab concrete,,Standard,73 m²,Fully furnished,Good,,B,Distance,,,1.0,,,158.32,439.0,437.69,409.57,356.39,417.4,430.34,694.55,216.38,201.46,"Amforová, Prague - Stodůlky",50.04126,14.32954,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,000","CZK 5,000","CZK 27,000",606277,2 bedroom,12/1/2022,3,Other,,,52 m²,Partly,Very good,Personal,G,Central,,,,,,246.56,337.85,355.8,343.51,367.58,552.65,453.25,206.05,810.1,122.18,"Káranská, Prague - Malešice",50.083701,14.503631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,000","CZK 2,500","CZK 15,500",185067,Studio,11/1/2022,2,Brick,,,38 m²,Partly,,Personal,,Central,,,,,,90.2,773.78,36.46,258.33,107.26,821.87,246.69,341.77,716.23,248.88,"Jivenská, Prague - Michle",50.059974,14.4505199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,500",CZK 0,"CZK 25,000",671564,1 bedroom,12/1/2022,1,Brick,,,30 m²,Partly,Very good,Personal,,Central,,,1.0,,,214.04,823.45,209.29,373.07,116.33,560.28,347.83,378.1,389.55,370.67,"Sevastopolská, Prague - Vršovice",50.07102,14.44844,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,000","CZK 3,000","CZK 24,000",747518,1 bedroom,11/1/2022,1,Brick,,,32 m²,Partly,Very good,,G,,,,,,,106.83,167.58,100.82,149.13,332.3,169.39,354.9,278.4,113.8,186.69,"Klánovická, Prague - Hloubětín",50.10494,14.53695,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 21,000","CZK 5,000","CZK 26,000",748242,3+1,10/30/2022,3,Low-energy,,,78 m²,Fully furnished,Good,,B,,,,,,,442.67,1565.03,308.03,1557.68,804.05,517.2,342.47,108.55,701.73,262.84,"Imrychova, Prague - Kamýk",50.01374,14.43016,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 22,000","CZK 3,200","CZK 44,000",743114,2+kk,10/10/2022,4,Low-energy,,,50 m²,Partly,New-build,,B,,1.0,,1.0,1.0,,117.51,380.97,302.58,383.76,82.81,369.64,488.73,242.1,360.59,250.71,Prague - Libeň,50.10517,14.4779,,,1.0,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 25,400","CZK 4,400","CZK 35,000",565913,3+kk,7/1/2019,5,Brick,10 to 30 years,Luxurious,91 m²,Partly,Very good,Personal,C,Distance,,,1.0,1.0,,290.46,1247.59,1124.79,2529.49,92.33,396.92,721.61,1660.1,1534.23,172.0,"V Zeleném údolí, Prague - Kunratice",50.0214074,14.4662731,,,1.0,1.0,Complete,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 10,000","CZK 3,000","CZK 10,000",642394,Small studio,9/9/2022,1,Brick,,,21 m²,Partly,Very good,Personal,G,Distance,,,,,,40.4,128.96,206.2,624.34,291.79,589.26,489.02,532.48,381.68,101.04,"Jabloňová, Prague - Záběhlice",50.056632,14.502264,,,,,Interior,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 3,000","CZK 40,000",673141,2+kk,12/1/2022,2,Brick,Up to 10 years,Standard,59 m²,Unfurnished,Very good,Personal,C,Central,,,1.0,,,254.72,1106.91,204.26,641.4,210.72,640.09,512.47,354.75,302.76,308.64,"Čihákova, Prague - Libeň",50.10781,14.48951,,,,,Interior,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,900",CZK 0,"CZK 35,000",485021,2+kk,10/24/2022,4,Brick,,,51 m²,Fully furnished,,Personal,,,,,,,,62.74,418.14,146.96,177.29,65.09,282.95,372.54,441.17,296.73,259.29,Prague - Vršovice,50.0676629,14.4583602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 24,000","CZK 3,892","CZK 24,000",731882,2+kk,8/31/2022,1,Low-energy,Up to 10 years,Standard,80 m²,Partly,Very good,,G,Central,1.0,,1.0,,,405.6,1464.68,497.77,1080.01,146.99,1119.79,1146.85,267.71,674.66,28.68,Prague - Liboc,50.08978,14.33119,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,900",CZK 900,"CZK 16,900",518830,Studio,11/1/2022,1,Brick,Up to 10 years,Luxurious,16 m²,Partly,Very good,Personal,,Gas boiler,,,,,,363.46,258.54,126.12,285.48,117.52,279.33,160.1,216.5,295.22,467.37,"Vlkova, Prague - Žižkov",50.0839945,14.4485314,,,,,Complete,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 21,500","CZK 4,000","CZK 43,000",725359,2 bedroom,8/28/2022,1,Brick,10 to 30 years,Luxurious,80 m²,Partly,Very good,Personal,,,1.0,,,,,379.01,2220.31,438.76,1628.78,367.87,1674.19,2055.82,2977.16,401.69,189.22,Prague - Hostavice,50.08462,14.55603,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 39,000","CZK 7,000","CZK 50,000",616335,4+1,10/28/2022,1,Brick,,Luxurious,150 m²,Partly,Very good,Personal,A,Central,,,,,,187.19,1435.35,170.17,1071.56,167.78,148.85,445.52,578.95,458.41,194.93,Prague - Dejvice,50.104941,14.371193,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 47,000","CZK 10,000","CZK 100,000",748018,5+1,11/1/2022,2,Brick,,,220 m²,Partly,Very good,,G,,,,1.0,,,181.77,836.05,177.05,232.05,126.91,511.38,440.05,285.41,538.27,134.66,"Verdunská, Prague - Bubeneč",50.10302,14.40106,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 2,500","CZK 20,000",554832,Studio,11/1/2022,5,Brick,,,29 m²,Fully furnished,,Personal,,,,,1.0,,,157.95,777.65,138.46,287.91,31.69,103.45,411.13,887.42,499.67,819.73,"Šimáčkova, Prague - Holešovice",50.102940901306,14.433730814141,,,,,Complete,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,059",CZK 550,"CZK 20,000",747466,2 bedroom,10/25/2022,2,Brick,,,67 m²,Partly,Good,,C,,,,,,,173.53,713.79,214.13,106.74,245.03,666.29,787.04,519.24,1192.61,201.59,Prague - Horní Počernice,50.1172,14.61911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 9,000","CZK 2,500","CZK 25,000",747673,Studio,10/31/2022,1,Other,,,25 m²,Fully furnished,Very good,,G,,,,,,,122.4,4811.45,2085.62,6040.49,2487.87,5476.74,2299.39,2291.49,3298.55,2369.51,"Na Cikánce, Prague - Radotín",49.99684,14.3205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 11,500","CZK 3,800","CZK 12,000",747463,Small studio,10/25/2022,4,Brick,,,21 m²,Fully furnished,Very good,,G,,,,1.0,,,180.24,561.73,109.12,301.5,0.46,241.06,390.47,969.32,291.58,421.06,Prague - Karlín,50.09458,14.45509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,800","CZK 3,118","CZK 17,000",641926,Studio,11/1/2022,5,Low-energy,Up to 10 years,Luxurious,36 m²,Fully furnished,New-build,Personal,A,Distance,,,1.0,,,273.29,1327.6,705.38,1309.15,978.03,1222.67,1084.72,1018.65,1026.48,495.3,"Laponská, Prague - Hloubětín",50.108547,14.52602,,1.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,500","CZK 1,300","CZK 25,000",686898,Studio,10/31/2022,1,Brick,Up to 10 years,Standard,26 m²,Partly,Very good,Personal,G,Other,,,,,,196.99,757.57,81.41,579.21,110.59,774.12,560.61,1094.58,113.11,257.7,"U Kublova, Prague - Podolí",50.0535,14.4193,,,,,Complete,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 37,500",CZK 0,"CZK 40,000",400077,3+1,1/1/2023,2,Brick,,,109 m²,Partly,,Personal,C,Central,,,1.0,,,217.76,598.71,265.89,684.2,336.87,315.43,399.12,752.22,653.7,484.73,"Talichova, Prague - Břevnov",50.0879235,14.3636788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 22,500","CZK 4,000","CZK 26,500",685106,Studio,11/1/2022,5,Brick,,,33 m²,Fully furnished,New-build,Personal,B,,1.0,,,,,114.38,989.04,22.52,9.61,23.07,30.73,352.74,549.13,398.64,398.33,"Horská, Prague - Nové Město",50.06662,14.42307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,366","CZK 1,634","CZK 42,000",743786,1 bedroom,11/15/2022,3,Brick,,,45 m²,Unfurnished,Very good,,D,,,,1.0,,,129.24,11.67,129.87,643.14,94.89,101.48,197.83,270.2,412.1,242.21,"Litevská, Prague - Vršovice",50.07158,14.47671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 63,413","CZK 21,137",,746226,3+kk,12/17/2022,3,,,,62 m²,Fully furnished,,,,,,,1.0,,,2.22,191.43,20.53,48.07,1.19,48.35,128.16,305.9,208.92,259.31,"Dlouhá, Prague - Staré Město",50.0907943,14.427063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 33,469","CZK 11,156",,742129,2 bedroom,12/1/2022,6,,,,85 m²,Fully furnished,,,,,1.0,,1.0,,,228.78,477.17,188.19,476.21,152.93,354.17,176.92,420.71,579.69,570.91,"Wenzigova, Prague - Nové Město",50.0708256,14.4316409,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 32,400","CZK 10,800",,746224,2 bedroom,12/17/2022,5,,,,65 m²,Fully furnished,,,,,,,1.0,,,163.79,319.88,110.55,226.38,103.86,407.78,227.16,243.22,785.75,360.1,"Na Zbořenci, Prague - Nové Město",50.0769346,14.4169603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
