Price,Fees,Refundable security deposit,Listing ID,Layout,Avaliable from,Ownership,Heating,Designe,Floor space,Fully furnished,Floor,Building type,Reconstruction,Parking,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,EPC,Condition,Sklep 2 m²,Garage,Lodžie 7 m²,Lift,Age,Balkón 5 m²,Sklep 5 m²,New-build,Balkón 4 m²,Sklep 3 m²,Sklep 20 m²,Balkón 3 m²,Terrace,Sklep 4 m²,Lodžie 4 m²,Domácí mazlíčci vítáni,Balcony,Terasa 50 m²,Balkón 6 m²,Lodžie 2 m²,Terasa 21 m²,Sklep 1 m²,Balkón 2 m²,Balkón 8 m²,Terasa 9 m²,Terasa 11 m²,Terasa 16 m²,Lodžie 16 m²,Lodžie 6 m²,Sklep 10 m²,Sklep 8 m²,Terasa 100 m²,Cellar,Sklep 6 m²,Lodžie 3 m²,Terasa 14 m²,Balkón 10 m²,Terasa 20 m²,Balkón 1 m²,Balkón 7 m²,Balkón 13 m²,Balkón 40 m²,Administrative fee,Balkón 15 m²,Sklep 2.5 m²,Enclosed balcony,Lodžie 10.8 m²,Sklep 3.6 m²,Terasa 27 m²,Balkón 3.7 m²,Lodžie 5 m²,Terasa 8 m²,Terasa 40 m²,Balkón 11 m²,Terasa 15 m²,Balkón 54 m²,Lodžie 8 m²,Sklep 2.9 m²,Balkón 50 m²,Terasa 12 m²,Balkón 2.3 m²,Terasa 10 m²,Lodžie 10 m²,Sklep 9 m²,Terasa 6 m²,Balkón 2.1 m²,Terasa 44 m²,Terasa 35 m²,Balkón 60 m²,Terasa 60 m²,Sklep 10.1 m²,Terasa 7 m²,Lodžie 8.2 m²,Terasa 36 m²,Terasa 34 m²,Sklep 7 m²,Plot type,Sklep 12 m²,Balkón 12 m²,Terasa 30 m²,Terasa 5 m²,Balkón 20 m²,Terasa 80 m²,Terasa 66 m²,Terasa 13 m²,Terasa 28 m²,Balkón 3.2 m²,Terasa 3 m²,Lodžie 4.5 m²,Balkón 16 m²,Balkón 9.8 m²,Sklep 1.5 m²,Plot space,Terasa 17 m²,Terasa 25 m²,Lodžie 12 m²,Balkón 3.5 m²,Balkón 33 m²,Terasa 9.8 m²,Terasa 78 m²,Terasa 2 m²,Lodžie 15 m²,Lodžie 7.1 m²,Lodžie 20 m²,Balkón 9 m²,Balkón 29 m²,Terasa 49 m²,Terasa 12.7 m²,Terasa 70 m²,Balkón 73 m²,Terasa 300 m²,Balkón 2.6 m²,Lodžie 6.1 m²,Terasa 32 m²,Balkón 6.1 m²,Sklep 4.1 m²,Terasa 10.1 m²,Lodžie 5.1 m²,Terasa 200 m²,Terasa 37 m²,Sklep 15 m²,Terasa 29 m²,Sklep 6.4 m²
"CZK 12,500","CZK 1,200","CZK 25,000",621139,1 bedroom,12/1/2022,Personal,Electric boiler,,32 m²,Partly,6,Brick,,,138.77,533.65,142.91,271.51,26.58,308.64,221.72,209.83,421.45,112.09,"Slovinská, Prague - Vršovice",50.070211,14.458444,F,Very good,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,500","CZK 3,500","CZK 17,000",750173,Studio,12/1/2022,,,,30 m²,Fully furnished,,Brick,,,123.82,1110.98,955.82,1072.67,438.0,940.81,799.91,1203.81,576.05,100.94,"Dělená, Prague - Řeporyje",50.03825,14.32342,G,New-build,,1.0,,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 35,000","CZK 1,100","CZK 35,000",748773,3+kk,11/15/2022,,,,85 m²,Fully furnished,5,Brick,Complete,1.0,103.36,776.33,113.14,272.88,76.59,294.55,25.58,70.48,424.92,371.72,Prague - Nové Město,50.0805,14.41485,G,Very good,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,000","CZK 4,000","CZK 20,000",750387,2+kk,11/10/2022,Cooperative,,,36 m²,Fully furnished,5,Brick,,,315.59,1146.98,202.39,851.63,91.2,293.9,432.43,249.4,1226.08,170.13,"Grafická, Prague - Smíchov",50.07277,14.39159,G,Very good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 2,000","CZK 25,000",160519,2+kk,11/12/2022,Personal,,,35 m²,Fully furnished,1,Brick,,,253.24,462.44,117.75,423.46,28.88,461.36,418.69,721.83,453.54,86.54,"Liliová, Prague - Staré Město",50.0848487,14.4165826,,Very good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,000",CZK 0,"CZK 14,000",750375,2+kk,11/10/2022,,,,54 m²,Partly,4,Brick,,,31.49,346.93,57.32,128.82,78.96,93.4,235.28,788.8,436.72,373.55,Prague - Nusle,50.06308,14.44246,D,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 29,000","CZK 6,000","CZK 29,000",493232,2+kk,12/1/2022,Personal,Central,Luxurious,70 m²,Fully furnished,4,Brick,,,346.25,316.63,168.64,153.6,101.46,273.21,602.89,611.6,469.23,214.9,"Rohanské nábřeží, Prague - Karlín",50.0943628,14.4481142,A,,,1.0,,1.0,Up to 10 years,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 4,691","CZK 20,000",744637,1 bedroom,10/10/2022,,,,34 m²,Partly,5,Brick,,,181.5,335.0,32.99,312.26,13.67,249.36,223.84,210.73,359.75,550.7,Prague - Vinohrady,50.07642,14.44088,C,Good,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,500","CZK 1,500","CZK 28,000",645634,Studio,3/1/2023,Personal,,,24 m²,Partly,2,Brick,,,199.1,848.05,201.93,689.38,183.91,687.72,523.27,417.15,639.39,160.73,"Bulharská, Prague - Vršovice",50.071819,14.463082,G,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 5,000","CZK 19,000",432247,1 bedroom,11/7/2022,Personal,Gas boiler,Standard,45 m²,Fully furnished,2,Brick,Interior,,197.76,857.82,342.23,943.3,410.97,290.24,475.46,954.62,856.38,529.02,"U Druhé baterie, Prague - Břevnov",50.0895188,14.366109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,900","CZK 3,600","CZK 47,000",749123,2+kk,11/15/2022,,,,43 m²,Fully furnished,1,Brick,,1.0,46.56,1993.26,1694.18,2154.06,1709.42,2041.62,2233.08,2248.4,1702.24,1035.86,"K Dálnici, Prague - Pitkovice",50.01683,14.58498,B,New-build,,,,,Up to 10 years,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000",CZK 0,CZK 500,710458,Other,11/10/2022,Personal,,Standard,30 m²,Partly,1,Brick,,,359.03,1560.49,846.49,1719.03,432.63,792.49,886.6,2367.8,661.64,296.66,"Nesměřická, Prague - Újezd nad Lesy",50.08156,14.64289,G,Very good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 21,298","CZK 7,000","CZK 31,000",749121,3+kk,11/16/2022,,,,75 m²,Partly,2,Brick,,,105.06,63.47,139.49,652.77,96.11,56.33,170.13,230.37,391.12,238.96,"Litevská, Prague - Vršovice",50.07154,14.47738,F,Good,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 21,000",CZK 0,CZK 0,750320,2+kk,11/10/2022,,,,42 m²,Partly,1,Brick,,,156.07,409.23,45.73,271.64,160.51,315.88,278.6,720.85,458.79,258.39,"Krátká, Prague - Strašnice",50.07517,14.48777,D,Very good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 21,000","CZK 5,500","CZK 42,000",750318,2 bedroom,12/1/2022,,,,66 m²,Partly,4,Brick,,,96.87,322.71,91.8,154.89,329.38,342.28,318.28,337.1,610.81,406.57,"Čeljabinská, Prague - Vršovice",50.06979,14.46994,G,Very good,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 6,000","CZK 30,000",618277,4+1,1/1/2023,Personal,Central,,72 m²,Fully furnished,4,Brick,,,126.09,174.46,251.07,187.52,174.46,1527.13,322.91,505.54,944.5,508.16,"Hlavní, Prague - Záběhlice",50.0471906,14.486343,C,Very good,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,000","CZK 2,000","CZK 22,000",153643,Small studio,11/14/2022,Personal,Central,,21 m²,Fully furnished,3,Brick,,,343.9,819.22,81.57,329.48,32.83,254.81,361.76,928.99,462.08,962.4,"Veletržní, Prague - Holešovice",50.1024372,14.4358759,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,500","CZK 4,000","CZK 30,000",494174,2+kk,12/12/2022,Personal,Central,Standard,61 m²,Partly,2,Brick,,,308.79,839.48,804.3,2812.99,601.23,785.36,645.06,3713.64,682.85,604.9,"Laudonova, Prague - Štěrboholy",50.0740132,14.5514762,B,,1.0,1.0,,1.0,10 to 30 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 1,500","CZK 25,000",749472,2+kk,11/21/2022,,,,50 m²,Unfurnished,1,Brick,,,166.69,654.49,38.73,587.28,257.82,435.19,137.72,1011.48,410.31,73.96,Prague - Holešovice,50.10904,14.44733,G,Very good,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,000","CZK 3,000","CZK 20,000",394777,Studio,9/5/2022,Personal,,,30 m²,Fully furnished,1,Brick,,,153.65,1091.92,498.72,1004.45,337.18,1046.03,1222.62,1203.94,1142.71,328.59,"Chlupáčova, Prague - Hlubočepy",50.0353336,14.3859746,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,500","CZK 2,500","CZK 17,000",481060,Studio,11/10/2022,Personal,,,35 m²,Partly,2,Brick,,1.0,59.84,606.52,202.38,593.79,395.39,618.46,697.22,227.5,354.31,172.55,"Švehlova, Prague - Hostivař",50.0533601,14.5251682,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 26,000","CZK 8,000","CZK 60,000",288810,3+kk,11/18/2022,Personal,Central,Luxurious,94 m²,Partly,6,Prefab concrete,Complete,1.0,416.89,893.09,446.97,403.03,457.39,458.55,284.17,513.98,506.27,21.06,"Bellušova, Prague - Stodůlky",50.042152,14.3220897,,Very good,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 2,000","CZK 2,000",750244,3+kk,11/9/2022,,,,68 m²,Fully furnished,1,Brick,,1.0,100.93,736.86,25.52,68.68,79.91,96.68,399.42,484.45,429.9,361.27,"Biskupcova, Prague - Žižkov",50.08939,14.46746,G,Good,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 4,000","CZK 20,000",542494,2+kk,10/1/2021,Personal,Central,Luxurious,57 m²,Fully furnished,,Brick,,1.0,282.86,585.93,273.57,381.02,310.29,575.93,350.98,932.44,190.7,196.34,"Pravá, Prague - Podolí",50.0548689,14.4209788,C,,,,,,Up to 10 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,800","CZK 3,000","CZK 30,000",743628,Studio,10/3/2022,,,,33 m²,Partly,6,Brick,,,314.25,1111.49,273.41,514.79,226.23,518.02,517.41,640.88,391.56,602.95,Prague - Nusle,50.05882,14.43473,B,Very good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 30,000","CZK 7,500","CZK 60,000",749079,3+1,11/4/2022,,,,96 m²,Unfurnished,5,Brick,,,141.09,969.09,232.26,482.3,52.79,362.74,325.37,326.37,332.91,137.26,"Podskalská, Prague - Nové Město",50.06861,14.41583,G,Very good,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 9,000","CZK 1,985","CZK 8,667",750235,3+1,11/9/2022,,,,85 m²,Fully furnished,11,Prefab concrete,,,379.36,490.55,426.92,633.05,362.18,494.89,655.27,334.06,528.64,213.57,Prague - Žižkov,50.08984,14.49353,G,Good,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 23,000",CZK 0,"CZK 23,000",748633,2+kk,12/1/2022,,,,47 m²,Partly,5,Brick,,,191.34,418.18,146.13,399.94,152.9,348.13,238.18,101.23,476.6,144.71,"Korunní, Prague - Vinohrady",50.07524,14.44747,G,Very good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 3,700","CZK 18,700",749225,Studio,11/6/2022,,,,48 m²,Unfurnished,7,Other,,,36.59,558.55,28.87,532.73,605.9,579.33,543.59,276.72,722.53,271.78,"Novodvorská, Prague - Kamýk",50.02258,14.44049,G,New-build,,1.0,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 1,300","CZK 15,000",265273,2+kk,,Personal,,,39 m²,Partly,1,Prefab concrete,,1.0,80.42,1146.57,158.93,1139.23,213.18,321.23,440.95,585.81,675.34,299.54,Prague - Kamýk,50.0163106,14.4378259,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 10,890","CZK 4,100","CZK 14,990",750220,1 bedroom,1/1/2023,,,,29 m²,Partly,1,Brick,,1.0,425.02,463.49,579.59,2627.75,659.4,1412.04,1877.56,2050.41,428.22,1028.06,"V Nížinách, Prague - Dolní Měcholupy",50.05733,14.55526,G,Very good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 7,990","CZK 3,490","CZK 11,480",735601,Studio,12/1/2022,,,,25 m²,Unfurnished,1,Brick,,,267.11,1127.97,492.74,1166.35,216.56,835.68,1367.67,243.64,974.08,462.38,Prague - Vršovice,50.06173,14.46551,G,Very good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 25,000",CZK 0,"CZK 25,000",749085,2 bedroom,11/4/2022,,,,56 m²,Unfurnished,4,Brick,,,41.38,961.2,43.14,795.59,3.88,501.09,406.35,212.51,637.28,563.84,Prague - Smíchov,50.06133,14.39786,G,Very good,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 5,000","CZK 32,000",750202,2 bedroom,12/11/2022,,,,55 m²,Fully furnished,5,Prefab concrete,,,216.32,404.98,318.63,306.33,274.03,456.55,533.57,315.85,953.87,94.54,"Počernická, Prague - Malešice",50.08271,14.50422,G,Good,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 1,400","CZK 30,000",650760,2+kk,12/1/2022,Personal,,,52 m²,Fully furnished,5,Brick,,1.0,381.49,1858.13,79.43,1532.67,1179.15,667.31,979.09,1267.43,970.94,102.77,"Pod Harfou, Prague - Vysočany",50.104362,14.51014,G,Very good,,1.0,,1.0,Up to 10 years,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 21,000","CZK 5,000","CZK 42,000",11362,2+kk,11/10/2022,Personal,Central,,50 m²,Fully furnished,7,Brick,,,40.44,211.67,106.07,146.84,38.45,164.17,56.16,38.5,136.63,121.65,"Masná, Prague - Staré Město",50.0893653,14.4243355,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,000","CZK 3,500","CZK 17,500",361523,Studio,11/1/2022,Cooperative,Central,Standard,35 m²,Fully furnished,2,Brick,,1.0,388.02,404.88,571.57,815.81,299.64,347.85,460.74,749.65,718.28,149.67,"Stará náves, Prague - Letňany",50.1390794,14.5127743,C,Very good,,,,,10 to 30 years,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,000","CZK 4,200","CZK 30,000",584673,Studio,12/1/2022,Personal,Distance,Luxurious,41 m²,Unfurnished,5,Brick,,1.0,32.74,738.68,345.7,550.67,470.3,253.62,400.88,409.78,1079.36,336.87,"Hornoměcholupská, Prague - Horní Měcholupy",50.041212,14.567439,B,New-build,,1.0,1.0,1.0,Up to 10 years,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 29,000",CZK 0,"CZK 29,000",750175,4+1,11/9/2022,,,,147 m²,Partly,4,Brick,,,48.5,696.65,44.54,182.75,130.46,200.48,212.5,566.1,277.8,240.64,Prague - Libeň,50.10621,14.47257,D,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 3,500","CZK 20,000",598847,Studio,9/30/2022,Personal,Geothermal,Luxurious,42 m²,Fully furnished,1,Brick,,,241.75,2054.21,1934.57,3010.12,295.81,2873.66,1736.51,2053.57,317.53,219.07,"K Pitkovicům, Prague - Benice",50.012466,14.6024605,A,New-build,,,,,Up to 10 years,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,000","CZK 3,500","CZK 15,500",646218,Studio,12/1/2022,Personal,Distance,Standard,33 m²,Partly,8,Prefab concrete,Complete,,113.18,386.47,194.66,339.41,263.29,417.1,315.13,448.25,906.99,131.23,"Počernická, Prague - Malešice",50.080924,14.496629,B,Very good,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,990","CZK 2,596","CZK 15,586",750161,Studio,11/20/2022,Personal,,,30 m²,Fully furnished,5,Brick,,1.0,378.88,984.0,631.56,836.53,756.16,440.58,541.6,695.64,1341.97,451.29,"Mantovská, Prague - Horní Měcholupy",50.04040145874,14.569700241089,B,New-build,,,,1.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,"CZK 15,586",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,990","CZK 2,596","CZK 15,586",750162,Studio,11/20/2022,Personal,,,30 m²,Fully furnished,5,Brick,,1.0,378.88,984.0,631.56,836.53,756.16,440.58,541.6,695.64,1341.97,451.29,"Mantovská, Prague - Horní Měcholupy",50.04040145874,14.569700241089,B,New-build,,,,1.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,"CZK 15,586",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 30,000","CZK 6,500","CZK 38,000",617666,3+kk,12/19/2022,Personal,Central,Luxurious,115 m²,Fully furnished,2,Brick,,1.0,211.64,452.05,298.84,219.86,260.77,92.48,724.86,871.35,310.07,375.08,"Podnádražní, Prague - Vysočany",50.11155,14.497226,B,Very good,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 11,000","CZK 6,000","CZK 17,000",677309,2+kk,11/22/2021,Personal,Distance,,50 m²,Fully furnished,16,Prefab concrete,Complete,1.0,107.23,1294.84,188.55,1644.29,112.5,709.33,842.64,1174.46,559.49,380.55,Prague - Krč,50.0297787,14.4497633,G,Very good,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,000",CZK 0,"CZK 30,000",493384,Studio,2/1/2023,Personal,Gas boiler,Luxurious,37 m²,Partly,1,Brick,,1.0,342.69,944.82,1567.51,4193.75,382.23,1274.28,1539.25,1674.65,1746.52,806.03,"Holekova, Prague - Klánovice",50.1008217,14.6871026,,Very good,,,,,Up to 10 years,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
