Listing ID,Price,Latitude,Longitude,District,Layout,Condition,Floor Space,Fees,Refundable security deposit,Ownership Type,Building Type,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,PENB,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Heating,Total number of floors,Age,Design,Front garden,Renovation,New building,Administration fee,Developer name,Project name,Kód jednotky
528438,"CZK 24,000",50.0799163,14.4476377,"Slavíkova, Prague - Žižkov",1 bedroom with open-plan kitchen,New build,49 m²,"CZK 2,000","CZK 24,000",Personal,Brick building,Partially furnished,6,No,Yes,No,No,No,Yes,No,září,,472,536,115,535,55,394,404,513,675,431,Central heating,Attic,1 to 10 years years,,,,,,,,
704406,"CZK 18,000",50.07743,14.30115,"Karlovarská, Prague - Ruzyně",1 bedroom with open-plan kitchen,Excellent,56 m²,"CZK 4,000","CZK 25,000",Personal,Brick building,Partially furnished,2,No,No,Yes,No,Yes,Yes,Yes,01. 04. 2022,C,107,841,801,951,"1,252",,,,,,,,,,,,,,,,
704389,"CZK 10,000",50.07757,14.50097,"Černokostelecká, Prague - Strašnice",Studio,Good,28 m²,"CZK 2,000","CZK 12,000",Personal,Brick building,Partially furnished,1,No,No,Yes,No,No,Yes,No,01. 02. 2022,G,29,470,180,622,291,575,410,477,"1,265",392,,,,,,,,,,,
703754,"CZK 11,500",50.01114,14.45032,"Smotlachova, Prague - Kamýk",1 bedroom with open-plan kitchen,Excellent,49 m²,"CZK 3,000","CZK 14,500",Personal,Prefab concrete building,Partially furnished,6,No,No,No,No,No,Yes,No,25. 01. 2022,D,386,"1,062",433,528,"1,113",702,917,568,132,,,,,,,,,,,,
703740,"CZK 12,000",50.06017,14.42715,"Mikuláše z Husi, Prague - Nusle",Studio,Good,29 m²,CZK 500,"CZK 12,000",Personal,Brick building,Partially furnished,2,No,No,No,No,No,No,No,27. 01. 2022,D,9,649,93,298,53,393,470,139,99,309,,,,,,,,,,,
536102,"CZK 14,500",50.0225996,14.4945038,"Zlešická, Prague - Chodov",1 bedroom with open-plan kitchen,Good,47 m²,,"CZK 15,000",Personal,Prefab concrete building,Partially furnished,6,No,No,No,No,No,Yes,No,01. 03. 2022,C,189,759,214,857,522,664,235,520,333,61,Central heating,Middle floor,10 to 30 years years,Standard materials and solutions,,Overall,,,,,
704368,"CZK 16,500",50.13033,14.4935,"Zakšínská, Prague - Střížkov",1 bedroom with open-plan kitchen,New build,53 m²,"CZK 3,000","CZK 20,000",Personal,Low-energy building,Furnished,2,Yes,No,No,No,Yes,Yes,Yes,01. 03. 2022,C,358,"1,059",203,984,631,477,558,435,"1,185",125,District heating,,1 to 10 years years,,,Overall,Yes,,,,
704342,"CZK 16,000",50.04299,14.44352,"Kremličkova, Prague - Krč",2 bedroom,Good,67 m²,"CZK 2,200","CZK 18,200",Cooperative,Prefab concrete building,Furnished,4,No,No,No,No,No,No,No,01. 03. 2022,G,268,251,149,449,234,284,364,207,765,302,Geothermal heat pump,Middle floor,,Standard materials and solutions,,,,,,,
644008,"CZK 12,000",50.061926,14.443129,"Svatoslavova, Prague - Nusle",2 bedroom,Good,62 m²,CZK 800,"CZK 12,000",Personal,Brick building,Partially furnished,3,No,No,Yes,No,No,No,No,01. 03. 2022,,184,599,201,305,247,328,448,822,384,346,Other,Top floor,,,60 m²,,,,,,
704362,"CZK 15,000",50.05718,14.55421,"V Osikách, Prague - Dolní Měcholupy",Studio,Excellent,40 m²,"CZK 2,500","CZK 30,000",Personal,Other,Furnished,3,Yes,No,No,No,No,No,No,01. 02. 2022,G,508,547,664,736,"1,435",799,"1,038",,,,,,,,,,,,,,
700284,"CZK 18,000",50.06243,14.44917,"Kloboučnická, Prague - Nusle",1 bedroom with open-plan kitchen,Excellent,50 m²,"CZK 1,300","CZK 36,000",Personal,Brick building,Furnished,5,No,No,No,No,No,Yes,No,15. 02. 2022,G,248,903,342,542,246,653,570,403,882,460,,Middle floor,,Premium materials and solutions,,Overall,,,,,
700383,"CZK 20,000",50.08311,14.46721,"Olšanská, Prague - Žižkov",1 bedroom with open-plan kitchen,Excellent,62 m²,"CZK 4,000","CZK 20,000",Personal,Other,Partially furnished,4,Yes,No,Yes,No,Yes,No,No,21. 01. 2022,G,214,230,354,748,333,259,644,492,337,410,Central heating,Top floor,1 to 10 years years,,,,,,,,
703714,"CZK 17,000",50.11498,14.62655,"Ve Žlíbku, Prague - Horní Počernice",2 bedroom with open-plan kitchen,Excellent,80 m²,"CZK 5,000","CZK 17,000",Personal,Brick building,Furnished,2,Yes,Yes,Yes,No,Yes,No,Yes,01. 02. 2022,B,206,"1,466",533,785,229,901,423,639,,,,,,,,,,,,,
403607,"CZK 12,500",50.102335,14.445112,"Tovární, Prague - Holešovice",1 bedroom,,32 m²,"CZK 1,500","CZK 13,000",Personal,Brick building,Furnished,2,No,No,Yes,No,No,Yes,No,05. 02. 2022,,163,205,202,443,174,110,138,290,568,91,Other,Middle floor,,,,Interior,,,,,
703712,"CZK 17,500",50.06745,14.40788,"Na Valentince, Prague - Smíchov",1 bedroom with open-plan kitchen,New build,47 m²,"CZK 2,500","CZK 35,000",Personal,Other,Unfurnished,4,No,Yes,No,No,No,Yes,No,01. 02. 2022,G,132,600,326,571,182,496,845,"1,083",589,338,Gas boiler,Middle floor,,,,,,,,,
425445,"CZK 11,500",50.0582532,14.44353,"Na Jezerce, Prague - Nusle",Small studio,Excellent,22 m²,"CZK 2,000","CZK 13,500",Personal,Brick building,Furnished,1,No,No,No,No,No,No,No,01. 12. 2021,,96,"1,112",343,721,186,792,491,465,675,180,,,1 to 10 years years,,,Overall,,,,,
704341,"CZK 16,000",50.1057,14.54137,"Poděbradská, Prague - Hloubětín",1 bedroom with open-plan kitchen,Excellent,54 m²,"CZK 4,500","CZK 32,000",Personal,Brick building,Furnished,4,Yes,No,Yes,No,No,Yes,No,01. 02. 2022,G,111,219,230,237,375,292,489,354,448,62,,,,,,,,,,,
699860,"CZK 14,000",50.07791,14.47677,"Vinohradská, Prague - Vinohrady",1 bedroom,Excellent,42 m²,"CZK 1,800","CZK 12,000",Personal,Brick building,Partially furnished,5,No,No,No,No,No,Yes,No,19. 01. 2022,G,28,983,14,484,50,16,739,858,172,150,,,,,,,,,,,
703700,"CZK 17,500",50.10811,14.44456,"Plynární, Prague - Holešovice",1 bedroom with open-plan kitchen,Excellent,57 m²,"CZK 4,000","CZK 17,500",Personal,Brick building,Partially furnished,2,No,No,Yes,No,No,No,No,25. 01. 2022,C,168,658,261,670,72,147,351,"1,013",379,279,,,,,,,,,,,
652319,"CZK 12,000",50.030265,14.369977,"Voskovcova, Prague - Hlubočepy",1 bedroom with open-plan kitchen,Excellent,41 m²,"CZK 2,737","CZK 30,000",Personal,Prefab concrete building,Furnished,5,No,No,No,No,No,No,No,01. 07. 2021,C,10,789,155,787,137,779,275,156,490,261,,,,,,,,,,,
703887,"CZK 10,500",50.0257429,14.4915558,Prague - Chodov,1 bedroom with open-plan kitchen,Good,43 m²,"CZK 3,500","CZK 14,000",Personal,Prefab concrete building,,,No,No,No,No,No,Yes,No,Ihned,B,264,330,140,423,200,321,537,153,129,176,,,,,,,,,,,
703689,"CZK 8,000",50.07485,14.49166,"Nad Primaskou, Prague - Strašnice",Small studio,Excellent,19 m²,"CZK 1,800","CZK 9,800",Personal,Brick building,Unfurnished,3,No,No,Yes,No,No,No,No,01. 03. 2022,G,145,226,123,194,139,170,134,452,649,183,,,,,,,,,,,
613482,"CZK 13,000",50.069526,14.369954,"Pod Kavalírkou, Prague - Košíře",1 bedroom,Excellent,62 m²,"CZK 3,000","CZK 13,000",Personal,Brick building,Partially furnished,5,No,No,No,No,No,No,No,04. 04. 2022,G,125,488,133,221,31,118,264,"1,202",584,120,,Attic,,Standard materials and solutions,,,,,,,
698035,"CZK 27,000",50.00671,14.4619,"Šátalská, Prague - Libuš",3 bedroom with open-plan kitchen,Excellent,109 m²,"CZK 5,500","CZK 58,000",Personal,Other,Furnished,4,Yes,No,No,No,No,Yes,Yes,04. 01. 2022,G,269,491,238,147,390,581,"1,424","1,036",,,,,,,,,,,,,
535247,"CZK 11,000",50.1196295,14.4696921,"Davídkova, Prague - Libeň",Studio,Excellent,37 m²,"CZK 3,000","CZK 14,000",Personal,Other,Furnished,2,Yes,No,Yes,No,No,No,No,01. 10. 2021,C,45,977,443,"1,170",400,579,706,"1,011","1,444",553,Central heating,Middle floor,1 to 10 years years,,,,,,,,
703686,"CZK 14,800",50.0852,14.37356,"Mládeže, Prague - Břevnov",1 bedroom with open-plan kitchen,Excellent,60 m²,"CZK 3,600","CZK 28,000",Personal,Brick building,Partially furnished,4,No,No,No,No,No,Yes,No,01. 02. 2022,G,176,793,266,456,252,159,187,292,464,347,Central heating,Middle floor,,Standard materials and solutions,,,,,,,
704315,"CZK 15,000",50.1045706,14.4893271,"Ocelářská, Prague - Libeň",Studio,New build,55 m²,"CZK 2,500","CZK 30,000",Personal,Brick building,Furnished,1,No,No,No,No,Yes,No,No,01. 02. 2022,A,185,226,227,43,226,242,366,695,326,26,,,,,,,,,,,
704312,"CZK 18,500",50.10623,14.56041,"Cíglerova, Prague - Černý Most",3 bedroom,Excellent,72 m²,"CZK 3,500","CZK 22,000",Personal,Prefab concrete building,Partially furnished,6,Yes,No,Yes,No,No,Yes,No,01. 02. 2022,B,45,163,47,"1,459",382,220,270,645,"1,109",254,District heating,,,,,Interior,,,,,
704306,"CZK 11,000",50.0383,14.411,"Ke Krči, Prague - Braník",1 bedroom with open-plan kitchen,Excellent,41 m²,"CZK 3,600","CZK 22,000",Personal,Brick building,Partially furnished,3,No,No,No,No,No,No,No,07. 02. 2022,D,174,270,110,261,544,177,450,"1,412",426,,,,,,,,,,,,
399585,"CZK 13,500",50.1457833,14.4415677,"Spořická, Prague - Dolní Chabry",Studio,,39 m²,"CZK 2,334","CZK 13,500",Personal,Prefab concrete building,Furnished,1,No,No,Yes,No,Yes,No,Yes,,,23,870,89,339,930,91,599,118,,,,,,,,,Yes,,,,
704301,"CZK 13,000",50.02451,14.43728,"Novodvorská, Prague - Braník",1 bedroom with open-plan kitchen,Excellent,42 m²,"CZK 3,000","CZK 15,000",Personal,Prefab concrete building,Partially furnished,2,No,No,Yes,No,No,Yes,No,25. 02. 2022,G,211,282,242,255,329,308,735,380,912,375,,,,,,,,,,,
442780,"CZK 28,000",50.0692087,14.4169822,"Plavecká, Prague - Nové Město",2 bedroom with open-plan kitchen,Excellent,73 m²,"CZK 1,500","CZK 28,000",Personal,Brick building,Furnished,5,No,No,Yes,No,No,Yes,No,01. 03. 2022,,279,838,114,279,44,274,132,196,186,169,Gas boiler,Middle floor,,,,Overall,,,,,
703620,"CZK 14,000",50.00346,14.46193,"Výletní, Prague - Písnice",1 bedroom with open-plan kitchen,Excellent,44 m²,"CZK 3,300","CZK 42,000",Personal,Prefab concrete building,Partially furnished,1,No,No,No,No,No,Yes,No,24. 01. 2022,D,243,794,174,156,421,425,888,,,,,,,,,,,,,,
703621,"CZK 21,000",50.07136,14.34778,"Kudrnova, Prague - Motol",1 bedroom with open-plan kitchen,Excellent,87 m²,"CZK 5,500","CZK 42,000",Personal,Brick building,Partially furnished,4,No,Yes,Yes,No,No,Yes,Yes,14. 02. 2022,C,397,30,36,442,"1,023",677,642,,,,,,,,,,,,,,
703606,"CZK 13,000",50.0396,14.55988,"Lessnerova, Prague - Petrovice",1 bedroom with open-plan kitchen,Excellent,43 m²,"CZK 2,500","CZK 39,000",Personal,Prefab concrete building,Partially furnished,6,No,No,Yes,No,Yes,Yes,No,01. 02. 2022,A,95,196,132,161,230,141,304,398,759,126,,,,,,,,,,,
703595,"CZK 15,000",50.1040152,14.5088524,"Pod Harfou, Prague - Vysočany",1 bedroom with open-plan kitchen,New build,67 m²,"CZK 4,700","CZK 30,000",Personal,Brick building,Furnished,1,Yes,No,No,No,Yes,Yes,Yes,24. 01. 2022,C,436,134,"1,215",709,"1,038","1,351","1,074",162,,,Central heating,Middle floor,1 to 10 years years,Standard materials and solutions,,,,,,,
704274,"CZK 13,000",50.10673,14.54134,"Poděbradská, Prague - Hloubětín",2 bedroom,Excellent,47 m²,"CZK 5,000","CZK 18,000",Personal,Brick building,Partially furnished,4,No,No,Yes,No,No,Yes,No,01. 02. 2022,G,50,341,237,360,257,372,411,206,576,174,,,,,,,,,,,
627593,"CZK 19,000",50.123424,14.4558,"Klapkova, Prague - Kobylisy",2 bedroom with open-plan kitchen,Excellent,89 m²,"CZK 4,500","CZK 25,000",Personal,Brick building,Partially furnished,3,Yes,No,No,No,Yes,Yes,No,01. 03. 2022,G,79,654,50,128,21,177,74,469,849,541,Central heating,Middle floor,1 to 10 years years,Standard materials and solutions,,,Yes,,,,
704254,"CZK 10,900",50.05755,14.42509,"Na Dolinách, Prague - Podolí",Studio,Excellent,26 m²,"CZK 1,900","CZK 19,200",Cooperative,Brick building,Partially furnished,1,No,No,Yes,No,No,No,No,01. 02. 2022,G,129,515,88,393,186,493,411,525,390,281,,,,,,,,,,,
415260,"CZK 11,000",50.0363164,14.4206703,"Pod Zemankou, Prague - Braník",2 bedroom,,80 m²,"CZK 4,000",,Personal,Brick building,Partially furnished,1,No,No,No,No,No,No,No,31. 01. 2022,,549,939,784,455,884,711,624,624,,,,,,,,,,,,,
703549,"CZK 20,000",50.0464,14.32166,"Kettnerova, Prague - Stodůlky",2 bedroom with open-plan kitchen,Excellent,80 m²,"CZK 4,000","CZK 40,000",Personal,Prefab concrete building,Partially furnished,4,No,No,Yes,Yes,No,Yes,No,24. 01. 2022,G,44,979,214,225,411,217,552,110,473,101,District heating,Middle floor,,Premium materials and solutions,,Interior,,,,,
704250,"CZK 17,000",50.0947805,14.463317,"Molákova, Prague - Karlín",1 bedroom with open-plan kitchen,,35 m²,,"CZK 40,000",Personal,Prefab concrete building,,7,No,No,No,Yes,No,Yes,No,,,239,"1,160",399,900,165,781,84,772,831,289,,,,,,,,,,,
498334,"CZK 11,000",50.026953342758,14.427036993918,"Vavřenova, Prague - Braník",1 bedroom with open-plan kitchen,Excellent,53 m²,"CZK 5,500","CZK 30,000",Cooperative,Prefab concrete building,Partially furnished,7,Yes,No,No,No,No,No,No,01. 03. 2022,,240,727,390,713,248,309,378,320,"1,305",115,,Middle floor,,Standard materials and solutions,,Overall,,,,,
95646,"CZK 20,000",50.0893807,14.4450545,"pernerova, Prague - Karlín",1 bedroom with open-plan kitchen,New build,70 m²,"CZK 4,000","CZK 24,000",Personal,Brick building,Furnished,5,No,No,No,No,Yes,Yes,No,01. 04. 2022,,171,665,304,594,5,568,218,873,680,216,Central heating,Top floor,,Premium materials and solutions,,Interior,,,,,
704247,"CZK 13,000",50.13373,14.51058,"Chlebovická, Prague - Letňany",1 bedroom with open-plan kitchen,New build,40 m²,"CZK 3,559","CZK 13,000",Personal,Brick building,Partially furnished,8,No,No,Yes,No,No,Yes,No,01. 03. 2022,B,97,753,403,335,416,420,281,383,249,43,,,,,,,,,,,
704244,"CZK 13,000",50.10382,14.47972,"Sokolovská, Prague - Libeň",2 bedroom,Excellent,55 m²,CZK 600,"CZK 13,500",Personal,Brick building,Partially furnished,5,No,No,No,No,No,Yes,No,01. 02. 2022,G,85,233,81,292,131,390,428,431,93,325,,,,,,,,,,,
704242,"CZK 18,000",50.02278,14.45455,"Sládkovičova, Prague - Krč",3 bedroom with open-plan kitchen,Excellent,88 m²,"CZK 4,000","CZK 30,000",Personal,Prefab concrete building,Partially furnished,7,No,No,No,Yes,No,Yes,No,29. 01. 2022,G,296,652,540,222,187,604,"1,093",590,629,,,Middle floor,,,,,,,,,
697344,"CZK 13,000",50.057545601454,14.292103009263,"Do Zahrádek I, Prague - Třebonice",Studio,New build,30 m²,"CZK 2,000","CZK 13,000",Personal,Other,Partially furnished,1,Yes,No,Yes,No,No,Yes,No,01. 02. 2022,G,642,"1,224",448,970,407,771,989,"1,494",258,830,Central heating,,1 to 10 years years,,,,,,,,
696257,"CZK 13,000",50.04529,14.51359,"Přeštická, Prague - Hostivař",2 bedroom,Good,42 m²,"CZK 4,500","CZK 13,000",Personal,Prefab concrete building,Partially furnished,2,No,No,No,No,No,No,No,31. 01. 2022,C,121,458,432,238,"1,048",386,"1,327",275,,,District heating,,,,,Overall,,,,,
704231,"CZK 21,000",50.0748176,14.4304272,"Legerova, Prague - Vinohrady",3 bedroom,Excellent,93 m²,"CZK 1,000","CZK 21,000",Personal,Brick building,Partially furnished,3,No,No,No,No,No,No,No,01. 02. 2022,G,38,479,96,111,88,174,377,451,399,466,,,,,,,,,,,
456763,"CZK 19,000",50.0786,14.4237301,"Navrátilova, Prague - Nové Město",1 bedroom with open-plan kitchen,,42 m²,"CZK 6,000","CZK 38,000",Personal,Brick building,Unfurnished,2,No,No,No,No,No,No,No,01. 02. 2022,,181,650,164,189,30,299,194,515,511,452,,,,,,,,,,,
704232,"CZK 14,500",50.15563,14.51738,"Bermanova, Prague - Čakovice",1 bedroom with open-plan kitchen,New build,55 m²,"CZK 5,300","CZK 39,600",Personal,Other,Furnished,6,Yes,No,No,No,Yes,Yes,Yes,31. 01. 2022,B,425,853,71,97,"1,357",714,145,178,,,,,,,,,,,,,
620328,"CZK 21,000",50.08553055,14.410704804813,Prague - Staré Město,1 bedroom with open-plan kitchen,Excellent,74 m²,"CZK 3,800","CZK 42,000",Personal,Brick building,Furnished,3,Yes,No,No,No,No,Yes,No,01. 02. 2022,G,532,419,209,398,87,805,455,567,735,178,Gas boiler,Middle floor,,Premium materials and solutions,,Overall,,,,,
406938,"CZK 14,000",50.0568155,14.3279016,"Za Mototechnou, Prague - Stodůlky",2 bedroom with open-plan kitchen,Good,70 m²,"CZK 4,000","CZK 16,000",Other,Other,Partially furnished,2,No,No,No,Yes,No,No,No,,G,307,502,"1,494",815,"1,162","1,461","1,139",739,418,,Other,,10 to 30 years years,,,,,,,,
704225,"CZK 10,000",50.0821,14.36935,"U Ladronky, Prague - Břevnov",Studio,Excellent,26 m²,"CZK 2,200","CZK 10,000",Personal,Brick building,Furnished,-1,No,Yes,No,No,No,No,No,01. 02. 2022,G,291,744,397,414,398,574,543,699,642,443,,,,,,,,,,,
605618,"CZK 14,800",50.071305,14.474587,"Bajkalská, Prague - Vršovice",2 bedroom,Excellent,59 m²,"CZK 2,700","CZK 17,500",Personal,Brick building,Partially furnished,1,No,No,No,No,No,Yes,No,29. 01. 2022,B,233,195,241,464,195,285,321,306,398,242,Central heating,Middle floor,1 to 10 years years,Standard materials and solutions,,Overall,,,,,
698268,"CZK 11,500",50.02404,14.5142,"Zdiměřická, Prague - Chodov",1 bedroom with open-plan kitchen,Good,43 m²,"CZK 4,000","CZK 11,500",Cooperative,Prefab concrete building,Partially furnished,11,No,No,No,No,No,No,No,06. 01. 2022,G,68,"1,024",221,322,255,174,579,299,,,,,,,,,,,,,
434137,"CZK 15,000",50.039087,14.423027,"Zelený pruh, Prague - Braník",1 bedroom with open-plan kitchen,Excellent,77 m²,"CZK 2,000","CZK 20,000",Personal,Brick building,Partially furnished,3,No,No,No,No,Yes,No,No,01. 01. 2022,D,11,"1,173",709,"1,180",176,"1,119",945,852,"1,241",139,Gas boiler,Attic,1 to 10 years years,Standard materials and solutions,,Interior,,,,,
699596,"CZK 21,000",50.05929,14.42296,"Ve Svahu, Prague - Podolí",2 bedroom,Excellent,62 m²,"CZK 3,000","CZK 30,000",Personal,Brick building,Partially furnished,1,Yes,No,Yes,No,Yes,No,No,01. 03. 2022,G,258,281,219,271,164,259,298,366,309,265,,,,,,,,,,,
648210,"CZK 13,000",50.03213,14.60946,"K Netlukám, Prague - Uhříněves",1 bedroom with open-plan kitchen,New build,56 m²,"CZK 4,000","CZK 17,000",Personal,Brick building,Furnished,5,Yes,No,Yes,No,Yes,Yes,No,01. 01. 1970,G,209,"1,046",213,"1,055",554,999,571,"1,075",716,256,Gas boiler,,10 to 30 years years,,,,,,,,
698486,"CZK 34,500",50.07468,14.3949,"Švédská, Prague - Smíchov",2 bedroom with open-plan kitchen,New build,100 m²,"CZK 5,500","CZK 34,500",Personal,Other,Partially furnished,2,Yes,No,No,No,No,Yes,Yes,01. 02. 2022,B,52,989,268,730,310,684,316,930,"1,088",443,Central heating,Middle floor,1 to 10 years years,,,,,,,,
180353,"CZK 10,000",50.0669648,14.4568866,"Minská, Prague - Vršovice",Studio,Excellent,25 m²,"CZK 5,000","CZK 15,000",Personal,Brick building,Partially furnished,5,No,No,No,No,No,No,No,07. 02. 2022,G,77,213,74,284,89,368,459,588,374,298,,,,,,,,,,,
699449,"CZK 17,000",50.04568,14.48903,"Svojšovická, Prague - Záběhlice",2 bedroom with open-plan kitchen,Excellent,57 m²,"CZK 3,700","CZK 30,000",Cooperative,Brick building,Partially furnished,1,No,No,Yes,No,No,Yes,No,01. 02. 2022,G,130,253,362,299,253,488,725,"1,293",328,,,,,,,,,,,,
265681,"CZK 10,000",50.0577867,14.4946574,"Jetelová, Prague - Záběhlice",Studio,Excellent,28 m²,"CZK 2,300","CZK 15,000",Personal,Other,Partially furnished,4,No,No,No,Yes,No,Yes,No,01. 02. 2022,B,119,673,233,948,396,242,372,865,166,186,District heating,Middle floor,1 to 10 years years,Standard materials and solutions,,Overall,,,,,
569404,"CZK 16,000",50.0401912,14.5681882,"Modenská, Prague - Horní Měcholupy",1 bedroom with open-plan kitchen,,62 m²,"CZK 3,900","CZK 30,000",Personal,Brick building,Unfurnished,1,Yes,No,Yes,No,Yes,Yes,Yes,01. 03. 2022,B,216,901,469,674,542,358,459,533,"1,259",368,Central heating,Middle floor,1 to 10 years years,,,,Yes,,,,
696701,"CZK 16,000",50.0886644,14.484117,"Olgy Havlové, Prague - Žižkov",Studio,New build,38 m²,"CZK 4,000","CZK 16,000",Personal,Prefab concrete building,Unfurnished,5,No,No,Yes,Yes,Yes,Yes,Yes,20. 12. 2021,B,381,810,423,623,137,666,490,358,355,113,District heating,,1 to 10 years years,Premium materials and solutions,,,,,,,
704213,"CZK 13,500",50.12694,14.41888,"Hnězdenská, Prague - Troja",1 bedroom with open-plan kitchen,Excellent,54 m²,"CZK 3,200","CZK 25,000",Personal,Brick building,Furnished,1,Yes,No,Yes,No,No,No,Yes,30. 01. 2022,A,355,262,265,205,155,306,637,827,"1,325",333,,,,,,,,,,,
700638,"CZK 15,500",50.0124216,14.4017606,"Vrátnická, Prague - Modřany",Studio,New build,41 m²,"CZK 2,000","CZK 15,500",Personal,Low-energy building,Unfurnished,5,No,Yes,Yes,No,No,Yes,No,01. 03. 2022,A,79,953,290,"1,197",615,"1,258","1,259",537,,,,,,,,,,,,,
700637,"CZK 14,000",50.12828,14.49326,"Lovosická, Prague - Střížkov",2 bedroom with open-plan kitchen,Excellent,60 m²,"CZK 4,000","CZK 15,000",Cooperative,Prefab concrete building,Partially furnished,1,No,No,No,Yes,No,No,No,23. 01. 2022,C,101,890,117,790,348,259,387,259,931,203,,,,,,,,,,,
664387,"CZK 11,800",50.02152,14.489698,Prague - Kunratice,Studio,Excellent,42 m²,"CZK 3,200","CZK 15,000",Personal,Prefab concrete building,Partially furnished,6,No,No,No,Yes,Yes,Yes,No,02. 02. 2022,G,127,907,181,"1,000",407,200,225,209,455,108,District heating,,,,,,,,,,
704205,"CZK 22,000",50.01239,14.40096,"Vrátnická, Prague - Modřany",1 bedroom with open-plan kitchen,New build,60 m²,"CZK 2,000","CZK 30,000",Personal,Low-energy building,Partially furnished,3,Yes,No,Yes,Yes,No,Yes,Yes,01. 03. 2022,B,426,"1,386",854,"1,481",703,"1,184","1,052","1,135",638,379,Central heating,,,,,,,,,,
644381,"CZK 9,000",50.068795,14.416542,"Na Výtoni, Prague - Nové Město",Studio,Excellent,32 m²,"CZK 2,000","CZK 9,000",Personal,Brick building,Partially furnished,1,No,No,No,No,No,Yes,No,01. 02. 2022,G,211,889,124,347,97,306,201,239,254,118,Central heating,Ground floor,,,,,,,,,
216074,"CZK 11,500",50.0402474681,14.336411659,"Tlumačovská, Prague - Stodůlky",Studio,Excellent,40 m²,"CZK 2,100","CZK 11,500",Personal,Brick building,Partially furnished,12,Yes,No,Yes,Yes,Yes,Yes,Yes,01. 03. 2022,C,65,591,28,561,344,33,308,572,332,310,Central heating,Middle floor,1 to 10 years years,Premium materials and solutions,,Interior,,,,,
668415,"CZK 9,000",50.07419,14.49075,"Starostrašnická, Prague - Strašnice",1 bedroom,Good,43 m²,CZK 600,"CZK 18,000",Personal,Brick building,Partially furnished,3,No,No,No,No,No,No,No,01. 02. 2022,F,118,388,41,30,112,5,105,598,484,154,Other,Middle floor,10 to 30 years years,Standard materials and solutions,,Interior,,,,,
644385,"CZK 17,000",50.07184,14.429817,Prague - Nové Město,1 bedroom,Excellent,52 m²,"CZK 2,500","CZK 17,000",Personal,Brick building,Partially furnished,7,No,Yes,No,No,No,Yes,No,01. 02. 2022,G,210,480,156,340,181,149,276,410,716,539,Central heating,Top floor,,Standard materials and solutions,,Overall,,,,,
549792,"CZK 14,000",50.0334792,14.5844324,"Blšanecká, Prague - Uhříněves",1 bedroom with open-plan kitchen,,57 m²,"CZK 4,000","CZK 28,000",Personal,Brick building,Partially furnished,1,Yes,No,Yes,No,No,No,Yes,01. 03. 2022,C,585,"1,270","1,121","1,361","1,189","1,222","1,177",,,,,,1 to 10 years years,,,,,,,,
621284,"CZK 17,500",50.096293,14.451753,"Za Karlínským přístavem, Prague - Karlín",Studio,New build,38 m²,"CZK 2,500","CZK 20,000",Personal,Brick building,,5,Yes,No,No,No,No,Yes,Yes,01. 09. 2020,B,293,598,273,266,168,410,831,566,644,,,,,,,,,,,,
696590,"CZK 14,500",50.05488,14.43481,"Děkanská vinice Ⅱ, Prague - Nusle",3 bedroom,Good,61 m²,"CZK 4,500","CZK 30,000",Cooperative,Prefab concrete building,Partially furnished,2,No,No,No,Yes,No,No,No,29. 01. 2022,G,85,"1,005",190,256,176,193,502,228,314,131,District heating,Middle floor,,Standard materials and solutions,,Bathroom unit,,,,,
228175,"CZK 12,500",50.09002,14.44917,"Pernerova, Prague - Karlín",Small studio,Excellent,24 m²,"CZK 1,500","CZK 14,000",Personal,Brick building,Partially furnished,4,No,No,No,No,No,No,No,15. 12. 2021,,446,384,153,561,269,584,91,"1,152",660,332,,,,,,,,,,,
697032,"CZK 15,000",50.0981894,14.3985813,"Kafkova, Prague - Dejvice",1 bedroom with open-plan kitchen,Excellent,60 m²,"CZK 3,500","CZK 15,000",Personal,Brick building,Furnished,,No,No,Yes,No,No,No,No,01. 02. 2022,G,261,202,123,105,108,218,300,604,484,278,,,,,,,,,,,
531830,"CZK 19,990",50.0712705,14.3510467,Prague - Motol,2 bedroom with open-plan kitchen,,80 m²,"CZK 3,500","CZK 30,000",Personal,Brick building,Partially furnished,5,Yes,No,No,No,No,Yes,No,20. 02. 2022,C,395,349,302,630,902,696,961,,,,,,,,,,,,,,
704181,"CZK 15,000",50.013685,14.4336659,"Zárubova, Prague - Kamýk",2 bedroom with open-plan kitchen,Excellent,59 m²,"CZK 1,000","CZK 20,000",Personal,Prefab concrete building,Partially furnished,10,No,No,Yes,No,Yes,Yes,No,01. 02. 2022,,410,"1,496",339,"1,488",843,330,156,416,651,281,District heating,,10 to 30 years years,Standard materials and solutions,,Overall,,,,,
699134,"CZK 17,500",49.99955,14.40727,"K Vystrkovu, Prague - Modřany",1 bedroom with open-plan kitchen,New build,55 m²,"CZK 3,000","CZK 35,000",Personal,Low-energy building,Unfurnished,2,Yes,No,Yes,No,No,Yes,No,01. 02. 2022,B,59,"1,252",668,"1,372",401,516,653,624,409,416,,,,,,,Yes,,,,
