Listing ID,Price,Latitude,Longitude,District,Layout,Condition,Floor Space,Fees,Refundable security deposit,Ownership Type,Building Type,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,PENB,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Heating,Total number of floors,Age,Design,Front garden,Renovation,New building,Administration fee,Developer name,Project name,Kód jednotky
705390,"CZK 16,000",50.07828,14.5085,"Limuzská, Prague - Strašnice",1 bedroom with open-plan kitchen,New build,52 m²,"CZK 3,000","CZK 16,000",Personal,Prefab concrete building,Unfurnished,2,Yes,No,Yes,No,No,Yes,No,07. 02. 2022,A,,,,,,,,,,,,,,,,,,,,,
680095,"CZK 63,113",50.0761284,14.4327244,"Londýnská, Prague - Vinohrady",3 bedroom,,70 m²,"CZK 21,037",,,,Furnished,3,No,Yes,No,No,No,No,No,08. 02. 2022,,100,264,66,90,3,201,314,391,396,647,,,,,,,,,,,
704291,"CZK 13,875",50.0787721,14.4457646,"Polská, Prague - Vinohrady",1 bedroom,,25 m²,"CZK 4,625",,,,Furnished,5,No,No,No,No,No,No,No,31. 03. 2022,,377,625,12,482,23,353,301,64,259,378,,,,,,,,,,,
704428,"CZK 12,113",50.0422027,14.5517256,"Nad Přehradou, Prague - Horní Měcholupy",Studio,,40 m²,"CZK 4,037",,,,Furnished,2,No,No,No,No,No,Yes,No,01. 04. 2022,,161,375,233,680,618,598,308,378,496,177,,,,,,,,,,,
680027,"CZK 44,973",50.1025661,14.4522431,"Na Maninách, Prague - Holešovice",1 bedroom with open-plan kitchen,,69 m²,"CZK 14,991",,,,Furnished,6,Yes,Yes,No,No,No,Yes,No,08. 02. 2022,,105,350,144,146,109,151,432,394,290,329,,,,,,,,,,,
704764,"CZK 12,500",50.0543898,14.441744,"Nad Jezerkou, Prague - Nusle",1 bedroom with open-plan kitchen,Excellent,52 m²,"CZK 4,000","CZK 16,500",Personal,Brick building,Unfurnished,4,No,No,No,No,No,No,No,01. 04. 2022,D,66,977,175,413,17,608,314,288,"1,007",262,Central heating,Middle floor,,,,,,,,,
648133,"CZK 15,000",50.071933,14.386621,"Holečkova, Prague - Košíře",2 bedroom,New build,52 m²,"CZK 3,000","CZK 20,000",Personal,Brick building,Furnished,2,No,No,No,No,No,No,No,30. 03. 2022,B,117,858,109,"1,109",165,"1,241",454,545,"1,251",395,Gas boiler,Middle floor,1 to 10 years years,Standard materials and solutions,120 m²,Interior,,,,,
693259,"CZK 23,250",50.0795659,14.4357789,"Balbínova, Prague - Vinohrady",1 bedroom with open-plan kitchen,,48 m²,"CZK 7,750",,,,Furnished,2,No,No,No,No,No,Yes,No,01. 03. 2022,,134,417,252,351,68,251,205,205,457,712,,,,,,,,,,,
680097,"CZK 88,613",50.079282,14.4274522,"Ve Smečkách, Prague - Nové Město",3 bedroom with open-plan kitchen,,82 m²,"CZK 29,537",,,,Furnished,6,No,Yes,No,No,No,Yes,No,08. 02. 2022,,262,583,62,229,43,244,476,576,376,483,,,,,,,,,,,
631722,"CZK 17,000",50.043928,14.51544,"Bratislavská, Prague - Hostivař",2 bedroom with open-plan kitchen,Excellent,70 m²,"CZK 4,500","CZK 34,000",Personal,Brick building,,4,Yes,No,No,Yes,Yes,Yes,No,01. 02. 2022,G,192,205,272,261,"1,075",407,"1,165",101,,,,,,,,,,,,,
704234,"CZK 20,000",50.09782,14.36655,"Kladenská, Prague - Vokovice",1 bedroom,Excellent,50 m²,"CZK 3,000","CZK 40,000",Personal,Brick building,Partially furnished,3,No,No,Yes,No,No,No,No,01. 02. 2022,G,459,383,480,389,33,259,773,611,901,105,Gas boiler,Middle floor,,Premium materials and solutions,,Overall,,,,,
705384,"CZK 19,500",50.0861644,14.3218614,"Rakovnická, Prague - Ruzyně",2 bedroom with open-plan kitchen,Excellent,75 m²,"CZK 3,500","CZK 23,000",Personal,Brick building,Furnished,2,No,No,No,Yes,Yes,No,No,15. 02. 2022,G,350,"1,494",393,284,"1,025",581,273,273,,,,,,,,,,,,,
680008,"CZK 35,100",50.0882058,14.4262315,"Rybná, Prague - Staré Město",1 bedroom with open-plan kitchen,,44 m²,"CZK 11,700",,,,Furnished,3,No,No,No,No,No,No,No,08. 02. 2022,,281,192,58,183,11,368,315,297,289,305,,,,,,,,,,,
695225,"CZK 16,245",50.0739772,14.4306534,"Legerova, Prague - Vinohrady",Studio,,33 m²,"CZK 5,415",,,,Furnished,2,No,No,No,No,No,Yes,No,08. 02. 2022,,132,574,130,206,94,143,358,427,494,560,,,,,,,,,,,
704746,"CZK 14,000",50.08271,14.50339,"Bydžovského, Prague - Malešice",2 bedroom,Excellent,57 m²,"CZK 5,000","CZK 15,000",Personal,Prefab concrete building,Partially furnished,3,No,No,Yes,Yes,No,Yes,No,15. 03. 2022,G,262,286,254,242,339,402,425,269,869,107,District heating,,,,,,,,,,
705383,"CZK 19,000",50.07341,14.47172,"Ruská, Prague - Vršovice",3 bedroom,Excellent,71 m²,CZK 500,"CZK 38,000",Cooperative,Brick building,Partially furnished,4,Yes,No,No,No,No,No,No,01. 03. 2022,G,15,549,184,511,341,271,537,555,626,350,,,,,,,,,,,
604344,"CZK 14,000",50.056015,14.441224,"Na Veselí, Prague - Nusle",1 bedroom with open-plan kitchen,Excellent,55 m²,CZK 990,"CZK 14,000",Cooperative,Brick building,Partially furnished,2,No,No,Yes,No,No,No,No,01. 06. 2020,,27,"1,158",180,647,119,537,375,349,"1,067",149,Gas boiler,,,,,,,,,,
680054,"CZK 36,000",50.079465,14.4353199,"Mánesova, Prague - Vinohrady",Studio,,45 m²,"CZK 12,000",,,,Furnished,1,No,No,No,No,No,Yes,No,08. 02. 2022,,156,408,244,342,59,242,281,281,533,788,,,,,,,,,,,
704736,"CZK 11,400",50.05806,14.44316,"Pod Lázní, Prague - Nusle",Studio,Excellent,28 m²,"CZK 2,600","CZK 15,000",Personal,Brick building,Partially furnished,1,No,No,Yes,No,No,No,No,02. 02. 2022,C,91,"1,115",352,716,180,851,486,460,695,175,,,,,,,,,,,
599802,"CZK 17,000",50.070969,14.476678,"Vršovická, Prague - Vršovice",2 bedroom,,67 m²,"CZK 3,800","CZK 17,000",Personal,Brick building,Partially furnished,1,No,No,No,No,No,No,No,01. 03. 2022,D,75,88,80,241,117,136,266,270,361,184,,,,,,,,,,,
516235,"CZK 15,000",50.0415375,14.3203404,"Holýšovská, Prague - Stodůlky",1 bedroom with open-plan kitchen,,56 m²,"CZK 3,500","CZK 18,500",Personal,Low-energy building,Unfurnished,3,Yes,No,No,No,No,No,No,,,179,"1,119",534,575,864,639,276,698,631,161,,,,,,,,,,,
594631,"CZK 16,000",49.991628,14.368893,"Radkovská, Prague - Radotín",3 bedroom,Good,105 m²,"CZK 5,000","CZK 20,000",Personal,Brick building,,1,Yes,No,No,No,No,No,No,01. 03. 2020,E,83,"1,364","1,061","1,156",656,"1,093","1,135",514,702,"1,180",,,,,,,,,,,
654830,"CZK 12,000",50.08196,14.40564,"Besední, Prague - Malá Strana",1 bedroom with open-plan kitchen,Good,45 m²,"CZK 5,500","CZK 12,000",Personal,Other,Furnished,1,No,No,No,No,No,No,No,01. 04. 2021,C,139,259,195,595,50,317,250,466,362,325,Other,Ground floor,10 to 30 years years,Standard materials and solutions,,,,,,,
705381,"CZK 13,000",50.05714,14.48601,"Na Vinobraní, Prague - Záběhlice",1 bedroom with open-plan kitchen,Excellent,50 m²,"CZK 2,000","CZK 13,000",Personal,Prefab concrete building,Partially furnished,1,No,No,Yes,Yes,Yes,Yes,No,07. 02. 2022,G,438,"1,342",418,739,776,839,"1,331",606,710,,,Raised ground floor,,,,,,,,,
21724,"CZK 7,000",50.011531,14.385727,"Starochuchelská, Prague - Velká Chuchle",Small studio,,21 m²,CZK 600,"CZK 10,000",Personal,Brick building,Unfurnished,3,No,No,No,No,No,No,No,,,44,103,57,331,525,,,,,,,,,,,,,,,,
704732,"CZK 37,500",50.0894289,14.423732,"Masná, Prague - Staré Město",Studio,,46 m²,"CZK 12,500",,,,Furnished,3,No,No,No,No,No,Yes,No,08. 02. 2022,,68,269,126,89,16,107,70,52,156,144,,,,,,,,,,,
705377,"CZK 18,000",50.013,14.40077,"Pískařská, Prague - Modřany",1 bedroom with open-plan kitchen,Excellent,44 m²,"CZK 3,500","CZK 18,000",Personal,Brick building,Furnished,,No,Yes,No,No,No,Yes,Yes,01. 03. 2022,C,147,"1,079",416,"1,323",741,"1,384","1,245",663,,,District heating,Middle floor,,,,,,,,,
704726,"CZK 17,000",50.0427649,14.4931358,"Klapálkova, Prague - Chodov",Studio,New build,33 m²,"CZK 2,500","CZK 34,000",Personal,Brick building,Furnished,1,Yes,No,No,No,Yes,No,No,01. 02. 2022,B,33,832,168,877,517,"1,461",395,"1,201","1,083",262,,,,,,,,,,,
705375,"CZK 15,000",50.13315,14.40527,"Dolákova, Prague - Bohnice",3 bedroom,Excellent,77 m²,"CZK 4,600","CZK 30,000",Personal,Prefab concrete building,Partially furnished,5,No,No,Yes,No,No,Yes,No,18. 03. 2022,G,476,"1,414",528,"1,344",603,"1,411",212,872,687,,District heating,,,,,Bathroom unit,,,,,
704720,"CZK 23,000",50.04464,14.51424,Prague - Hostivař,2 bedroom with open-plan kitchen,Excellent,102 m²,"CZK 7,000",,Personal,Brick building,Furnished,1,Yes,No,No,No,No,Yes,Yes,01. 03. 2022,B,191,344,361,350,"1,138",490,"1,267",121,,,Central heating,,1 to 10 years years,Premium materials and solutions,,,,,,,
704721,"CZK 17,000",50.0427649,14.4931358,"Klapálkova, Prague - Chodov",Studio,New build,33 m²,"CZK 2,500","CZK 34,000",Personal,Brick building,Furnished,1,Yes,No,No,No,Yes,No,No,01. 02. 2022,B,33,832,168,877,517,"1,461",395,"1,201","1,083",262,,,,,,,,,,,
705373,"CZK 19,900",50.10433,14.55168,"Slévačská, Prague - Hloubětín",2 bedroom with open-plan kitchen,New build,74 m²,"CZK 4,500","CZK 20,000",Personal,Brick building,Partially furnished,4,No,No,No,Yes,Yes,Yes,No,07. 02. 2022,C,250,694,385,"1,211",225,604,296,"1,078",824,250,Gas boiler,Top floor,1 to 10 years years,,,,,,,,
705374,"CZK 14,900",50.03673,14.56318,"Rezlerova, Prague - Petrovice",1 bedroom with open-plan kitchen,Excellent,45 m²,"CZK 3,200","CZK 45,000",Personal,Prefab concrete building,Partially furnished,7,No,No,Yes,No,Yes,Yes,No,01. 03. 2022,C,164,648,239,573,546,509,379,674,574,129,,,,,,,,,,,
672056,"CZK 12,000",50.06301,14.44883,"Bartoškova, Prague - Nusle",Studio,Excellent,39 m²,"CZK 2,300","CZK 20,000",Personal,Other,Furnished,3,No,Yes,No,No,No,Yes,No,01. 03. 2022,B,336,815,304,559,333,566,657,445,947,502,District heating,,10 to 30 years years,Standard materials and solutions,,,,,,,
705371,"CZK 15,000",50.13289,14.50691,"Tupolevova, Prague - Letňany",1 bedroom with open-plan kitchen,New build,58 m²,"CZK 3,700","CZK 30,000",Personal,Brick building,Furnished,4,No,No,No,Yes,Yes,Yes,No,14. 02. 2022,G,188,"1,146",308,470,487,624,402,215,307,472,,,,,,,,,,,
705367,"CZK 29,000",50.0697,14.47606,"Karpatská, Prague - Vršovice",2 bedroom with open-plan kitchen,Excellent,75 m²,"CZK 4,500","CZK 50,000",Personal,Brick building,Furnished,7,No,No,No,No,No,Yes,No,01. 03. 2022,G,161,294,158,330,141,342,171,65,156,109,Gas boiler,Top floor,1 to 10 years years,Premium materials and solutions,,,,,,,
705369,"CZK 9,750",50.1303283,14.4935009,"Zakšínská, Prague - Střížkov",Studio,New build,34 m²,"CZK 3,050","CZK 12,800",Personal,Brick building,Furnished,4,No,No,No,No,No,No,No,15. 02. 2022,B,357,"1,059",203,984,631,477,558,435,"1,185",125,,,,,,,,,,,
488832,"CZK 11,000",50.0576298,14.2845344,"Sazovická, Prague - Zličín",Studio,,40 m²,"CZK 3,280","CZK 20,000",Personal,Brick building,Partially furnished,1,No,No,No,No,No,No,No,,A,214,"1,023",643,572,778,697,167,919,208,,,,,,,,,,,,
705370,"CZK 20,000",50.10161,14.44574,"Stupkova, Prague - Holešovice",1 bedroom with open-plan kitchen,Excellent,54 m²,"CZK 3,000","CZK 20,000",Personal,Brick building,Furnished,5,Yes,No,No,No,No,Yes,No,06. 02. 2022,G,339,377,154,563,192,284,277,429,738,236,,,,,,,,,,,
690504,"CZK 19,425",50.084008861001,14.414631128311,"Boršov, Prague - Staré Město",Studio,,25 m²,"CZK 6,475",,,,Furnished,2,No,No,No,No,No,No,No,08. 02. 2022,,151,761,53,417,7,404,559,561,517,251,,,,,,,,,,,
680046,"CZK 36,000",50.079465,14.4353199,"Mánesova, Prague - Vinohrady",2 bedroom,,46 m²,"CZK 12,000",,,,Furnished,5,No,No,No,No,No,Yes,No,08. 02. 2022,,156,408,244,342,59,242,281,281,533,788,,,,,,,,,,,
695133,"CZK 10,000",50.10577,14.54779,"Rochovská, Prague - Hloubětín",Studio,Excellent,30 m²,"CZK 3,000","CZK 20,000",Personal,Prefab concrete building,Partially furnished,6,No,No,No,No,Yes,Yes,No,13. 02. 2022,G,119,828,283,860,470,914,291,585,962,221,District heating,Middle floor,1 to 10 years years,Standard materials and solutions,,Overall,,,,,
705362,"CZK 15,000",50.10341,14.51085,"Pod Harfou, Prague - Vysočany",1 bedroom with open-plan kitchen,New build,54 m²,"CZK 4,000","CZK 20,000",Personal,Brick building,Furnished,5,Yes,No,No,No,No,No,No,01. 03. 2022,C,344,162,"1,197",617,893,"1,249",972,45,,,,,,,,,,,,,
704725,"CZK 14,000",50.0878218,14.4882049,Prague - Žižkov,2 bedroom,Excellent,45 m²,"CZK 2,500","CZK 16,500",Cooperative,Prefab concrete building,,,No,No,No,No,No,Yes,No,Ihned,,176,696,214,581,272,628,448,404,349,457,Central heating,Middle floor,10 to 30 years years,,,,,,,,
705357,"CZK 18,800",50.08633,14.34324,"Ulrychova, Prague - Břevnov",2 bedroom,Excellent,55 m²,CZK 1,"CZK 18,800",Cooperative,Prefab concrete building,Furnished,1,Yes,No,No,No,No,No,No,01. 03. 2022,C,177,667,324,392,190,409,175,303,760,164,,,,,,,,,,,
704704,"CZK 33,000",50.10545,14.46595,"Menclova, Prague - Libeň",2 bedroom with open-plan kitchen,New build,86 m²,"CZK 6,100","CZK 50,000",Personal,Other,Furnished,3,No,Yes,No,No,No,Yes,Yes,01. 04. 2022,B,392,"1,103",544,666,320,515,786,"1,166",541,483,,,,,,,,,,,
704707,"CZK 15,000",50.06597,14.49684,"Strančická, Prague - Strašnice",1 bedroom with open-plan kitchen,Excellent,53 m²,"CZK 3,500","CZK 30,000",Personal,Brick building,Partially furnished,5,Yes,No,No,No,Yes,Yes,No,01. 04. 2022,G,162,159,"1,182",251,525,370,326,898,414,,,,,,,,,,,,
705355,"CZK 15,000",50.15571,14.51495,"Tryskovická, Prague - Čakovice",1 bedroom with open-plan kitchen,Excellent,65 m²,"CZK 5,105","CZK 20,105",Personal,Brick building,Partially furnished,2,Yes,No,No,No,No,Yes,No,04. 04. 2022,B,600,"1,041",284,213,"1,046",995,160,192,,,,,,,,,,,,,
705353,"CZK 13,000",50.14219,14.52242,"Hlučkova, Prague - Letňany",Studio,New build,36 m²,"CZK 3,300","CZK 20,000",Personal,Brick building,Furnished,5,Yes,No,Yes,No,No,Yes,No,01. 03. 2022,A,594,949,"1,278",226,"1,073","1,349","1,196",884,189,,,,,,,,,,,,
225723,"CZK 10,000",50.0703641,14.4430663,"U Havlíčkových sadů, Prague - Vinohrady",1 bedroom,,45 m²,CZK 500,"CZK 20,000",Personal,Brick building,Partially furnished,,No,No,No,No,No,No,No,,,422,665,133,773,196,739,514,183,619,196,Gas boiler,,,Standard materials and solutions,,Interior,,,,,
705180,"CZK 18,000",50.08607,14.37304,"Nad Kajetánkou, Prague - Břevnov",2 bedroom,Good,52 m²,"CZK 4,000","CZK 32,000",Personal,Brick building,Partially furnished,3,No,No,Yes,No,No,No,No,04. 02. 2022,G,104,785,407,597,182,299,401,322,605,450,,,,,,,,,,,
705119,"CZK 29,500",50.099856,14.4351456,Prague - Holešovice,2 bedroom with open-plan kitchen,Excellent,90 m²,"CZK 2,500","CZK 29,500",Personal,Brick building,Unfurnished,3,Yes,No,No,No,No,Yes,No,07. 02. 2022,C,180,995,110,191,93,200,88,"1,407",450,695,,Middle floor,1 to 10 years years,Premium materials and solutions,,,,,,,
705347,"CZK 14,700",50.03573,14.33103,"Nad Dalejským údolím, Prague - Stodůlky",1 bedroom with open-plan kitchen,Excellent,52 m²,"CZK 5,080","CZK 14,700",Personal,Brick building,Partially furnished,1,No,Yes,Yes,Yes,No,No,Yes,16. 03. 2022,C,439,843,525,"1,207",301,802,537,693,707,109,,,,,,,,,,,
705346,"CZK 11,500",50.03182,14.39323,"Lumiérů, Prague - Hlubočepy",1 bedroom,Excellent,37 m²,"CZK 3,900","CZK 15,000",Cooperative,Brick building,Furnished,3,No,No,No,No,No,No,No,07. 02. 2022,G,90,"1,440",754,"1,347",208,"1,406",101,,,,,,,,,,,,,,
495644,"CZK 12,000",50.0296532,14.449589,"Štúrova, Prague - Krč",Small studio,,24 m²,"CZK 2,000","CZK 15,000",Personal,Prefab concrete building,Partially furnished,3,No,No,Yes,No,No,No,Yes,01. 03. 2022,C,312,"1,483",0,0,761,"1,031","1,357",748,569,,,,,Premium materials and solutions,,,,,,,
694839,"CZK 36,000",50.0940007,14.4535929,"Sokolovská a, Prague - Karlín",1 bedroom with open-plan kitchen,,62 m²,"CZK 12,000",,,,Furnished,4,Yes,No,No,No,No,Yes,Yes,08. 02. 2022,,109,421,13,160,21,228,518,"1,364",384,467,,,,,,,,,,,
705341,"CZK 19,000",50.15743,14.5167,"Marie Podvalové, Prague - Čakovice",2 bedroom with open-plan kitchen,New build,92 m²,"CZK 3,678","CZK 38,000",Personal,Brick building,Partially furnished,6,No,Yes,No,No,Yes,Yes,Yes,06. 02. 2022,C,359,"1,138",337,317,"1,290","1,109",318,60,,,Central heating,Top floor,10 to 30 years years,Standard materials and solutions,,,,,,,
704392,"CZK 17,000",50.08181,14.45783,"Sudoměřská, Prague - Žižkov",3 bedroom,Excellent,70 m²,"CZK 3,550","CZK 17,000",Personal,Brick building,Partially furnished,6,No,No,No,No,No,Yes,No,15. 02. 2022,G,137,469,115,130,99,678,246,71,400,354,,,,,,,,,,,
367572,"CZK 15,100",50.0987306,14.4286503,"Letohradská, Prague - Holešovice",1 bedroom,Excellent,44 m²,"CZK 2,850","CZK 17,950",Personal,Brick building,Partially furnished,2,No,No,Yes,No,No,No,No,01. 03. 2022,,256,535,159,206,126,211,170,"1,356",214,282,Gas boiler,Middle floor,,Standard materials and solutions,,,,,,,
598107,"CZK 17,000",50.066215,14.449333,"Vršovická, Prague - Vršovice",1 bedroom with open-plan kitchen,Excellent,55 m²,"CZK 1,000","CZK 20,000",Personal,Brick building,Furnished,3,No,No,No,No,No,Yes,No,01. 04. 2022,G,85,497,63,586,32,165,148,306,129,377,,Middle floor,,Standard materials and solutions,,Overall,,,,,
636623,"CZK 16,000",50.06054,14.441286,"Na Květnici, Prague - Nusle",1 bedroom with open-plan kitchen,Excellent,49 m²,"CZK 2,600","CZK 32,000",Personal,Brick building,Furnished,3,No,No,Yes,No,Yes,No,No,01. 04. 2022,D,348,763,356,468,243,491,510,897,243,323,,Middle floor,1 to 10 years years,Standard materials and solutions,,Interior,,,,,
654437,"CZK 14,500",50.07342,14.39577,"Kmochova, Prague - Smíchov",1 bedroom with open-plan kitchen,New build,37 m²,"CZK 1,500","CZK 29,000",Personal,Brick building,Partially furnished,1,No,No,Yes,No,No,Yes,No,06. 02. 2022,G,169,811,143,502,32,593,88,"1,110",859,351,Central heating,,1 to 10 years years,Premium materials and solutions,,Overall,,,,,
705337,"CZK 12,000",50.05494,14.44066,"Spolupráce, Prague - Nusle",1 bedroom,Good,38 m²,"CZK 1,000","CZK 20,000",Personal,Brick building,Partially furnished,2,No,No,No,No,No,No,No,06. 02. 2022,G,167,"1,117",306,552,156,501,445,319,728,303,,,,,,,,,,,
490285,"CZK 15,000",50.1342971,14.3765903,"Stehlíkova, Prague - Suchdol",1 bedroom with open-plan kitchen,,47 m²,"CZK 4,700","CZK 13,000",Personal,Prefab concrete building,Furnished,1,Yes,No,No,No,No,No,No,,C,134,427,144,336,145,409,"1,051",417,723,490,,,,,,,,,,,
691651,"CZK 25,000",50.0890685,14.4651147,"Roháčova, Prague - Žižkov",2 bedroom,Excellent,69 m²,"CZK 2,000","CZK 50,000",Cooperative,Brick building,Unfurnished,2,Yes,No,Yes,No,No,Yes,No,14. 02. 2022,G,220,676,147,93,19,297,599,595,541,242,Gas boiler,Middle floor,over 50 years years,Premium materials and solutions,80 m²,Interior,,,,,
451745,"CZK 10,800",50.066691,14.486618,"Krátká, Prague - Strašnice",Studio,Excellent,31 m²,"CZK 2,300","CZK 10,800",Personal,Brick building,Furnished,1,No,No,No,No,No,No,No,01. 03. 2022,D,476,"1,140",711,892,636,870,833,"1,084",538,531,Central heating,Middle floor,,,,Overall,,,,,
679948,"CZK 18,428",50.0830187,14.4654473,"Olšanská, Prague - Žižkov",Studio,,30 m²,"CZK 6,142",,,,Furnished,3,No,No,No,No,No,No,Yes,24. 02. 2022,,99,368,492,556,426,352,496,585,430,491,,,,,,,,,,,
705336,"CZK 20,000",50.06505,14.55267,"Františka Jansy, Prague - Dolní Měcholupy",1 bedroom with open-plan kitchen,New build,55 m²,"CZK 4,000","CZK 20,000",Cooperative,Brick building,Partially furnished,4,No,No,Yes,Yes,No,Yes,Yes,01. 03. 2022,B,178,872,476,395,647,"1,173",837,72,,,District heating,Middle floor,1 to 10 years years,Standard materials and solutions,,,,,,,
538394,"CZK 20,000",50.1560751,14.522333,"Schoellerova, Prague - Čakovice",2 bedroom with open-plan kitchen,,79 m²,"CZK 5,120","CZK 25,000",Personal,Brick building,Furnished,1,Yes,No,No,No,No,No,No,11. 04. 2022,,108,536,169,409,"1,120",561,335,232,,,,Attic,1 to 10 years years,Premium materials and solutions,,Interior,,,,,
705335,"CZK 18,000",50.08962,14.46521,"Koněvova, Prague - Žižkov",1 bedroom with open-plan kitchen,Excellent,50 m²,"CZK 3,500","CZK 10,000",Personal,Brick building,Furnished,3,No,No,No,No,No,Yes,No,01. 03. 2022,G,139,750,163,51,36,309,640,670,545,200,,,,,,,,,,,
423801,"CZK 16,500",50.0987807,14.395203,"Kafkova, Prague - Dejvice",1 bedroom with open-plan kitchen,,52 m²,"CZK 3,500","CZK 35,000",Personal,Brick building,Furnished,5,No,No,No,No,No,No,No,01. 09. 2020,D,71,69,166,157,84,176,598,362,374,189,Gas boiler,Top floor,1 to 10 years years,Premium materials and solutions,,Interior,,,,,
596394,"CZK 17,000",50.090939,14.473455,"Viklefova, Prague - Žižkov",1 bedroom with open-plan kitchen,Excellent,71 m²,"CZK 1,700","CZK 34,000",Personal,Brick building,Furnished,5,No,No,Yes,No,No,Yes,No,02. 03. 2022,G,130,"1,087",136,194,59,42,253,407,293,356,Gas boiler,Top floor,10 to 30 years years,Standard materials and solutions,,Overall,,,,,
645720,"CZK 12,000",50.003901,14.405669,"Komořanská, Prague - Modřany",1 bedroom with open-plan kitchen,Excellent,41 m²,"CZK 2,000","CZK 15,000",Personal,Prefab concrete building,Partially furnished,2,No,No,No,No,No,No,Yes,01. 04. 2022,C,140,"1,036",152,"1,078",108,130,138,177,787,73,,Middle floor,,,,,,,,,
704878,"CZK 11,900",50.10608,14.58416,"Bryksova, Prague - Černý Most",1 bedroom with open-plan kitchen,Excellent,40 m²,"CZK 3,000","CZK 15,000",Personal,Prefab concrete building,Partially furnished,2,No,No,No,No,No,No,No,02. 02. 2022,B,514,563,440,487,523,834,"1,462",667,500,,,,,,,,,,,,
704751,"CZK 10,000",50.02647,14.51055,"Nad Opatovem, Prague - Chodov",Studio,Excellent,29 m²,"CZK 3,250","CZK 10,000",Personal,Prefab concrete building,Partially furnished,1,No,No,No,No,No,No,No,01. 04. 2022,G,268,932,334,168,519,643,572,"1,263",208,,,,,,,,,,,,
705325,"CZK 15,900",50.07342,14.44367,"Lužická, Prague - Vinohrady",1 bedroom with open-plan kitchen,Excellent,50 m²,CZK 700,"CZK 15,900",Personal,Brick building,Partially furnished,3,No,No,No,No,No,Yes,No,14. 02. 2022,G,216,368,37,811,163,638,401,518,459,213,,,,,,,,,,,
486847,"CZK 22,000",50.0783916,14.4563703,"Přemyslovská, Prague - Vinohrady",1 bedroom with open-plan kitchen,,65 m²,"CZK 3,500","CZK 40,000",Personal,Brick building,Furnished,5,Yes,Yes,No,No,No,No,No,,,127,336,85,145,47,342,466,581,922,219,,,,,,,,,,,
705321,"CZK 15,000",50.1158498,14.5627995,"Farkašova, Prague - Kyje",1 bedroom with open-plan kitchen,,63 m²,"CZK 2,725","CZK 30,000",Personal,Brick building,Partially furnished,3,Yes,No,No,No,No,Yes,No,01. 04. 2022,C,176,894,675,"1,263","1,192",688,,,,,District heating,Middle floor,1 to 10 years years,Premium materials and solutions,,,Yes,,,,
705320,"CZK 16,000",50.08288,14.40794,"Říční, Prague - Malá Strana",1 bedroom,Excellent,39 m²,"CZK 4,200","CZK 32,000",Personal,Brick building,Partially furnished,2,No,No,No,No,No,No,No,07. 02. 2022,G,170,476,373,601,0,489,336,599,461,86,,,,,,,,,,,
598847,"CZK 13,500",50.012466,14.6024605,"K Pitkovicům, Prague - Benice",Studio,New build,42 m²,"CZK 1,500","CZK 15,000",Personal,Brick building,Partially furnished,1,No,No,No,No,No,No,No,01. 01. 1970,A,239,296,219,,,,,,,,Geothermal heat pump,Middle floor,1 to 10 years years,Premium materials and solutions,,,Yes,,,,
693663,"CZK 17,000",50.05333,14.43688,"Kotorská, Prague - Nusle",3 bedroom,Good,70 m²,"CZK 4,000","CZK 20,000",Personal,Prefab concrete building,Partially furnished,8,Yes,No,Yes,Yes,Yes,Yes,No,15. 02. 2022,D,283,736,73,363,176,310,368,236,530,251,,,,,,,,,,,
705316,"CZK 12,500",50.1328881,14.506906,"Tupolevova, Prague - Letňany",Studio,New build,50 m²,"CZK 4,100","CZK 20,000",Personal,Other,Furnished,1,No,No,No,Yes,No,Yes,No,07. 02. 2022,B,188,"1,146",309,470,487,624,401,215,307,473,,,,,,,,,,,
704611,"CZK 16,800",50.08852,14.48803,"V Zahrádkách, Prague - Žižkov",2 bedroom with open-plan kitchen,Excellent,72 m²,"CZK 8,200","CZK 25,000",Personal,Prefab concrete building,Partially furnished,2,Yes,No,No,No,No,Yes,No,01. 04. 2022,G,254,643,285,504,212,550,370,482,364,386,District heating,Middle floor,,,,Bathroom unit,,,,,
633993,"CZK 12,500",50.107067,14.451414,"U Uranie, Prague - Holešovice",1 bedroom with open-plan kitchen,Excellent,49 m²,"CZK 3,700","CZK 15,000",Personal,Brick building,Furnished,4,No,No,Yes,No,No,No,No,01. 04. 2022,G,276,693,97,505,132,461,258,966,227,176,Other,Top floor,,Standard materials and solutions,,Interior,,,,,
694841,"CZK 26,078",50.0940007,14.4535929,"Sokolovská a, Prague - Karlín",Studio,,34 m²,"CZK 8,693",,,,Furnished,6,Yes,No,No,No,No,Yes,Yes,08. 02. 2022,,109,421,13,160,21,228,518,"1,364",384,467,,,,,,,,,,,
704630,"CZK 16,000",50.04341,14.44291,"Olbrachtova, Prague - Krč",2 bedroom with open-plan kitchen,Excellent,56 m²,"CZK 3,600","CZK 16,000",Personal,Brick building,Furnished,4,No,No,Yes,No,No,No,No,01. 03. 2022,G,2,125,176,423,222,234,407,294,647,181,,,,,,,,,,,
